ChecklistID,ServiceID,BodyPart,CheckItem
CHK70924,SRV139222,Hô hấp,Kiểm tra màu niêm mạc
CHK70925,SRV137453,Tim mạch,Đo nhịp tim
CHK70926,SRV137453,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70927,SRV137453,Mắt,Kiểm tra độ ẩm mắt
CHK70928,SRV71829,Vùng bụng,Kiểm tra chướng bụng
CHK70929,SRV71829,Mắt,Kiểm tra độ ẩm mắt
CHK70930,SRV71829,Toàn thân,Đánh giá mức độ đau
CHK70931,SRV71829,Chân,Kiểm tra sưng
CHK70932,SRV71829,Tim mạch,Đo nhịp tim
CHK70933,SRV71829,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70934,SRV195463,Tim mạch,Đo nhịp tim
CHK70935,SRV195463,Mắt,Kiểm tra độ ẩm mắt
CHK70936,SRV195463,Hô hấp,Kiểm tra tiếng thở
CHK70937,SRV195463,Vùng bụng,Kiểm tra chướng bụng
CHK70938,SRV36807,Toàn thân,Kiểm tra ăn uống
CHK70939,SRV36807,Vùng bụng,Sờ nắn kiểm tra đau
CHK70940,SRV36807,Vết mổ,Kiểm tra rỉ dịch
CHK70941,SRV36807,Thân nhiệt,Theo dõi sốt
CHK70942,SRV36807,Hô hấp,Kiểm tra màu niêm mạc
CHK70943,SRV129283,Tim mạch,Kiểm tra mạch
CHK70944,SRV129283,Toàn thân,Kiểm tra nhịp thở
CHK70945,SRV129283,Vùng bụng,Sờ nắn kiểm tra đau
CHK70946,SRV144061,Tim mạch,Kiểm tra mạch
CHK70947,SRV144061,Hô hấp,Đếm nhịp thở
CHK70948,SRV144061,Chân,Kiểm tra tuần hoàn
CHK70949,SRV144061,Vết mổ,Kiểm tra nhiễm trùng
CHK70950,SRV144061,Vùng bụng,Sờ nắn kiểm tra đau
CHK70951,SRV73841,Tim mạch,Đo nhịp tim
CHK70952,SRV73841,Vùng bụng,Sờ nắn kiểm tra đau
CHK70953,SRV73841,Mắt,Kiểm tra phản xạ ánh sáng
CHK70954,SRV73841,Toàn thân,Kiểm tra đi vệ sinh
CHK70955,SRV115482,Hô hấp,Kiểm tra tiếng thở
CHK70956,SRV115482,Vùng bụng,Kiểm tra chướng bụng
CHK70957,SRV115482,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70958,SRV115482,Tim mạch,Kiểm tra mạch
CHK70959,SRV181700,Chân,Kiểm tra cử động
CHK70960,SRV181700,Tim mạch,Đo nhịp tim
CHK70961,SRV181700,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK70962,SRV89524,Vết mổ,Kiểm tra độ liền da
CHK70963,SRV89524,Tim mạch,Đo nhịp tim
CHK70964,SRV89524,Toàn thân,Kiểm tra nhịp thở
CHK70965,SRV89524,Chân,Kiểm tra tuần hoàn
CHK70966,SRV89524,Vùng bụng,Sờ nắn kiểm tra đau
CHK70967,SRV81632,Chân,Kiểm tra tuần hoàn
CHK70968,SRV81632,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK70969,SRV81632,Thân nhiệt,Theo dõi sốt
CHK70970,SRV81632,Vùng bụng,Kiểm tra chướng bụng
CHK70971,SRV81632,Mắt,Kiểm tra độ ẩm mắt
CHK70972,SRV81632,Hô hấp,Kiểm tra màu niêm mạc
CHK70973,SRV54426,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70974,SRV54426,Mắt,Kiểm tra phản xạ ánh sáng
CHK70975,SRV54426,Chân,Kiểm tra cử động
CHK70976,SRV54426,Vết mổ,Kiểm tra độ liền da
CHK70977,SRV54426,Toàn thân,Kiểm tra đi vệ sinh
CHK70978,SRV193992,Vết mổ,Kiểm tra sưng tấy
CHK70979,SRV193992,Tim mạch,Kiểm tra mạch
CHK70980,SRV193992,Chân,Kiểm tra tuần hoàn
CHK70981,SRV193992,Mắt,Kiểm tra độ ẩm mắt
CHK70982,SRV193992,Thân nhiệt,Theo dõi sốt
CHK70983,SRV47108,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70984,SRV47108,Chân,Kiểm tra sưng
CHK70985,SRV47108,Toàn thân,Kiểm tra đi vệ sinh
CHK70986,SRV54710,Mắt,Kiểm tra phản xạ ánh sáng
CHK70987,SRV54710,Vùng bụng,Sờ nắn kiểm tra đau
CHK70988,SRV54710,Chân,Kiểm tra tuần hoàn
CHK70989,SRV54710,Thân nhiệt,Đo nhiệt độ cơ thể
CHK70990,SRV157428,Vùng bụng,Sờ nắn kiểm tra đau
CHK70991,SRV157428,Tim mạch,Đo nhịp tim
CHK70992,SRV157428,Chân,Kiểm tra sưng
CHK70993,SRV157428,Mắt,Kiểm tra độ ẩm mắt
CHK70994,SRV157428,Thân nhiệt,Theo dõi sốt
CHK70995,SRV146725,Toàn thân,Kiểm tra đi vệ sinh
CHK70996,SRV146725,Hô hấp,Kiểm tra tiếng thở
CHK70997,SRV146725,Mắt,Kiểm tra phản xạ ánh sáng
CHK70998,SRV187583,Mắt,Kiểm tra phản xạ ánh sáng
CHK70999,SRV187583,Thân nhiệt,Theo dõi sốt
CHK71000,SRV187583,Hô hấp,Kiểm tra tiếng thở
CHK71001,SRV187583,Tim mạch,Đo nhịp tim
CHK71002,SRV187583,Chân,Kiểm tra sưng
CHK71003,SRV187583,Vết mổ,Kiểm tra rỉ dịch
CHK71004,SRV151643,Toàn thân,Kiểm tra ăn uống
CHK71005,SRV151643,Vết mổ,Vệ sinh vết mổ
CHK71006,SRV151643,Thân nhiệt,Theo dõi sốt
CHK71007,SRV140005,Tim mạch,Đo nhịp tim
CHK71008,SRV140005,Vết mổ,Kiểm tra rỉ dịch
CHK71009,SRV140005,Vùng bụng,Sờ nắn kiểm tra đau
CHK71010,SRV140005,Mắt,Kiểm tra phản xạ ánh sáng
CHK71011,SRV140005,Hô hấp,Kiểm tra tiếng thở
CHK71012,SRV140005,Thân nhiệt,Theo dõi sốt
CHK71013,SRV74095,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71014,SRV74095,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71015,SRV74095,Vết mổ,Kiểm tra nhiễm trùng
CHK71016,SRV74095,Vùng bụng,Sờ nắn kiểm tra đau
CHK71017,SRV74095,Mắt,Kiểm tra độ ẩm mắt
CHK71018,SRV19289,Vùng bụng,Sờ nắn kiểm tra đau
CHK71019,SRV19289,Toàn thân,Đánh giá mức độ đau
CHK71020,SRV19289,Mắt,Kiểm tra phản xạ ánh sáng
CHK71021,SRV30391,Tim mạch,Đo nhịp tim
CHK71022,SRV30391,Hô hấp,Đếm nhịp thở
CHK71023,SRV30391,Vùng bụng,Kiểm tra chướng bụng
CHK71024,SRV30391,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71025,SRV21104,Tim mạch,Kiểm tra mạch
CHK71026,SRV21104,Chân,Kiểm tra cử động
CHK71027,SRV21104,Hô hấp,Kiểm tra tiếng thở
CHK71028,SRV69749,Thân nhiệt,Theo dõi sốt
CHK71029,SRV69749,Mắt,Kiểm tra độ ẩm mắt
CHK71030,SRV69749,Vùng bụng,Kiểm tra chướng bụng
CHK71031,SRV69749,Hô hấp,Đếm nhịp thở
CHK71032,SRV69749,Chân,Kiểm tra tuần hoàn
CHK71033,SRV69749,Toàn thân,Đánh giá mức độ đau
CHK71034,SRV180436,Tim mạch,Kiểm tra mạch
CHK71035,SRV180436,Vết mổ,Kiểm tra nhiễm trùng
CHK71036,SRV180436,Vùng bụng,Kiểm tra chướng bụng
CHK71037,SRV180436,Hô hấp,Kiểm tra màu niêm mạc
CHK71038,SRV109749,Hô hấp,Kiểm tra màu niêm mạc
CHK71039,SRV109749,Thân nhiệt,Theo dõi sốt
CHK71040,SRV109749,Vết mổ,Kiểm tra rỉ dịch
CHK71041,SRV46108,Tim mạch,Đo nhịp tim
CHK71042,SRV46108,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71043,SRV46108,Chân,Kiểm tra tuần hoàn
CHK71044,SRV11013,Toàn thân,Đánh giá mức độ đau
CHK71045,SRV11013,Mắt,Kiểm tra độ ẩm mắt
CHK71046,SRV11013,Vùng bụng,Sờ nắn kiểm tra đau
CHK71047,SRV113400,Vết mổ,Vệ sinh vết mổ
CHK71048,SRV113400,Mắt,Kiểm tra phản xạ ánh sáng
CHK71049,SRV113400,Chân,Kiểm tra tuần hoàn
CHK71050,SRV113400,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71051,SRV139313,Tim mạch,Kiểm tra mạch
CHK71052,SRV139313,Mắt,Kiểm tra độ ẩm mắt
CHK71053,SRV139313,Vết mổ,Kiểm tra rỉ dịch
CHK71054,SRV139313,Thân nhiệt,Theo dõi sốt
CHK71055,SRV115543,Thân nhiệt,Theo dõi sốt
CHK71056,SRV115543,Tim mạch,Đo nhịp tim
CHK71057,SRV115543,Hô hấp,Kiểm tra màu niêm mạc
CHK71058,SRV115543,Toàn thân,Kiểm tra nhịp thở
CHK71059,SRV115543,Chân,Kiểm tra cử động
CHK71060,SRV142897,Hô hấp,Kiểm tra tiếng thở
CHK71061,SRV142897,Vết mổ,Vệ sinh vết mổ
CHK71062,SRV142897,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71063,SRV142897,Mắt,Kiểm tra phản xạ ánh sáng
CHK71064,SRV142897,Tim mạch,Đo nhịp tim
CHK71065,SRV142897,Chân,Kiểm tra sưng
CHK71066,SRV16790,Vết mổ,Vệ sinh vết mổ
CHK71067,SRV16790,Chân,Kiểm tra cử động
CHK71068,SRV16790,Thân nhiệt,Theo dõi sốt
CHK71069,SRV16790,Hô hấp,Kiểm tra tiếng thở
CHK71070,SRV16790,Tim mạch,Đo nhịp tim
CHK71071,SRV134823,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71072,SRV134823,Hô hấp,Đếm nhịp thở
CHK71073,SRV134823,Vết mổ,Kiểm tra độ liền da
CHK71074,SRV134823,Mắt,Kiểm tra phản xạ ánh sáng
CHK71075,SRV196373,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71076,SRV196373,Mắt,Kiểm tra phản xạ ánh sáng
CHK71077,SRV196373,Tim mạch,Kiểm tra mạch
CHK71078,SRV196373,Toàn thân,Kiểm tra ăn uống
CHK71079,SRV57791,Hô hấp,Kiểm tra màu niêm mạc
CHK71080,SRV57791,Vùng bụng,Kiểm tra chướng bụng
CHK71081,SRV57791,Chân,Kiểm tra tuần hoàn
CHK71082,SRV57791,Vết mổ,Kiểm tra nhiễm trùng
CHK71083,SRV176784,Mắt,Kiểm tra độ ẩm mắt
CHK71084,SRV176784,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71085,SRV176784,Tim mạch,Đo nhịp tim
CHK71086,SRV176784,Vùng bụng,Kiểm tra chướng bụng
CHK71087,SRV176784,Vết mổ,Kiểm tra sưng tấy
CHK71088,SRV151356,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71089,SRV151356,Hô hấp,Kiểm tra màu niêm mạc
CHK71090,SRV151356,Vết mổ,Kiểm tra sưng tấy
CHK71091,SRV151356,Vùng bụng,Kiểm tra chướng bụng
CHK71092,SRV122762,Toàn thân,Kiểm tra nhịp thở
CHK71093,SRV122762,Tim mạch,Kiểm tra mạch
CHK71094,SRV122762,Chân,Kiểm tra tuần hoàn
CHK71095,SRV197057,Tim mạch,Đo nhịp tim
CHK71096,SRV197057,Vùng bụng,Sờ nắn kiểm tra đau
CHK71097,SRV197057,Thân nhiệt,Theo dõi sốt
CHK71098,SRV197057,Chân,Kiểm tra tuần hoàn
CHK71099,SRV197057,Mắt,Kiểm tra phản xạ ánh sáng
CHK71100,SRV197057,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71101,SRV175486,Chân,Kiểm tra tuần hoàn
CHK71102,SRV175486,Mắt,Kiểm tra phản xạ ánh sáng
CHK71103,SRV175486,Toàn thân,Kiểm tra ăn uống
CHK71104,SRV101686,Mắt,Kiểm tra phản xạ ánh sáng
CHK71105,SRV101686,Tim mạch,Kiểm tra mạch
CHK71106,SRV101686,Hô hấp,Kiểm tra màu niêm mạc
CHK71107,SRV101686,Chân,Kiểm tra cử động
CHK71108,SRV101686,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71109,SRV101686,Vết mổ,Kiểm tra rỉ dịch
CHK71110,SRV113641,Mắt,Kiểm tra phản xạ ánh sáng
CHK71111,SRV113641,Vết mổ,Vệ sinh vết mổ
CHK71112,SRV113641,Chân,Kiểm tra tuần hoàn
CHK71113,SRV184691,Toàn thân,Đánh giá mức độ đau
CHK71114,SRV184691,Mắt,Kiểm tra độ ẩm mắt
CHK71115,SRV184691,Tim mạch,Đo nhịp tim
CHK71116,SRV184691,Chân,Kiểm tra sưng
CHK71117,SRV184691,Hô hấp,Đếm nhịp thở
CHK71118,SRV184691,Vùng bụng,Sờ nắn kiểm tra đau
CHK71119,SRV81620,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71120,SRV81620,Chân,Kiểm tra tuần hoàn
CHK71121,SRV81620,Mắt,Kiểm tra độ ẩm mắt
CHK71122,SRV146785,Hô hấp,Kiểm tra tiếng thở
CHK71123,SRV146785,Thân nhiệt,Theo dõi sốt
CHK71124,SRV146785,Toàn thân,Kiểm tra nhịp thở
CHK71125,SRV146785,Mắt,Kiểm tra độ ẩm mắt
CHK71126,SRV146785,Vùng bụng,Sờ nắn kiểm tra đau
CHK71127,SRV17050,Toàn thân,Kiểm tra đi vệ sinh
CHK71128,SRV17050,Vùng bụng,Sờ nắn kiểm tra đau
CHK71129,SRV17050,Thân nhiệt,Theo dõi sốt
CHK71130,SRV17050,Mắt,Kiểm tra độ ẩm mắt
CHK71131,SRV17050,Hô hấp,Đếm nhịp thở
CHK71132,SRV190038,Chân,Kiểm tra tuần hoàn
CHK71133,SRV190038,Vùng bụng,Kiểm tra chướng bụng
CHK71134,SRV190038,Vết mổ,Kiểm tra nhiễm trùng
CHK71135,SRV190038,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71136,SRV185903,Vùng bụng,Kiểm tra chướng bụng
CHK71137,SRV185903,Chân,Kiểm tra sưng
CHK71138,SRV185903,Toàn thân,Kiểm tra ăn uống
CHK71139,SRV185903,Tim mạch,Đo nhịp tim
CHK71140,SRV45482,Chân,Kiểm tra sưng
CHK71141,SRV45482,Mắt,Kiểm tra độ ẩm mắt
CHK71142,SRV45482,Vùng bụng,Sờ nắn kiểm tra đau
CHK71143,SRV47819,Vết mổ,Kiểm tra nhiễm trùng
CHK71144,SRV47819,Chân,Kiểm tra cử động
CHK71145,SRV47819,Vùng bụng,Kiểm tra chướng bụng
CHK71146,SRV47819,Tim mạch,Kiểm tra mạch
CHK71147,SRV47819,Toàn thân,Kiểm tra đi vệ sinh
CHK71148,SRV108222,Vùng bụng,Kiểm tra chướng bụng
CHK71149,SRV108222,Vết mổ,Vệ sinh vết mổ
CHK71150,SRV108222,Tim mạch,Đo nhịp tim
CHK71151,SRV108222,Mắt,Kiểm tra phản xạ ánh sáng
CHK71152,SRV108222,Toàn thân,Kiểm tra đi vệ sinh
CHK71153,SRV108222,Chân,Kiểm tra sưng
CHK71154,SRV30614,Toàn thân,Kiểm tra nhịp thở
CHK71155,SRV30614,Thân nhiệt,Theo dõi sốt
CHK71156,SRV30614,Tim mạch,Kiểm tra mạch
CHK71157,SRV30614,Mắt,Kiểm tra độ ẩm mắt
CHK71158,SRV30614,Vết mổ,Kiểm tra rỉ dịch
CHK71159,SRV30614,Vùng bụng,Kiểm tra chướng bụng
CHK71160,SRV26916,Mắt,Kiểm tra phản xạ ánh sáng
CHK71161,SRV26916,Chân,Kiểm tra tuần hoàn
CHK71162,SRV26916,Vùng bụng,Kiểm tra chướng bụng
CHK71163,SRV109446,Chân,Kiểm tra sưng
CHK71164,SRV109446,Vùng bụng,Sờ nắn kiểm tra đau
CHK71165,SRV109446,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71166,SRV88871,Toàn thân,Đánh giá mức độ đau
CHK71167,SRV88871,Chân,Kiểm tra tuần hoàn
CHK71168,SRV88871,Thân nhiệt,Theo dõi sốt
CHK71169,SRV88871,Vết mổ,Kiểm tra rỉ dịch
CHK71170,SRV88871,Vùng bụng,Kiểm tra chướng bụng
CHK71171,SRV118178,Hô hấp,Kiểm tra tiếng thở
CHK71172,SRV118178,Tim mạch,Đo nhịp tim
CHK71173,SRV118178,Mắt,Kiểm tra độ ẩm mắt
CHK71174,SRV118178,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71175,SRV118178,Chân,Kiểm tra cử động
CHK71176,SRV118178,Vùng bụng,Kiểm tra chướng bụng
CHK71177,SRV132199,Vùng bụng,Kiểm tra chướng bụng
CHK71178,SRV132199,Thân nhiệt,Theo dõi sốt
CHK71179,SRV132199,Tim mạch,Kiểm tra mạch
CHK71180,SRV132199,Hô hấp,Đếm nhịp thở
CHK71181,SRV48293,Vết mổ,Kiểm tra sưng tấy
CHK71182,SRV48293,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71183,SRV48293,Hô hấp,Đếm nhịp thở
CHK71184,SRV156933,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71185,SRV156933,Mắt,Kiểm tra độ ẩm mắt
CHK71186,SRV156933,Hô hấp,Đếm nhịp thở
CHK71187,SRV156933,Vết mổ,Kiểm tra sưng tấy
CHK71188,SRV170919,Chân,Kiểm tra sưng
CHK71189,SRV170919,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71190,SRV170919,Hô hấp,Kiểm tra tiếng thở
CHK71191,SRV170919,Toàn thân,Đánh giá mức độ đau
CHK71192,SRV170919,Tim mạch,Đo nhịp tim
CHK71193,SRV131280,Vết mổ,Kiểm tra nhiễm trùng
CHK71194,SRV131280,Chân,Kiểm tra sưng
CHK71195,SRV131280,Hô hấp,Kiểm tra tiếng thở
CHK71196,SRV131280,Mắt,Kiểm tra độ ẩm mắt
CHK71197,SRV131280,Thân nhiệt,Theo dõi sốt
CHK71198,SRV131280,Tim mạch,Đo nhịp tim
CHK71199,SRV195614,Tim mạch,Đo nhịp tim
CHK71200,SRV195614,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71201,SRV195614,Vết mổ,Kiểm tra độ liền da
CHK71202,SRV141313,Chân,Kiểm tra tuần hoàn
CHK71203,SRV141313,Tim mạch,Kiểm tra mạch
CHK71204,SRV141313,Thân nhiệt,Theo dõi sốt
CHK71205,SRV141313,Toàn thân,Kiểm tra ăn uống
CHK71206,SRV141313,Hô hấp,Đếm nhịp thở
CHK71207,SRV141313,Mắt,Kiểm tra phản xạ ánh sáng
CHK71208,SRV30881,Vùng bụng,Kiểm tra chướng bụng
CHK71209,SRV30881,Toàn thân,Kiểm tra ăn uống
CHK71210,SRV30881,Hô hấp,Kiểm tra tiếng thở
CHK71211,SRV98888,Toàn thân,Đánh giá mức độ đau
CHK71212,SRV98888,Hô hấp,Đếm nhịp thở
CHK71213,SRV98888,Vết mổ,Kiểm tra độ liền da
CHK71214,SRV63990,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71215,SRV63990,Toàn thân,Kiểm tra nhịp thở
CHK71216,SRV63990,Tim mạch,Kiểm tra mạch
CHK71217,SRV63990,Chân,Kiểm tra sưng
CHK71218,SRV63990,Vùng bụng,Sờ nắn kiểm tra đau
CHK71219,SRV63990,Hô hấp,Đếm nhịp thở
CHK71220,SRV71929,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71221,SRV71929,Chân,Kiểm tra sưng
CHK71222,SRV71929,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71223,SRV71929,Mắt,Kiểm tra phản xạ ánh sáng
CHK71224,SRV179978,Tim mạch,Đo nhịp tim
CHK71225,SRV179978,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71226,SRV179978,Hô hấp,Kiểm tra màu niêm mạc
CHK71227,SRV179978,Mắt,Kiểm tra độ ẩm mắt
CHK71228,SRV179978,Vết mổ,Kiểm tra nhiễm trùng
CHK71229,SRV164603,Vùng bụng,Kiểm tra chướng bụng
CHK71230,SRV164603,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71231,SRV164603,Mắt,Kiểm tra phản xạ ánh sáng
CHK71232,SRV164603,Thân nhiệt,Theo dõi sốt
CHK71233,SRV22441,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71234,SRV22441,Mắt,Kiểm tra độ ẩm mắt
CHK71235,SRV22441,Vùng bụng,Kiểm tra chướng bụng
CHK71236,SRV36214,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71237,SRV36214,Hô hấp,Kiểm tra tiếng thở
CHK71238,SRV36214,Toàn thân,Kiểm tra đi vệ sinh
CHK71239,SRV36214,Chân,Kiểm tra cử động
CHK71240,SRV36214,Vùng bụng,Sờ nắn kiểm tra đau
CHK71241,SRV36214,Mắt,Kiểm tra phản xạ ánh sáng
CHK71242,SRV16202,Toàn thân,Kiểm tra nhịp thở
CHK71243,SRV16202,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71244,SRV16202,Hô hấp,Kiểm tra màu niêm mạc
CHK71245,SRV16202,Mắt,Kiểm tra phản xạ ánh sáng
CHK71246,SRV123357,Mắt,Kiểm tra độ ẩm mắt
CHK71247,SRV123357,Chân,Kiểm tra cử động
CHK71248,SRV123357,Tim mạch,Đo nhịp tim
CHK71249,SRV123357,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71250,SRV123357,Vùng bụng,Kiểm tra chướng bụng
CHK71251,SRV58335,Tim mạch,Kiểm tra mạch
CHK71252,SRV58335,Chân,Kiểm tra sưng
CHK71253,SRV58335,Hô hấp,Kiểm tra màu niêm mạc
CHK71254,SRV0371,Toàn thân,Kiểm tra đi vệ sinh
CHK71255,SRV0371,Vùng bụng,Kiểm tra chướng bụng
CHK71256,SRV0371,Tim mạch,Kiểm tra mạch
CHK71257,SRV0371,Hô hấp,Đếm nhịp thở
CHK71258,SRV151228,Toàn thân,Đánh giá mức độ đau
CHK71259,SRV151228,Mắt,Kiểm tra độ ẩm mắt
CHK71260,SRV151228,Vết mổ,Kiểm tra rỉ dịch
CHK71261,SRV31303,Toàn thân,Đánh giá mức độ đau
CHK71262,SRV31303,Tim mạch,Đo nhịp tim
CHK71263,SRV31303,Hô hấp,Đếm nhịp thở
CHK71264,SRV31303,Vùng bụng,Sờ nắn kiểm tra đau
CHK71265,SRV117662,Toàn thân,Kiểm tra nhịp thở
CHK71266,SRV117662,Thân nhiệt,Theo dõi sốt
CHK71267,SRV117662,Mắt,Kiểm tra độ ẩm mắt
CHK71268,SRV117662,Vết mổ,Kiểm tra sưng tấy
CHK71269,SRV48026,Vùng bụng,Sờ nắn kiểm tra đau
CHK71270,SRV48026,Tim mạch,Đo nhịp tim
CHK71271,SRV48026,Thân nhiệt,Theo dõi sốt
CHK71272,SRV48026,Mắt,Kiểm tra độ ẩm mắt
CHK71273,SRV39709,Chân,Kiểm tra cử động
CHK71274,SRV39709,Vết mổ,Kiểm tra sưng tấy
CHK71275,SRV39709,Mắt,Kiểm tra độ ẩm mắt
CHK71276,SRV39709,Tim mạch,Đo nhịp tim
CHK71277,SRV10136,Vùng bụng,Sờ nắn kiểm tra đau
CHK71278,SRV10136,Chân,Kiểm tra cử động
CHK71279,SRV10136,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71280,SRV10136,Tim mạch,Đo nhịp tim
CHK71281,SRV10136,Hô hấp,Đếm nhịp thở
CHK71282,SRV10136,Mắt,Kiểm tra phản xạ ánh sáng
CHK71283,SRV132768,Thân nhiệt,Theo dõi sốt
CHK71284,SRV132768,Vùng bụng,Sờ nắn kiểm tra đau
CHK71285,SRV132768,Chân,Kiểm tra sưng
CHK71286,SRV57916,Vết mổ,Kiểm tra độ liền da
CHK71287,SRV57916,Tim mạch,Đo nhịp tim
CHK71288,SRV57916,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71289,SRV57916,Toàn thân,Kiểm tra ăn uống
CHK71290,SRV24321,Chân,Kiểm tra tuần hoàn
CHK71291,SRV24321,Hô hấp,Kiểm tra tiếng thở
CHK71292,SRV24321,Toàn thân,Kiểm tra đi vệ sinh
CHK71293,SRV24321,Vùng bụng,Sờ nắn kiểm tra đau
CHK71294,SRV24321,Tim mạch,Kiểm tra mạch
CHK71295,SRV71141,Chân,Kiểm tra tuần hoàn
CHK71296,SRV71141,Vết mổ,Kiểm tra sưng tấy
CHK71297,SRV71141,Hô hấp,Kiểm tra màu niêm mạc
CHK71298,SRV71141,Thân nhiệt,Theo dõi sốt
CHK71299,SRV71141,Toàn thân,Kiểm tra nhịp thở
CHK71300,SRV71141,Vùng bụng,Kiểm tra chướng bụng
CHK71301,SRV65416,Thân nhiệt,Theo dõi sốt
CHK71302,SRV65416,Vùng bụng,Kiểm tra chướng bụng
CHK71303,SRV65416,Hô hấp,Đếm nhịp thở
CHK71304,SRV65416,Mắt,Kiểm tra phản xạ ánh sáng
CHK71305,SRV65416,Tim mạch,Đo nhịp tim
CHK71306,SRV0340,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71307,SRV0340,Hô hấp,Kiểm tra màu niêm mạc
CHK71308,SRV0340,Toàn thân,Kiểm tra ăn uống
CHK71309,SRV80695,Hô hấp,Kiểm tra tiếng thở
CHK71310,SRV80695,Mắt,Kiểm tra độ ẩm mắt
CHK71311,SRV80695,Vết mổ,Kiểm tra sưng tấy
CHK71312,SRV80695,Chân,Kiểm tra sưng
CHK71313,SRV80695,Thân nhiệt,Theo dõi sốt
CHK71314,SRV73047,Vùng bụng,Kiểm tra chướng bụng
CHK71315,SRV73047,Vết mổ,Kiểm tra nhiễm trùng
CHK71316,SRV73047,Mắt,Kiểm tra độ ẩm mắt
CHK71317,SRV150846,Vết mổ,Kiểm tra rỉ dịch
CHK71318,SRV150846,Hô hấp,Kiểm tra màu niêm mạc
CHK71319,SRV150846,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71320,SRV150846,Mắt,Kiểm tra độ ẩm mắt
CHK71321,SRV150846,Vùng bụng,Sờ nắn kiểm tra đau
CHK71322,SRV150846,Chân,Kiểm tra tuần hoàn
CHK71323,SRV63826,Vùng bụng,Sờ nắn kiểm tra đau
CHK71324,SRV63826,Chân,Kiểm tra tuần hoàn
CHK71325,SRV63826,Thân nhiệt,Theo dõi sốt
CHK71326,SRV63826,Mắt,Kiểm tra độ ẩm mắt
CHK71327,SRV63826,Toàn thân,Kiểm tra đi vệ sinh
CHK71328,SRV63826,Tim mạch,Kiểm tra mạch
CHK71329,SRV108720,Mắt,Kiểm tra phản xạ ánh sáng
CHK71330,SRV108720,Tim mạch,Kiểm tra mạch
CHK71331,SRV108720,Vùng bụng,Kiểm tra chướng bụng
CHK71332,SRV108720,Thân nhiệt,Theo dõi sốt
CHK71333,SRV108720,Vết mổ,Kiểm tra rỉ dịch
CHK71334,SRV108720,Chân,Kiểm tra sưng
CHK71335,SRV145889,Vùng bụng,Kiểm tra chướng bụng
CHK71336,SRV145889,Mắt,Kiểm tra phản xạ ánh sáng
CHK71337,SRV145889,Hô hấp,Kiểm tra tiếng thở
CHK71338,SRV145889,Toàn thân,Kiểm tra đi vệ sinh
CHK71339,SRV146264,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK71340,SRV146264,Mắt,Kiểm tra độ ẩm mắt
CHK71341,SRV146264,Thân nhiệt,Đo nhiệt độ cơ thể
CHK71342,SRV166384,Chân,Kiểm tra cử động
CHK71343,SRV166384,Tim mạch,Kiểm tra mạch
CHK71344,SRV166384,Toàn thân,Kiểm tra đi vệ sinh
CHK71345,SRV166384,Vết mổ,Vệ sinh vết mổ
CHK71346,SRV157861,Vết mổ,Kiểm tra rỉ dịch
CHK71347,SRV157861,Toàn thân,Kiểm tra ăn uống
CHK71348,SRV157861,Mắt,Kiểm tra phản xạ ánh sáng
