EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV61152,PET74759,2022-07-27 22:34:48,Liệt chi sau - không đứng được,Nhiễm trùng vết mổ sau phẫu thuật,2022-08-13
SRV65984,PET73357,2021-01-12 17:54:09,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2021-01-13
SRV63276,PET55162,2021-08-04 05:05:39,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2021-08-24
SRV190450,PET18353,2023-05-07 14:02:08,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-06-06
SRV61557,PET85435,2022-10-23 17:43:11,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2022-11-14
SRV121584,PET91656,2023-07-21 17:40:10,Lờ đờ - mất sinh lực,Nhiễm trùng vết mổ sau phẫu thuật,2023-08-11
SRV44213,PET58601,2022-02-08 12:42:12,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh nha chu giai đoạn cuối,2022-02-25
SRV118185,PET70289,2021-04-06 15:15:20,Mắt đỏ - phù nề - khó mở mắt,Bệnh đĩa đệm (bệnh IVDD),2021-05-05
SRV68600,PET59631,2024-09-26 06:16:34,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2024-10-17
SRV68429,PET12515,2021-07-18 23:52:20,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2021-07-31
SRV57878,PET09637,2021-04-30 16:07:33,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2021-05-21
SRV77382,PET86856,2021-11-05 00:28:19,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2021-11-17
SRV37344,PET69548,2022-06-23 00:22:57,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2022-06-29
SRV129614,PET07864,2023-10-03 10:18:50,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2023-10-09
SRV182812,PET67991,2022-09-18 06:54:50,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm mống mắt - cần chỉ định nhanh,2022-10-17
SRV145129,PET32915,2024-08-20 21:39:16,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2024-09-01
SRV71041,PET44820,2023-03-11 18:00:46,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2023-04-05
SRV98050,PET38894,2021-10-30 22:41:15,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2021-11-05
SRV66333,PET28539,2021-07-09 20:47:09,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2021-08-07
SRV136116,PET83045,2021-01-01 22:27:40,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2021-01-06
SRV13207,PET16022,2023-02-27 17:07:12,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2023-03-19
SRV25199,PET09333,2023-03-04 08:06:25,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2023-03-31
SRV57592,PET24825,2023-09-10 17:40:57,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm mống mắt - cần chỉ định nhanh,2023-09-12
SRV172926,PET104537,2022-12-24 07:05:13,Liệt chi sau - không đứng được,Suy thận cấp - cần xét nghiệm ngay,2022-12-25
SRV133921,PET59318,2022-07-16 20:43:28,Tê liệt mặt - miệng méo,Viêm tai ngoài do nấm Malassezia,2022-07-26
SRV173607,PET29933,2023-08-28 03:33:03,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2023-08-30
SRV33903,PET39808,2022-06-14 17:28:32,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2022-07-08
SRV63533,PET67576,2023-04-08 08:05:48,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2023-04-30
SRV94851,PET34205,2023-10-06 19:56:41,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2023-10-07
SRV181299,PET23997,2024-05-28 09:25:32,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2024-06-05
SRV186703,PET52024,2021-02-25 17:42:25,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2021-03-01
SRV19151,PET16656,2021-04-03 04:51:11,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2021-04-17
SRV164061,PET81657,2022-05-11 16:15:01,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-06-05
SRV68132,PET102045,2021-06-26 03:34:57,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2021-07-02
SRV26120,PET26896,2024-04-07 09:49:10,Chảy máu cam liên tục - nước tiểu đỏ,Suy thận cấp - cần xét nghiệm ngay,2024-05-01
SRV54264,PET118564,2024-06-19 00:35:48,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2024-07-08
SRV140967,PET77114,2022-10-03 06:20:36,Ho kéo dài - khó thở - chảy nước mũi,Xuất huyết nội bộ - cấp cứu,2022-10-28
SRV119538,PET91522,2024-04-09 12:00:48,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2024-04-19
SRV124660,PET71760,2024-02-07 11:38:13,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2024-02-24
SRV150480,PET04729,2024-11-06 20:48:51,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2024-11-13
SRV24229,PET05751,2024-05-22 06:40:21,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2024-06-02
SRV48822,PET23795,2023-02-25 14:06:42,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2023-03-22
SRV145249,PET112575,2023-04-20 12:05:46,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Chấn thương cột sống lưng thắt lưng,2023-05-02
SRV187537,PET73000,2023-04-01 15:50:58,Hôi miệng kinh khủng - nướu sưng tấy,Chấn thương cột sống lưng thắt lưng,2023-04-10
SRV138454,PET60508,2022-06-20 01:57:49,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2022-07-08
SRV118786,PET23920,2024-07-26 19:50:30,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2024-07-28
SRV17465,PET27794,2021-12-14 13:12:19,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2021-12-19
SRV196326,PET35267,2024-03-09 05:56:00,Ho kéo dài - khó thở - chảy nước mũi,Suy thận cấp - cần xét nghiệm ngay,2024-04-03
SRV95211,PET61221,2024-03-26 02:05:12,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2024-04-02
SRV76986,PET90613,2024-04-14 13:52:56,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Bệnh đĩa đệm (bệnh IVDD),2024-04-30
SRV62535,PET45290,2023-01-06 21:08:09,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2023-01-29
SRV9880,PET74834,2022-02-04 05:52:56,Tê liệt mặt - miệng méo,Chấn thương cột sống lưng thắt lưng,2022-02-25
SRV22644,PET30586,2023-11-21 19:20:50,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2023-11-22
SRV13130,PET11884,2024-10-30 20:17:13,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2024-11-20
SRV76734,PET81308,2023-11-30 16:37:18,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2023-12-12
SRV4143,PET79852,2024-08-03 03:57:19,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2024-08-18
SRV182530,PET02553,2023-05-18 14:18:04,Liệt chi sau - không đứng được,Viêm mống mắt - cần chỉ định nhanh,2023-06-13
SRV75727,PET72580,2023-11-29 09:42:38,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2023-12-22
SRV69710,PET105537,2024-02-18 13:24:09,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tai ngoài do nấm Malassezia,2024-02-23
SRV79337,PET13757,2021-07-13 03:42:44,Mắt đỏ - phù nề - khó mở mắt,Viêm tụy cấp (Pancreatitis),2021-08-10
SRV112902,PET85292,2022-10-26 06:47:43,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2022-11-08
SRV176564,PET103226,2021-05-23 12:18:17,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Xuất huyết nội bộ - cấp cứu,2021-06-13
SRV98509,PET31640,2023-04-16 17:56:56,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2023-04-17
SRV188621,PET40859,2023-05-19 17:30:37,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2023-05-21
SRV110064,PET102769,2022-06-24 17:53:29,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Nhiễm trùng vết mổ sau phẫu thuật,2022-07-10
SRV117222,PET30960,2021-12-07 18:26:38,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2022-01-03
SRV36244,PET78328,2024-05-22 21:29:32,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2024-06-19
SRV184079,PET83947,2023-08-04 02:24:31,Hôi miệng kinh khủng - nướu sưng tấy,Xuất huyết nội bộ - cấp cứu,2023-08-31
SRV134941,PET113434,2022-12-08 09:21:03,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2022-12-17
SRV182503,PET55346,2021-01-11 19:23:14,Ngứa dữ dội - chảy máu tai từ gãi,Tổn thương thần kinh ngoại biên,2021-02-01
SRV149076,PET112678,2022-12-31 22:18:24,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2023-01-12
SRV172417,PET112143,2022-06-21 20:06:48,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2022-07-16
SRV10732,PET96389,2021-08-10 12:12:44,Mắt đỏ - phù nề - khó mở mắt,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-08-25
SRV141760,PET113179,2022-01-15 10:38:59,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2022-01-23
SRV18212,PET02212,2023-10-12 10:19:10,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2023-10-17
SRV104264,PET39346,2022-03-25 19:27:39,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2022-04-06
SRV2325,PET84215,2022-09-12 16:44:04,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2022-09-19
SRV69488,PET76577,2021-10-25 22:38:38,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2021-11-04
SRV111993,PET105357,2022-01-01 10:55:18,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2022-01-09
SRV46042,PET23591,2021-05-24 04:17:56,Mắt đỏ - phù nề - khó mở mắt,Viêm dạ dày ruột cấp do vi khuẩn,2021-06-14
SRV36965,PET33381,2021-08-06 07:01:12,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2021-08-10
SRV142329,PET111894,2023-04-24 03:14:01,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2023-05-23
SRV56735,PET77175,2021-12-25 05:11:35,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2021-12-29
SRV135186,PET35729,2021-04-14 04:06:07,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-05-01
SRV84836,PET111216,2022-06-22 18:02:26,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2022-06-29
SRV110716,PET108036,2024-03-25 00:23:36,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2024-03-31
SRV129204,PET105625,2024-01-31 08:43:04,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2024-02-06
SRV53215,PET58792,2021-01-20 20:32:36,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tai ngoài do nấm Malassezia,2021-01-25
SRV56373,PET86311,2022-06-28 15:43:53,Mắt đỏ - phù nề - khó mở mắt,Thiếu máu do sốc mất máu hoặc ký sinh,2022-06-30
SRV195694,PET31721,2023-02-24 06:43:34,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2023-03-23
SRV114376,PET72028,2021-09-19 00:59:39,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh nha chu giai đoạn cuối,2021-10-05
SRV193530,PET71345,2022-12-10 05:25:36,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2022-12-20
SRV128780,PET75407,2022-03-18 04:28:37,Lờ đờ - mất sinh lực,Bệnh đĩa đệm (bệnh IVDD),2022-04-17
SRV34712,PET100827,2021-11-26 01:22:57,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2021-12-21
SRV77798,PET54584,2024-03-29 21:34:42,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2024-04-01
SRV165609,PET89042,2024-04-14 18:45:25,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2024-05-13
SRV83401,PET63232,2022-05-14 18:09:08,Ngứa dữ dội - chảy máu tai từ gãi,Xuất huyết nội bộ - cấp cứu,2022-06-03
SRV137700,PET85542,2021-03-09 14:06:42,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2021-03-22
SRV18791,PET117518,2022-03-30 07:19:05,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2022-04-22
SRV88862,PET114209,2023-02-01 19:54:16,Tê liệt mặt - miệng méo,Viêm dạ dày ruột cấp do vi khuẩn,2023-02-16
SRV150285,PET115860,2021-04-23 22:06:33,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2021-05-11
SRV13797,PET90614,2024-09-21 08:51:39,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-09-28
SRV184678,PET23847,2023-04-24 16:08:34,Liệt chi sau - không đứng được,Thiếu máu do sốc mất máu hoặc ký sinh,2023-05-11
SRV112986,PET63570,2024-11-23 11:52:00,Ho kéo dài - khó thở - chảy nước mũi,Viêm tai ngoài do nấm Malassezia,2024-12-05
SRV169358,PET106024,2021-03-19 14:34:12,Liệt chi sau - không đứng được,Viêm dạ dày ruột cấp do vi khuẩn,2021-04-09
SRV54882,PET119150,2023-12-16 17:38:32,Lờ đờ - mất sinh lực,Thiếu máu do sốc mất máu hoặc ký sinh,2023-12-24
SRV92567,PET100260,2023-05-26 23:38:10,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2023-05-30
SRV4505,PET26770,2023-01-01 12:29:06,Mắt đỏ - phù nề - khó mở mắt,Nhiễm trùng vết mổ sau phẫu thuật,2023-01-08
SRV11662,PET100178,2021-05-16 04:16:41,Mắt đỏ - phù nề - khó mở mắt,Viêm mống mắt - cần chỉ định nhanh,2021-05-31
SRV100841,PET00464,2022-07-18 21:13:21,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2022-07-25
SRV81594,PET102152,2023-04-03 08:12:50,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2023-04-23
SRV121861,PET67964,2023-09-13 09:15:00,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2023-09-14
SRV152205,PET80896,2022-07-02 14:14:42,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2022-07-29
SRV137253,PET04760,2023-11-15 12:48:57,Hôi miệng kinh khủng - nướu sưng tấy,Nhiễm trùng vết mổ sau phẫu thuật,2023-11-18
SRV97508,PET12619,2024-05-22 13:58:49,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2024-06-14
SRV11643,PET95331,2021-11-27 04:13:45,Tê liệt mặt - miệng méo,Tổn thương thần kinh ngoại biên,2021-12-10
SRV52551,PET84383,2023-02-28 11:19:37,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh đĩa đệm (bệnh IVDD),2023-03-14
SRV62708,PET90848,2022-10-20 17:36:57,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2022-11-18
SRV169430,PET52981,2024-10-11 15:16:31,Liệt chi sau - không đứng được,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-11-05
SRV186813,PET106354,2023-04-05 01:19:01,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Virus Parvovirus (parvo) - nguy hiểm,2023-04-06
SRV26032,PET27685,2024-02-24 21:14:57,Ho kéo dài - khó thở - chảy nước mũi,Nhiễm trùng vết mổ sau phẫu thuật,2024-03-08
SRV177745,PET37874,2024-01-20 18:05:51,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2024-02-14
SRV170185,PET114379,2022-12-31 23:24:43,Mắt đỏ - phù nề - khó mở mắt,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-01-01
SRV75701,PET67508,2022-12-17 01:24:16,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2022-12-24
SRV188749,PET117778,2021-02-17 09:30:14,Tê liệt mặt - miệng méo,Viêm tụy cấp (Pancreatitis),2021-03-03
SRV105082,PET45064,2024-09-22 06:44:22,Tê liệt mặt - miệng méo,Virus Parvovirus (parvo) - nguy hiểm,2024-10-04
SRV147372,PET39248,2023-05-12 13:01:12,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tai ngoài do nấm Malassezia,2023-06-05
SRV41322,PET20515,2024-12-23 19:28:38,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2025-01-06
SRV39628,PET100080,2022-11-27 12:50:00,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2022-12-06
SRV145397,PET72185,2021-11-23 02:42:42,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2021-12-08
SRV196723,PET73701,2021-09-07 22:11:04,Mắt đỏ - phù nề - khó mở mắt,Chấn thương cột sống lưng thắt lưng,2021-09-15
SRV120761,PET35382,2023-08-31 23:28:25,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-09-08
SRV68573,PET82389,2023-08-02 16:50:56,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2023-08-25
SRV102187,PET103349,2022-12-07 22:03:34,Ngứa dữ dội - chảy máu tai từ gãi,Xuất huyết nội bộ - cấp cứu,2022-12-10
SRV173055,PET31142,2021-08-19 17:58:20,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tụy cấp (Pancreatitis),2021-09-09
SRV162408,PET14937,2022-04-01 18:44:40,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2022-04-10
SRV197585,PET109919,2023-04-19 13:30:06,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2023-05-12
SRV111681,PET60959,2024-02-01 19:53:50,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh đĩa đệm (bệnh IVDD),2024-02-09
SRV137505,PET117173,2024-07-08 03:33:09,Ho kéo dài - khó thở - chảy nước mũi,Bệnh nha chu giai đoạn cuối,2024-08-03
SRV80786,PET112308,2023-05-24 21:05:30,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2023-06-10
SRV153696,PET00493,2023-02-10 07:40:21,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2023-03-05
SRV160217,PET69533,2024-03-15 04:08:03,Tê liệt mặt - miệng méo,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-04-04
SRV89993,PET52016,2023-10-07 09:39:34,Tê liệt mặt - miệng méo,Bệnh nha chu giai đoạn cuối,2023-10-14
SRV197587,PET64427,2022-08-20 23:18:39,Hôi miệng kinh khủng - nướu sưng tấy,Thiếu máu do sốc mất máu hoặc ký sinh,2022-08-27
SRV116868,PET14378,2024-03-15 10:35:23,Ngứa dữ dội - chảy máu tai từ gãi,Suy thận cấp - cần xét nghiệm ngay,2024-03-17
SRV53957,PET03174,2021-02-01 03:23:59,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2021-02-26
SRV189148,PET20383,2022-04-26 16:38:06,Ngứa dữ dội - chảy máu tai từ gãi,Bệnh nha chu giai đoạn cuối,2022-05-04
SRV136958,PET77889,2021-09-28 02:31:56,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2021-10-27
SRV49124,PET29427,2022-03-05 07:56:15,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2022-03-28
SRV120357,PET18828,2024-09-16 11:13:50,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm tai ngoài do nấm Malassezia,2024-09-22
SRV29443,PET52165,2021-05-10 13:20:35,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Chấn thương cột sống lưng thắt lưng,2021-05-24
SRV86322,PET80118,2022-12-04 19:36:50,Ngứa dữ dội - chảy máu tai từ gãi,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-25
SRV40271,PET50956,2022-09-16 22:39:14,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2022-09-30
SRV156246,PET94464,2022-01-27 18:15:43,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2022-02-22
SRV87437,PET07731,2022-10-14 17:24:34,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tụy cấp (Pancreatitis),2022-11-06
SRV75996,PET59368,2022-04-07 14:12:40,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2022-04-17
SRV27989,PET28970,2022-07-23 23:41:38,Hôi miệng kinh khủng - nướu sưng tấy,Virus Parvovirus (parvo) - nguy hiểm,2022-08-07
SRV98940,PET95380,2024-10-20 10:54:25,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2024-10-22
SRV25644,PET43166,2021-12-10 06:25:10,Tê liệt mặt - miệng méo,Virus Parvovirus (parvo) - nguy hiểm,2021-12-15
SRV101033,PET110410,2024-05-21 08:27:49,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Thiếu máu do sốc mất máu hoặc ký sinh,2024-05-25
SRV164899,PET22453,2023-03-02 16:05:34,Chảy máu cam liên tục - nước tiểu đỏ,Chấn thương cột sống lưng thắt lưng,2023-03-24
SRV41894,PET39333,2024-07-07 18:08:57,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2024-07-28
SRV197158,PET06346,2022-07-19 09:56:14,Mắt đỏ - phù nề - khó mở mắt,Xuất huyết nội bộ - cấp cứu,2022-08-10
SRV138728,PET61532,2021-10-27 02:35:58,Liệt chi sau - không đứng được,Viêm tai ngoài do nấm Malassezia,2021-10-29
SRV33520,PET47929,2024-09-16 12:11:43,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2024-10-13
SRV10584,PET71895,2022-06-20 14:53:21,Liệt chi sau - không đứng được,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-07-16
SRV147814,PET92172,2024-03-09 20:21:47,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2024-03-29
SRV99362,PET92494,2021-03-15 03:13:09,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2021-04-01
SRV28688,PET86880,2021-08-01 11:09:38,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm đường hô hấp cấp tính,2021-08-15
SRV26620,PET106578,2024-12-11 03:57:22,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm mống mắt - cần chỉ định nhanh,2024-12-14
SRV195607,PET20551,2024-10-31 16:09:01,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2024-11-23
SRV20356,PET18902,2022-02-01 07:42:44,Hôi miệng kinh khủng - nướu sưng tấy,Bệnh đĩa đệm (bệnh IVDD),2022-02-08
SRV127878,PET33699,2024-04-02 19:33:13,Bụng căng như quả bóng - đau nhiều,Viêm tai ngoài do nấm Malassezia,2024-04-23
SRV119798,PET61924,2022-08-25 13:33:17,Ngứa dữ dội - chảy máu tai từ gãi,Xuất huyết nội bộ - cấp cứu,2022-08-29
SRV86041,PET34390,2022-07-17 09:19:42,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2022-08-01
SRV116790,PET02845,2022-04-28 04:03:40,Tê liệt mặt - miệng méo,Bệnh đĩa đệm (bệnh IVDD),2022-05-02
SRV136495,PET44955,2024-06-03 10:41:51,Ho kéo dài - khó thở - chảy nước mũi,Viêm đường hô hấp cấp tính,2024-07-01
SRV38193,PET113312,2023-11-23 02:13:57,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2023-12-15
SRV167328,PET48675,2024-06-28 15:50:34,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2024-07-14
SRV193368,PET44141,2024-09-30 22:25:15,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2024-10-29
SRV11107,PET15404,2023-12-15 23:13:21,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2024-01-02
SRV157083,PET06156,2024-09-19 05:24:49,Hôi miệng kinh khủng - nướu sưng tấy,Viêm đường hô hấp cấp tính,2024-10-11
SRV85397,PET52986,2022-10-05 20:42:20,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2022-11-04
SRV161425,PET93036,2021-03-15 22:06:25,Liệt chi sau - không đứng được,Chấn thương cột sống lưng thắt lưng,2021-04-13
SRV40084,PET101132,2021-10-05 01:05:46,Ho kéo dài - khó thở - chảy nước mũi,Viêm dạ dày ruột cấp do vi khuẩn,2021-10-11
SRV22461,PET41900,2023-11-14 09:18:28,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2023-11-16
SRV58755,PET109158,2024-03-13 17:16:16,Chảy máu cam liên tục - nước tiểu đỏ,Viêm đường hô hấp cấp tính,2024-03-21
