ServiceID,ServiceName,ServiceDescription,DID
SRV178142,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0081
SRV178143,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0104
SRV178144,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0113
SRV178145,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0072
SRV178146,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0008
SRV178147,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0071
SRV178148,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0022
SRV178149,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0068
SRV178150,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0034
SRV178151,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0004
SRV178152,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0063
SRV178153,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0106
SRV178154,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0057
SRV178155,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0084
SRV178156,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0051
SRV178157,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0041
SRV178158,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0058
SRV178159,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0041
SRV178160,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0088
SRV178161,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0050
SRV178162,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0098
SRV178163,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0087
SRV178164,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0078
SRV178165,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0117
SRV178166,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0086
SRV178167,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0066
SRV178168,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0093
SRV178169,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0020
SRV178170,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0108
SRV178171,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0077
SRV178172,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0040
SRV178173,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0014
SRV178174,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0026
SRV178175,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0020
SRV178176,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0002
SRV178177,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0035
SRV178178,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0075
SRV178179,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV178180,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0040
SRV178181,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0061
SRV178182,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0096
SRV178183,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0083
SRV178184,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0023
SRV178185,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0020
SRV178186,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0012
SRV178187,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0081
SRV178188,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0088
SRV178189,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0003
SRV178190,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0051
SRV178191,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0032
SRV178192,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0034
SRV178193,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0006
SRV178194,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0066
SRV178195,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0068
SRV178196,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0001
SRV178197,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0092
SRV178198,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0014
SRV178199,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0066
SRV178200,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0049
SRV178201,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0010
SRV178202,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0045
SRV178203,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0057
SRV178204,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0070
SRV178205,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0059
SRV178206,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0011
SRV178207,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0002
SRV178208,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0017
SRV178209,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0012
SRV178210,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0063
SRV178211,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0078
SRV178212,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0015
SRV178213,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0077
SRV178214,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0005
SRV178215,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0089
SRV178216,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0011
SRV178217,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0097
SRV178218,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV178219,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0111
SRV178220,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0113
SRV178221,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0037
SRV178222,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0067
SRV178223,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0111
SRV178224,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0066
SRV178225,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0098
SRV178226,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0044
SRV178227,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0112
SRV178228,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0003
SRV178229,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0117
SRV178230,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0022
SRV178231,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0103
SRV178232,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0008
SRV178233,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0063
SRV178234,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0080
SRV178235,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0071
SRV178236,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0069
SRV178237,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV178238,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0104
SRV178239,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0073
SRV178240,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0118
SRV178241,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0116
SRV178242,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0005
SRV178243,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0075
SRV178244,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0035
SRV178245,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0106
SRV178246,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0111
SRV178247,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0081
SRV178248,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0082
SRV178249,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0054
SRV178250,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0008
SRV178251,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV178252,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0048
SRV178253,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0043
SRV178254,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0097
SRV178255,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0082
SRV178256,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0036
SRV178257,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0102
SRV178258,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0073
SRV178259,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0051
SRV178260,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0093
SRV178261,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0099
SRV178262,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0093
SRV178263,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0089
SRV178264,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0008
SRV178265,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0113
SRV178266,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0117
SRV178267,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0041
SRV178268,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0020
SRV178269,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0087
SRV178270,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0067
SRV178271,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0119
SRV178272,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0036
SRV178273,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0119
SRV178274,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0014
SRV178275,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0069
SRV178276,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0057
SRV178277,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0038
SRV178278,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0076
SRV178279,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0089
SRV178280,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0031
SRV178281,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV178282,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0062
SRV178283,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0030
SRV178284,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0101
SRV178285,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0116
SRV178286,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0004
SRV178287,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0032
SRV178288,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0044
SRV178289,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0007
SRV178290,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0073
SRV178291,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0064
SRV178292,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0001
SRV178293,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0059
SRV178294,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0115
SRV178295,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0037
SRV178296,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0046
SRV178297,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0031
SRV178298,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0065
SRV178299,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0017
SRV178300,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0055
SRV178301,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0034
SRV178302,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0091
SRV178303,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0088
SRV178304,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0054
SRV178305,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0113
SRV178306,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0074
SRV178307,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0063
SRV178308,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0112
SRV178309,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0075
SRV178310,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0030
SRV178311,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0080
SRV178312,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0047
SRV178313,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0031
SRV178314,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0006
SRV178315,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0119
SRV178316,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0073
SRV178317,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0067
SRV178318,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV178319,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0097
SRV178320,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0108
SRV178321,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0007
SRV178322,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0054
SRV178323,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0114
SRV178324,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0108
SRV178325,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0017
SRV178326,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0089
SRV178327,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0106
SRV178328,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0045
SRV178329,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0070
SRV178330,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0041
SRV178331,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0111
SRV178332,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0062
SRV178333,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0038
SRV178334,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0084
SRV178335,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0038
SRV178336,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0016
SRV178337,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0031
SRV178338,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0093
SRV178339,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0088
SRV178340,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0097
SRV178341,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0086
SRV178342,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0113
SRV178343,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0013
SRV178344,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0021
SRV178345,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0077
SRV178346,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0104
SRV178347,Khám da liễu thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0098
SRV178348,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0054
SRV178349,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0118
SRV178350,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0014
SRV178351,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0100
SRV178352,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0105
SRV178353,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0006
SRV178354,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0093
SRV178355,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0051
SRV178356,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0058
SRV178357,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0025
SRV178358,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0004
SRV178359,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0052
SRV178360,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0059
SRV178361,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0071
SRV178362,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0031
SRV178363,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0060
SRV178364,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0093
SRV178365,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0012
SRV178366,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0086
SRV178367,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0005
SRV178368,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0102
SRV178369,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0052
SRV178370,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0045
SRV178371,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0015
SRV178372,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0108
SRV178373,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0063
SRV178374,Siêu âm chẩn đoán,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0034
SRV178375,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0112
SRV178376,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0085
SRV178377,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0032
SRV178378,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0052
SRV178379,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0016
SRV178380,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0104
SRV178381,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0038
SRV178382,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0107
SRV178383,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0040
SRV178384,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0112
SRV178385,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0105
SRV178386,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0060
SRV178387,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0055
SRV178388,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0016
SRV178389,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0097
SRV178390,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0070
SRV178391,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0080
SRV178392,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0034
SRV178393,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0062
SRV178394,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0005
SRV178395,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0110
SRV178396,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0077
SRV178397,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0054
SRV178398,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0090
SRV178399,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0048
SRV178400,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0009
SRV178401,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0057
SRV178402,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0035
SRV178403,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0109
