SurgeryID,PetID,PrescriptionID,SurgeryStatus,SurgeryType,AnesthesiaType,SurgeryDate,DiagnosisNote
SRV147832,PET105929,PRSC036403,Đang theo dõi,Mổ u,Gây tê,2022-02-20 08:35:07,Phẫu thuật theo chỉ định bác sĩ
SRV161451,PET67715,PRSC066652,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-12-31 08:41:08,Phẫu thuật theo chỉ định bác sĩ
SRV120095,PET91202,PRSC005420,Đã thực hiện,Nội soi,Gây tê,2023-06-29 07:50:50,Phẫu thuật theo chỉ định bác sĩ
SRV113756,PET61353,PRSC076950,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-07-15 00:17:13,Phẫu thuật theo chỉ định bác sĩ
SRV110712,PET113752,PRSC061084,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-08-17 12:56:53,Phẫu thuật theo chỉ định bác sĩ
SRV130706,PET33436,PRSC033986,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-07-06 17:48:05,Phẫu thuật theo chỉ định bác sĩ
SRV169318,PET72359,PRSC077147,Đang theo dõi,Nội soi,Gây tê,2024-07-31 10:56:26,Phẫu thuật theo chỉ định bác sĩ
SRV57454,PET92428,PRSC050081,Đã thực hiện,Thiến,Gây mê toàn thân,2021-04-14 13:23:47,Phẫu thuật theo chỉ định bác sĩ
SRV85500,PET64881,PRSC031222,Đang theo dõi,Mổ u,Gây tê,2024-04-30 21:24:39,Phẫu thuật theo chỉ định bác sĩ
SRV186314,PET86685,PRSC075520,Đang theo dõi,Thiến,Gây tê,2024-04-16 13:26:25,Phẫu thuật theo chỉ định bác sĩ
SRV167443,PET97125,PRSC034516,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-11-13 12:18:08,Phẫu thuật theo chỉ định bác sĩ
SRV12538,PET108477,PRSC031337,Đã thực hiện,Mổ u,Gây tê,2024-04-01 07:12:56,Phẫu thuật theo chỉ định bác sĩ
SRV70780,PET65723,PRSC057191,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-05-04 21:27:22,Phẫu thuật theo chỉ định bác sĩ
SRV6599,PET71556,PRSC064477,Đang theo dõi,Mổ u,Gây tê,2024-02-26 08:25:00,Phẫu thuật theo chỉ định bác sĩ
SRV145732,PET43766,PRSC017693,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-09-11 22:24:00,Phẫu thuật theo chỉ định bác sĩ
SRV51050,PET36994,PRSC057962,Đã thực hiện,Thiến,Gây mê toàn thân,2024-08-03 13:08:05,Phẫu thuật theo chỉ định bác sĩ
SRV166838,PET80027,PRSC027121,Đang theo dõi,Mổ bụng,Gây tê,2024-03-31 20:34:24,Phẫu thuật theo chỉ định bác sĩ
SRV187920,PET97399,PRSC063223,Đã thực hiện,Mổ u,Gây tê,2023-09-14 18:46:02,Phẫu thuật theo chỉ định bác sĩ
SRV24396,PET32332,PRSC050541,Đã thực hiện,Mổ bụng,Gây tê,2022-12-09 13:41:12,Phẫu thuật theo chỉ định bác sĩ
SRV75199,PET98428,PRSC058815,Đang theo dõi,Thiến,Gây mê toàn thân,2021-05-06 07:18:58,Phẫu thuật theo chỉ định bác sĩ
SRV197951,PET60669,PRSC056083,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-06-18 12:43:42,Phẫu thuật theo chỉ định bác sĩ
SRV46721,PET64732,PRSC002382,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-03-30 20:48:15,Phẫu thuật theo chỉ định bác sĩ
SRV38548,PET16418,PRSC026544,Đã thực hiện,Nội soi,Gây tê,2021-11-14 20:53:35,Phẫu thuật theo chỉ định bác sĩ
SRV37159,PET65786,PRSC057947,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-07-13 07:19:11,Phẫu thuật theo chỉ định bác sĩ
SRV97141,PET19130,PRSC036491,Đã thực hiện,Nội soi,Gây tê,2023-10-16 23:58:11,Phẫu thuật theo chỉ định bác sĩ
SRV194250,PET14242,PRSC010490,Đã thực hiện,Mổ bụng,Gây tê,2021-11-18 03:33:59,Phẫu thuật theo chỉ định bác sĩ
SRV147377,PET69022,PRSC012974,Đã thực hiện,Mổ bụng,Gây tê,2022-06-04 00:00:07,Phẫu thuật theo chỉ định bác sĩ
SRV27190,PET74360,PRSC041234,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-05-05 08:41:07,Phẫu thuật theo chỉ định bác sĩ
SRV38281,PET79682,PRSC068896,Đang theo dõi,Mổ bụng,Gây tê,2023-02-13 05:09:38,Phẫu thuật theo chỉ định bác sĩ
SRV10906,PET56710,PRSC072448,Đã thực hiện,Mổ u,Gây tê,2022-10-04 02:22:47,Phẫu thuật theo chỉ định bác sĩ
SRV128105,PET18827,PRSC061303,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-02-25 10:27:03,Phẫu thuật theo chỉ định bác sĩ
SRV177703,PET99288,PRSC031894,Đã thực hiện,Nội soi,Gây tê,2021-03-03 14:33:07,Phẫu thuật theo chỉ định bác sĩ
SRV128963,PET82653,PRSC002769,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-06-13 19:29:46,Phẫu thuật theo chỉ định bác sĩ
SRV139754,PET79130,PRSC043955,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-08-03 05:43:02,Phẫu thuật theo chỉ định bác sĩ
SRV168212,PET25124,PRSC072196,Đang theo dõi,Mổ bụng,Gây tê,2021-10-01 09:17:07,Phẫu thuật theo chỉ định bác sĩ
SRV135909,PET12392,PRSC059549,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-07-05 16:52:30,Phẫu thuật theo chỉ định bác sĩ
SRV179538,PET23807,PRSC031328,Đã thực hiện,Thiến,Gây tê,2022-04-04 23:14:03,Phẫu thuật theo chỉ định bác sĩ
SRV132907,PET27103,PRSC028886,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-07-06 00:15:12,Phẫu thuật theo chỉ định bác sĩ
SRV111025,PET66220,PRSC066938,Đã thực hiện,Thiến,Gây mê toàn thân,2023-06-01 08:41:49,Phẫu thuật theo chỉ định bác sĩ
SRV70723,PET03836,PRSC042947,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-10-11 23:33:32,Phẫu thuật theo chỉ định bác sĩ
SRV93781,PET10777,PRSC075605,Đã thực hiện,Mổ bụng,Gây tê,2021-12-19 20:43:23,Phẫu thuật theo chỉ định bác sĩ
SRV88669,PET97457,PRSC041274,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-09-05 05:49:36,Phẫu thuật theo chỉ định bác sĩ
SRV8348,PET79550,PRSC030349,Đang theo dõi,Thiến,Gây mê toàn thân,2021-10-10 13:59:56,Phẫu thuật theo chỉ định bác sĩ
SRV185515,PET70333,PRSC032267,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-08-24 02:21:58,Phẫu thuật theo chỉ định bác sĩ
SRV149545,PET110657,PRSC058727,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-10-19 00:43:26,Phẫu thuật theo chỉ định bác sĩ
SRV104424,PET98729,PRSC026189,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-07-17 07:53:07,Phẫu thuật theo chỉ định bác sĩ
SRV65308,PET86671,PRSC030796,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-01-16 17:26:40,Phẫu thuật theo chỉ định bác sĩ
SRV77834,PET72484,PRSC069662,Đang theo dõi,Mổ bụng,Gây tê,2023-03-02 09:30:58,Phẫu thuật theo chỉ định bác sĩ
SRV131114,PET84562,PRSC024180,Đang theo dõi,Thiến,Gây mê toàn thân,2024-03-17 10:06:27,Phẫu thuật theo chỉ định bác sĩ
SRV84846,PET87432,PRSC017637,Đang theo dõi,Mổ u,Gây tê,2021-02-14 23:26:53,Phẫu thuật theo chỉ định bác sĩ
SRV62573,PET91825,PRSC010275,Đã thực hiện,Mổ bụng,Gây tê,2022-04-18 02:58:05,Phẫu thuật theo chỉ định bác sĩ
SRV80692,PET98623,PRSC029944,Đã thực hiện,Nội soi,Gây tê,2022-05-28 05:21:59,Phẫu thuật theo chỉ định bác sĩ
SRV114098,PET15776,PRSC057520,Đang theo dõi,Mổ u,Gây tê,2021-08-10 12:12:40,Phẫu thuật theo chỉ định bác sĩ
SRV180936,PET06189,PRSC010672,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-03-23 19:09:52,Phẫu thuật theo chỉ định bác sĩ
SRV21233,PET02049,PRSC054151,Đang theo dõi,Mổ bụng,Gây tê,2024-09-03 03:33:49,Phẫu thuật theo chỉ định bác sĩ
SRV189758,PET69310,PRSC005271,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2024-08-20 07:21:17,Phẫu thuật theo chỉ định bác sĩ
SRV23527,PET51072,PRSC043205,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-01-03 12:31:05,Phẫu thuật theo chỉ định bác sĩ
SRV140787,PET74138,PRSC006707,Đang theo dõi,Thiến,Gây tê,2023-08-24 06:07:19,Phẫu thuật theo chỉ định bác sĩ
SRV177759,PET04008,PRSC079175,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-01-23 02:47:42,Phẫu thuật theo chỉ định bác sĩ
SRV103989,PET14325,PRSC017932,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-01-24 18:24:36,Phẫu thuật theo chỉ định bác sĩ
SRV183645,PET72996,PRSC026594,Đã thực hiện,Mổ bụng,Gây tê,2023-10-04 05:45:56,Phẫu thuật theo chỉ định bác sĩ
SRV100833,PET73917,PRSC046807,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-02-28 14:53:53,Phẫu thuật theo chỉ định bác sĩ
SRV134840,PET70161,PRSC044537,Đang theo dõi,Thiến,Gây tê,2024-03-24 06:20:20,Phẫu thuật theo chỉ định bác sĩ
SRV94361,PET06734,PRSC058707,Đã thực hiện,Nội soi,Gây tê,2022-09-15 18:10:51,Phẫu thuật theo chỉ định bác sĩ
SRV181875,PET05999,PRSC061504,Đang theo dõi,Mổ u,Gây tê,2021-06-11 04:45:45,Phẫu thuật theo chỉ định bác sĩ
SRV71310,PET76734,PRSC063295,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-08-23 06:40:00,Phẫu thuật theo chỉ định bác sĩ
SRV92949,PET81805,PRSC047157,Đang theo dõi,Mổ u,Gây tê,2023-11-02 20:17:31,Phẫu thuật theo chỉ định bác sĩ
SRV31163,PET110428,PRSC017906,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-05-20 10:51:01,Phẫu thuật theo chỉ định bác sĩ
SRV167394,PET104956,PRSC029601,Đang theo dõi,Thiến,Gây tê,2022-11-26 21:28:42,Phẫu thuật theo chỉ định bác sĩ
SRV80203,PET84760,PRSC005666,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-03-16 21:13:00,Phẫu thuật theo chỉ định bác sĩ
SRV177153,PET14464,PRSC031045,Đã thực hiện,Nội soi,Gây tê,2024-04-02 20:16:07,Phẫu thuật theo chỉ định bác sĩ
SRV144033,PET56285,PRSC060474,Đã thực hiện,Mổ bụng,Gây tê,2024-01-31 16:27:18,Phẫu thuật theo chỉ định bác sĩ
SRV100914,PET102435,PRSC020684,Đã thực hiện,Nội soi,Gây tê,2021-09-01 03:50:43,Phẫu thuật theo chỉ định bác sĩ
SRV92877,PET71510,PRSC035502,Đang theo dõi,Mổ u,Gây tê,2024-03-23 16:32:15,Phẫu thuật theo chỉ định bác sĩ
SRV183962,PET07300,PRSC003092,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-02-23 14:49:26,Phẫu thuật theo chỉ định bác sĩ
SRV68558,PET39671,PRSC004810,Đã thực hiện,Mổ bụng,Gây tê,2023-12-04 11:17:03,Phẫu thuật theo chỉ định bác sĩ
SRV199607,PET65764,PRSC041502,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-06-02 08:07:34,Phẫu thuật theo chỉ định bác sĩ
SRV179022,PET22715,PRSC049067,Đang theo dõi,Mổ u,Gây tê,2024-02-22 09:27:04,Phẫu thuật theo chỉ định bác sĩ
SRV169432,PET48323,PRSC026125,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-02-13 05:04:15,Phẫu thuật theo chỉ định bác sĩ
SRV179002,PET78469,PRSC001304,Đã thực hiện,Thiến,Gây mê toàn thân,2023-01-05 05:05:39,Phẫu thuật theo chỉ định bác sĩ
SRV91899,PET71168,PRSC040489,Đã thực hiện,Mổ bụng,Gây tê,2024-09-09 01:16:23,Phẫu thuật theo chỉ định bác sĩ
SRV144398,PET87337,PRSC005466,Đang theo dõi,Thiến,Gây mê toàn thân,2024-09-16 20:33:37,Phẫu thuật theo chỉ định bác sĩ
SRV95740,PET96309,PRSC069732,Đang theo dõi,Thiến,Gây mê toàn thân,2021-12-23 03:00:47,Phẫu thuật theo chỉ định bác sĩ
SRV156995,PET34929,PRSC001753,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-06-18 09:52:03,Phẫu thuật theo chỉ định bác sĩ
SRV90924,PET99956,PRSC018330,Đã thực hiện,Mổ bụng,Gây tê,2021-10-15 05:09:40,Phẫu thuật theo chỉ định bác sĩ
SRV31932,PET118898,PRSC064074,Đang theo dõi,Thiến,Gây tê,2022-09-15 12:01:08,Phẫu thuật theo chỉ định bác sĩ
SRV71748,PET101897,PRSC077317,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-06-30 23:19:48,Phẫu thuật theo chỉ định bác sĩ
SRV90959,PET23309,PRSC069473,Đã thực hiện,Thiến,Gây mê toàn thân,2024-01-29 03:27:48,Phẫu thuật theo chỉ định bác sĩ
SRV84541,PET08427,PRSC055312,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-05-17 06:25:19,Phẫu thuật theo chỉ định bác sĩ
SRV83671,PET34985,PRSC068698,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-11-26 07:05:27,Phẫu thuật theo chỉ định bác sĩ
SRV27341,PET114886,PRSC047633,Đã thực hiện,Nội soi,Gây tê,2023-05-13 03:37:02,Phẫu thuật theo chỉ định bác sĩ
SRV194745,PET39231,PRSC071719,Đã thực hiện,Mổ u,Gây tê,2024-11-11 19:11:59,Phẫu thuật theo chỉ định bác sĩ
SRV185306,PET117844,PRSC059527,Đã thực hiện,Mổ bụng,Gây tê,2024-10-19 14:59:51,Phẫu thuật theo chỉ định bác sĩ
SRV96642,PET52101,PRSC037418,Đã thực hiện,Mổ u,Gây tê,2022-08-09 11:52:19,Phẫu thuật theo chỉ định bác sĩ
SRV178006,PET30362,PRSC028658,Đã thực hiện,Thiến,Gây tê,2022-07-10 01:15:49,Phẫu thuật theo chỉ định bác sĩ
SRV199978,PET66385,PRSC013199,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-07-13 05:04:43,Phẫu thuật theo chỉ định bác sĩ
SRV186457,PET46137,PRSC067104,Đã thực hiện,Nội soi,Gây tê,2024-03-12 17:24:46,Phẫu thuật theo chỉ định bác sĩ
SRV153420,PET74420,PRSC042132,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-04-10 18:59:17,Phẫu thuật theo chỉ định bác sĩ
SRV32632,PET62374,PRSC005852,Đã thực hiện,Mổ bụng,Gây tê,2021-12-08 10:27:56,Phẫu thuật theo chỉ định bác sĩ
SRV111732,PET83982,PRSC059377,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-09-02 00:36:44,Phẫu thuật theo chỉ định bác sĩ
SRV22151,PET116887,PRSC034745,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-04-09 01:16:31,Phẫu thuật theo chỉ định bác sĩ
SRV185955,PET108848,PRSC024769,Đã thực hiện,Nội soi,Gây tê,2024-10-28 11:49:28,Phẫu thuật theo chỉ định bác sĩ
SRV5441,PET38291,PRSC015601,Đang theo dõi,Nội soi,Gây tê,2022-07-31 11:54:42,Phẫu thuật theo chỉ định bác sĩ
SRV77921,PET30054,PRSC050279,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-05-25 05:08:58,Phẫu thuật theo chỉ định bác sĩ
SRV81275,PET17139,PRSC006935,Đang theo dõi,Mổ bụng,Gây tê,2021-01-21 08:46:08,Phẫu thuật theo chỉ định bác sĩ
SRV41917,PET90867,PRSC009550,Đã thực hiện,Nội soi,Gây tê,2023-06-03 08:36:37,Phẫu thuật theo chỉ định bác sĩ
SRV99993,PET70556,PRSC050956,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-12-25 16:50:00,Phẫu thuật theo chỉ định bác sĩ
SRV189035,PET37595,PRSC050946,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-09-08 01:46:19,Phẫu thuật theo chỉ định bác sĩ
SRV28239,PET04901,PRSC068772,Đang theo dõi,Nội soi,Gây tê,2022-05-03 16:27:12,Phẫu thuật theo chỉ định bác sĩ
SRV114980,PET88998,PRSC068174,Đã thực hiện,Mổ bụng,Gây tê,2024-01-28 03:53:52,Phẫu thuật theo chỉ định bác sĩ
SRV2488,PET106763,PRSC006829,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-03-31 08:08:00,Phẫu thuật theo chỉ định bác sĩ
SRV108802,PET103109,PRSC005465,Đã thực hiện,Thiến,Gây mê toàn thân,2023-02-13 22:41:19,Phẫu thuật theo chỉ định bác sĩ
SRV158235,PET91274,PRSC044943,Đã thực hiện,Thiến,Gây tê,2022-06-26 11:10:44,Phẫu thuật theo chỉ định bác sĩ
SRV186668,PET105778,PRSC020170,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-01-06 20:41:48,Phẫu thuật theo chỉ định bác sĩ
SRV127153,PET01767,PRSC053682,Đã thực hiện,Mổ bụng,Gây tê,2022-06-16 10:32:36,Phẫu thuật theo chỉ định bác sĩ
SRV126692,PET09489,PRSC019580,Đã thực hiện,Thiến,Gây mê toàn thân,2022-09-23 07:24:38,Phẫu thuật theo chỉ định bác sĩ
SRV125031,PET75448,PRSC067266,Đã thực hiện,Mổ bụng,Gây tê,2022-11-14 10:45:15,Phẫu thuật theo chỉ định bác sĩ
SRV53680,PET15959,PRSC006520,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-01-22 08:10:26,Phẫu thuật theo chỉ định bác sĩ
SRV41494,PET33352,PRSC064046,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-12-24 15:31:46,Phẫu thuật theo chỉ định bác sĩ
SRV42719,PET38463,PRSC060295,Đã thực hiện,Nội soi,Gây mê toàn thân,2021-05-19 00:32:31,Phẫu thuật theo chỉ định bác sĩ
SRV8596,PET30481,PRSC027799,Đang theo dõi,Thiến,Gây mê toàn thân,2023-03-18 20:16:03,Phẫu thuật theo chỉ định bác sĩ
SRV158342,PET32812,PRSC063583,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-09-24 07:17:03,Phẫu thuật theo chỉ định bác sĩ
SRV63658,PET78381,PRSC051557,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-02-13 02:40:09,Phẫu thuật theo chỉ định bác sĩ
SRV104541,PET19306,PRSC077131,Đang theo dõi,Thiến,Gây tê,2024-09-13 16:25:29,Phẫu thuật theo chỉ định bác sĩ
SRV145024,PET53451,PRSC059351,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-01-01 17:12:29,Phẫu thuật theo chỉ định bác sĩ
SRV188433,PET19312,PRSC029079,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-09-12 18:53:05,Phẫu thuật theo chỉ định bác sĩ
SRV145762,PET104291,PRSC022165,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-12-01 16:26:01,Phẫu thuật theo chỉ định bác sĩ
SRV154707,PET80974,PRSC079879,Đang theo dõi,Mổ bụng,Gây tê,2022-10-12 09:46:53,Phẫu thuật theo chỉ định bác sĩ
SRV83502,PET21549,PRSC071734,Đang theo dõi,Thiến,Gây tê,2023-07-22 03:38:21,Phẫu thuật theo chỉ định bác sĩ
SRV147962,PET92924,PRSC034452,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-03-06 18:35:30,Phẫu thuật theo chỉ định bác sĩ
SRV38891,PET118782,PRSC061977,Đang theo dõi,Mổ bụng,Gây tê,2021-09-09 17:52:35,Phẫu thuật theo chỉ định bác sĩ
SRV188743,PET91196,PRSC037848,Đã thực hiện,Nội soi,Gây tê,2022-09-06 21:40:43,Phẫu thuật theo chỉ định bác sĩ
SRV26864,PET39200,PRSC025016,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-03-06 16:25:53,Phẫu thuật theo chỉ định bác sĩ
SRV91360,PET113896,PRSC003109,Đã thực hiện,Nội soi,Gây tê,2021-08-03 10:46:39,Phẫu thuật theo chỉ định bác sĩ
SRV57347,PET89122,PRSC032621,Đã thực hiện,Thiến,Gây tê,2023-04-05 06:55:43,Phẫu thuật theo chỉ định bác sĩ
SRV4221,PET117042,PRSC022864,Đang theo dõi,Thiến,Gây mê toàn thân,2023-06-24 09:02:00,Phẫu thuật theo chỉ định bác sĩ
SRV80123,PET51636,PRSC004358,Đã thực hiện,Nội soi,Gây tê,2022-08-21 04:09:26,Phẫu thuật theo chỉ định bác sĩ
SRV28518,PET85590,PRSC048577,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-12-11 14:09:15,Phẫu thuật theo chỉ định bác sĩ
SRV35285,PET60023,PRSC058791,Đã thực hiện,Mổ bụng,Gây tê,2023-05-18 14:24:30,Phẫu thuật theo chỉ định bác sĩ
SRV153540,PET74149,PRSC030148,Đang theo dõi,Thiến,Gây tê,2021-08-04 04:27:08,Phẫu thuật theo chỉ định bác sĩ
SRV136981,PET107430,PRSC011128,Đang theo dõi,Thiến,Gây mê toàn thân,2023-04-05 16:18:58,Phẫu thuật theo chỉ định bác sĩ
SRV30428,PET69548,PRSC072237,Đã thực hiện,Thiến,Gây mê toàn thân,2024-10-23 08:17:26,Phẫu thuật theo chỉ định bác sĩ
SRV173207,PET34643,PRSC001451,Đang theo dõi,Mổ u,Gây tê,2022-09-13 21:17:31,Phẫu thuật theo chỉ định bác sĩ
SRV85034,PET116913,PRSC040725,Đang theo dõi,Nội soi,Gây tê,2024-02-29 23:15:56,Phẫu thuật theo chỉ định bác sĩ
SRV40829,PET97588,PRSC058973,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-04-18 05:10:13,Phẫu thuật theo chỉ định bác sĩ
SRV5453,PET67030,PRSC012354,Đang theo dõi,Mổ bụng,Gây tê,2022-04-03 05:50:03,Phẫu thuật theo chỉ định bác sĩ
SRV70492,PET107569,PRSC067090,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-11-22 22:02:16,Phẫu thuật theo chỉ định bác sĩ
SRV145950,PET72941,PRSC008122,Đã thực hiện,Mổ bụng,Gây tê,2022-10-16 16:16:29,Phẫu thuật theo chỉ định bác sĩ
SRV144857,PET06131,PRSC072612,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-01-28 11:22:01,Phẫu thuật theo chỉ định bác sĩ
SRV171405,PET07770,PRSC010914,Đang theo dõi,Thiến,Gây tê,2021-12-16 00:39:34,Phẫu thuật theo chỉ định bác sĩ
SRV41575,PET71611,PRSC034162,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-10-06 05:17:50,Phẫu thuật theo chỉ định bác sĩ
SRV43709,PET108145,PRSC047884,Đang theo dõi,Mổ u,Gây tê,2022-02-03 19:28:54,Phẫu thuật theo chỉ định bác sĩ
SRV21652,PET47779,PRSC044830,Đã thực hiện,Thiến,Gây tê,2023-08-03 19:35:10,Phẫu thuật theo chỉ định bác sĩ
SRV88200,PET85244,PRSC050470,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-05-15 15:36:08,Phẫu thuật theo chỉ định bác sĩ
SRV184404,PET78562,PRSC016523,Đang theo dõi,Mổ bụng,Gây tê,2021-04-13 14:03:13,Phẫu thuật theo chỉ định bác sĩ
SRV28743,PET46959,PRSC044748,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-06-07 16:57:30,Phẫu thuật theo chỉ định bác sĩ
SRV80443,PET110176,PRSC025230,Đã thực hiện,Thiến,Gây tê,2023-04-12 23:54:17,Phẫu thuật theo chỉ định bác sĩ
SRV87794,PET87049,PRSC030858,Đang theo dõi,Thiến,Gây tê,2024-06-26 18:12:15,Phẫu thuật theo chỉ định bác sĩ
SRV98364,PET00685,PRSC048850,Đã thực hiện,Nội soi,Gây mê toàn thân,2024-11-16 00:41:31,Phẫu thuật theo chỉ định bác sĩ
SRV95244,PET53655,PRSC042688,Đang theo dõi,Thiến,Gây mê toàn thân,2022-10-10 18:40:55,Phẫu thuật theo chỉ định bác sĩ
SRV59924,PET80442,PRSC025614,Đã thực hiện,Mổ bụng,Gây tê,2021-12-27 20:45:50,Phẫu thuật theo chỉ định bác sĩ
SRV133273,PET24703,PRSC001732,Đang theo dõi,Thiến,Gây tê,2022-05-01 09:35:59,Phẫu thuật theo chỉ định bác sĩ
SRV118247,PET45852,PRSC030187,Đã thực hiện,Thiến,Gây mê toàn thân,2022-09-23 08:50:55,Phẫu thuật theo chỉ định bác sĩ
SRV161852,PET01476,PRSC042195,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-04-11 14:18:34,Phẫu thuật theo chỉ định bác sĩ
SRV59648,PET59187,PRSC029567,Đang theo dõi,Mổ u,Gây tê,2024-08-14 01:57:45,Phẫu thuật theo chỉ định bác sĩ
SRV130514,PET93378,PRSC011427,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-04-08 22:22:37,Phẫu thuật theo chỉ định bác sĩ
SRV174243,PET71918,PRSC033074,Đang theo dõi,Thiến,Gây tê,2022-09-19 01:51:35,Phẫu thuật theo chỉ định bác sĩ
SRV191286,PET45869,PRSC010523,Đã thực hiện,Thiến,Gây mê toàn thân,2023-12-23 11:48:04,Phẫu thuật theo chỉ định bác sĩ
SRV98614,PET61065,PRSC035428,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-06-20 19:58:20,Phẫu thuật theo chỉ định bác sĩ
SRV57604,PET117802,PRSC038014,Đã thực hiện,Nội soi,Gây tê,2023-05-04 09:04:17,Phẫu thuật theo chỉ định bác sĩ
SRV88724,PET98051,PRSC016576,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-07-21 07:28:48,Phẫu thuật theo chỉ định bác sĩ
SRV136188,PET32782,PRSC046015,Đang theo dõi,Mổ u,Gây tê,2024-11-29 14:09:55,Phẫu thuật theo chỉ định bác sĩ
SRV72867,PET85638,PRSC049326,Đã thực hiện,Thiến,Gây mê toàn thân,2021-10-24 01:30:11,Phẫu thuật theo chỉ định bác sĩ
SRV112879,PET83234,PRSC016315,Đang theo dõi,Mổ bụng,Gây tê,2022-04-03 17:52:08,Phẫu thuật theo chỉ định bác sĩ
SRV85181,PET108199,PRSC065239,Đang theo dõi,Thiến,Gây mê toàn thân,2024-09-27 23:09:26,Phẫu thuật theo chỉ định bác sĩ
SRV80479,PET83858,PRSC020424,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-12-02 13:20:47,Phẫu thuật theo chỉ định bác sĩ
SRV179965,PET39613,PRSC048186,Đang theo dõi,Thiến,Gây tê,2023-05-31 11:05:11,Phẫu thuật theo chỉ định bác sĩ
SRV177791,PET53734,PRSC078291,Đang theo dõi,Thiến,Gây tê,2023-07-12 23:57:45,Phẫu thuật theo chỉ định bác sĩ
SRV82214,PET03531,PRSC069622,Đang theo dõi,Nội soi,Gây tê,2023-10-11 14:05:21,Phẫu thuật theo chỉ định bác sĩ
SRV39174,PET10293,PRSC009808,Đang theo dõi,Thiến,Gây tê,2023-06-27 01:46:50,Phẫu thuật theo chỉ định bác sĩ
SRV83704,PET92830,PRSC014016,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-02-15 01:53:07,Phẫu thuật theo chỉ định bác sĩ
