TaskID,AssignmentID,TaskName,IsCompleted,CompletedTime
TSK107735,ASN26948,Kiểm tra độ liền da,1,2022-06-29 13:04:18
TSK107736,ASN26948,Vệ sinh vết mổ,0,
TSK107737,ASN26948,Kiểm tra ăn uống,1,2023-07-30 12:57:44
TSK107738,ASN26948,Kiểm tra phản xạ tỉnh táo,0,
TSK107739,ASN26949,Vệ sinh vết mổ,1,2024-07-05 02:58:33
TSK107740,ASN26949,Đánh giá mức độ đau,1,2023-01-16 08:19:53
TSK107741,ASN26949,Kiểm tra rỉ dịch,0,
TSK107742,ASN26949,Kiểm tra phản xạ tỉnh táo,1,2024-09-17 07:41:42
TSK107743,ASN26949,Kiểm tra đi vệ sinh,1,2023-01-07 05:55:41
TSK107744,ASN26950,Kiểm tra phản xạ tỉnh táo,1,2023-04-08 11:43:01
TSK107745,ASN26950,Kiểm tra rỉ dịch,1,2023-02-10 14:21:23
TSK107746,ASN26950,Theo dõi sốt,1,2023-06-22 13:51:30
TSK107747,ASN26950,Kiểm tra đi vệ sinh,0,
TSK107748,ASN26950,Kiểm tra nhịp thở,1,2022-01-28 01:57:50
TSK107749,ASN26951,Kiểm tra phản xạ tỉnh táo,1,2024-02-22 03:02:29
TSK107750,ASN26951,Kiểm tra tuần hoàn,1,2021-01-18 00:15:42
TSK107751,ASN26951,Kiểm tra nhịp thở,0,
TSK107752,ASN26952,Kiểm tra phản xạ tỉnh táo,1,2023-04-12 06:51:27
TSK107753,ASN26952,Vệ sinh vết mổ,0,
TSK107754,ASN26952,Đo nhiệt độ cơ thể,1,2023-08-27 10:34:09
TSK107755,ASN26952,Theo dõi sốt,0,
TSK107756,ASN26952,Kiểm tra sưng tấy,1,2021-11-21 21:37:49
TSK107757,ASN26953,Vệ sinh vết mổ,1,2022-08-27 16:21:53
TSK107758,ASN26953,Kiểm tra nhịp thở,1,2024-01-22 18:13:37
TSK107759,ASN26953,Kiểm tra phản xạ tỉnh táo,1,2023-12-20 01:42:45
TSK107760,ASN26953,Kiểm tra rỉ dịch,1,2021-08-25 03:41:13
TSK107761,ASN26953,Theo dõi sốt,0,
TSK107762,ASN26954,Kiểm tra ăn uống,1,2023-04-12 06:50:02
TSK107763,ASN26954,Kiểm tra sưng tấy,1,2024-07-22 23:51:07
TSK107764,ASN26954,Vệ sinh vết mổ,1,2023-04-28 01:56:51
TSK107765,ASN26955,Kiểm tra độ liền da,1,2022-11-03 06:07:31
TSK107766,ASN26955,Vệ sinh vết mổ,1,2022-04-10 05:49:15
TSK107767,ASN26955,Kiểm tra ăn uống,1,2023-07-24 15:01:35
TSK107768,ASN26955,Kiểm tra tuần hoàn,1,2023-04-20 17:06:03
TSK107769,ASN26956,Kiểm tra đi vệ sinh,1,2023-05-28 12:03:14
TSK107770,ASN26956,Vệ sinh vết mổ,1,2023-10-05 23:40:50
TSK107771,ASN26956,Kiểm tra độ liền da,0,
TSK107772,ASN26957,Kiểm tra đi vệ sinh,1,2021-02-26 12:17:28
TSK107773,ASN26957,Theo dõi sốt,1,2024-11-19 13:42:50
TSK107774,ASN26957,Đo nhiệt độ cơ thể,0,
TSK107775,ASN26957,Kiểm tra rỉ dịch,1,2022-08-23 22:08:09
TSK107776,ASN26958,Đánh giá mức độ đau,0,
TSK107777,ASN26958,Kiểm tra độ liền da,1,2023-04-02 04:42:28
TSK107778,ASN26958,Kiểm tra sưng tấy,1,2024-07-04 13:12:43
TSK107779,ASN26958,Kiểm tra nhịp thở,1,2021-07-11 22:14:45
TSK107780,ASN26959,Kiểm tra rỉ dịch,0,
TSK107781,ASN26959,Kiểm tra sưng tấy,1,2021-10-27 21:16:39
TSK107782,ASN26959,Kiểm tra tuần hoàn,1,2021-04-15 15:26:51
TSK107783,ASN26960,Kiểm tra đi vệ sinh,0,
TSK107784,ASN26960,Theo dõi sốt,1,2021-06-29 07:38:05
TSK107785,ASN26960,Đánh giá mức độ đau,1,2022-12-03 18:29:59
TSK107786,ASN26961,Vệ sinh vết mổ,1,2024-11-28 04:27:19
TSK107787,ASN26961,Kiểm tra ăn uống,1,2021-03-24 18:07:20
TSK107788,ASN26961,Đo nhiệt độ cơ thể,1,2021-05-28 14:22:35
TSK107789,ASN26961,Kiểm tra phản xạ tỉnh táo,1,2024-05-30 16:53:28
TSK107790,ASN26961,Kiểm tra độ liền da,1,2023-04-02 22:42:36
TSK107791,ASN26962,Đánh giá mức độ đau,1,2024-03-28 01:26:49
TSK107792,ASN26962,Theo dõi sốt,1,2022-04-14 17:53:39
TSK107793,ASN26962,Kiểm tra tuần hoàn,0,
TSK107794,ASN26962,Kiểm tra độ liền da,1,2021-01-03 16:59:11
TSK107795,ASN26963,Kiểm tra đi vệ sinh,1,2021-02-07 16:43:24
TSK107796,ASN26963,Đánh giá mức độ đau,0,
TSK107797,ASN26963,Kiểm tra sưng tấy,0,
TSK107798,ASN26963,Kiểm tra ăn uống,1,2023-10-13 21:55:03
TSK107799,ASN26963,Kiểm tra nhịp thở,1,2024-04-30 11:32:07
TSK107800,ASN26964,Kiểm tra tuần hoàn,0,
TSK107801,ASN26964,Vệ sinh vết mổ,1,2021-05-03 22:49:22
TSK107802,ASN26964,Kiểm tra độ liền da,1,2021-10-15 06:51:09
TSK107803,ASN26964,Kiểm tra ăn uống,1,2022-03-21 12:44:11
TSK107804,ASN26964,Theo dõi sốt,1,2022-06-05 17:42:02
TSK107805,ASN26965,Kiểm tra sưng tấy,1,2023-07-23 03:07:29
TSK107806,ASN26965,Kiểm tra ăn uống,1,2022-02-23 02:30:37
TSK107807,ASN26965,Kiểm tra độ liền da,0,
TSK107808,ASN26965,Kiểm tra đi vệ sinh,1,2023-12-26 17:54:14
TSK107809,ASN26966,Kiểm tra sưng tấy,1,2021-08-11 10:17:40
TSK107810,ASN26966,Đo nhiệt độ cơ thể,1,2022-12-28 02:28:03
TSK107811,ASN26966,Kiểm tra rỉ dịch,0,
TSK107812,ASN26966,Kiểm tra đi vệ sinh,1,2023-02-13 02:51:28
TSK107813,ASN26966,Vệ sinh vết mổ,0,
TSK107814,ASN26967,Vệ sinh vết mổ,0,
TSK107815,ASN26967,Kiểm tra rỉ dịch,1,2023-11-27 11:31:13
TSK107816,ASN26967,Đánh giá mức độ đau,1,2022-02-09 07:26:58
TSK107817,ASN26967,Đo nhiệt độ cơ thể,1,2022-04-05 08:04:26
TSK107818,ASN26968,Kiểm tra nhịp thở,0,
TSK107819,ASN26968,Theo dõi sốt,0,
TSK107820,ASN26968,Kiểm tra đi vệ sinh,1,2022-12-28 11:25:25
TSK107821,ASN26968,Kiểm tra tuần hoàn,1,2023-05-28 03:03:02
TSK107822,ASN26969,Vệ sinh vết mổ,1,2022-01-17 02:19:13
TSK107823,ASN26969,Kiểm tra rỉ dịch,1,2023-02-11 18:18:03
TSK107824,ASN26969,Kiểm tra đi vệ sinh,1,2022-10-07 19:57:44
TSK107825,ASN26969,Kiểm tra phản xạ tỉnh táo,0,
TSK107826,ASN26969,Kiểm tra ăn uống,1,2022-04-28 07:19:23
TSK107827,ASN26970,Kiểm tra sưng tấy,1,2022-03-11 07:26:24
TSK107828,ASN26970,Đo nhiệt độ cơ thể,1,2024-12-21 04:00:03
TSK107829,ASN26970,Theo dõi sốt,1,2024-03-27 19:48:42
TSK107830,ASN26971,Kiểm tra nhịp thở,1,2021-02-08 13:51:51
TSK107831,ASN26971,Kiểm tra rỉ dịch,0,
TSK107832,ASN26971,Vệ sinh vết mổ,1,2021-12-14 07:57:03
TSK107833,ASN26971,Kiểm tra đi vệ sinh,1,2021-05-13 01:24:50
TSK107834,ASN26971,Kiểm tra ăn uống,1,2021-03-04 08:11:56
TSK107835,ASN26972,Đo nhiệt độ cơ thể,1,2022-11-09 08:58:06
TSK107836,ASN26972,Kiểm tra nhịp thở,1,2022-07-08 21:45:51
TSK107837,ASN26972,Kiểm tra sưng tấy,1,2024-01-04 10:38:04
TSK107838,ASN26973,Kiểm tra rỉ dịch,0,
TSK107839,ASN26973,Kiểm tra sưng tấy,1,2024-04-11 10:00:36
TSK107840,ASN26973,Đo nhiệt độ cơ thể,0,
TSK107841,ASN26973,Đánh giá mức độ đau,0,
TSK107842,ASN26973,Kiểm tra đi vệ sinh,1,2023-04-10 09:47:28
TSK107843,ASN26974,Kiểm tra rỉ dịch,1,2022-12-06 01:13:26
TSK107844,ASN26974,Kiểm tra đi vệ sinh,1,2021-11-14 13:45:53
TSK107845,ASN26974,Vệ sinh vết mổ,0,
TSK107846,ASN26975,Vệ sinh vết mổ,1,2024-12-02 02:42:09
TSK107847,ASN26975,Kiểm tra độ liền da,1,2024-03-16 00:31:52
TSK107848,ASN26975,Kiểm tra nhịp thở,0,
TSK107849,ASN26976,Kiểm tra tuần hoàn,1,2021-07-11 00:19:51
TSK107850,ASN26976,Kiểm tra đi vệ sinh,1,2022-05-23 18:14:45
TSK107851,ASN26976,Đánh giá mức độ đau,0,
TSK107852,ASN26977,Kiểm tra nhịp thở,1,2024-11-08 04:12:53
TSK107853,ASN26977,Kiểm tra tuần hoàn,1,2022-09-15 19:28:25
TSK107854,ASN26977,Kiểm tra đi vệ sinh,0,
TSK107855,ASN26977,Kiểm tra ăn uống,1,2024-11-06 18:41:24
TSK107856,ASN26977,Đo nhiệt độ cơ thể,1,2024-01-11 06:41:55
TSK107857,ASN26978,Kiểm tra nhịp thở,0,
TSK107858,ASN26978,Theo dõi sốt,0,
TSK107859,ASN26978,Vệ sinh vết mổ,1,2022-06-02 11:16:22
TSK107860,ASN26978,Đánh giá mức độ đau,1,2023-01-07 03:41:36
TSK107861,ASN26978,Kiểm tra phản xạ tỉnh táo,1,2024-07-17 15:52:13
TSK107862,ASN26979,Kiểm tra độ liền da,0,
TSK107863,ASN26979,Kiểm tra sưng tấy,1,2021-04-23 22:35:08
TSK107864,ASN26979,Kiểm tra rỉ dịch,1,2024-08-15 09:12:37
TSK107865,ASN26979,Kiểm tra ăn uống,1,2023-04-14 18:35:58
TSK107866,ASN26980,Kiểm tra nhịp thở,1,2024-06-23 17:49:48
TSK107867,ASN26980,Theo dõi sốt,1,2022-01-06 06:32:41
TSK107868,ASN26980,Kiểm tra rỉ dịch,1,2021-09-15 03:49:34
TSK107869,ASN26980,Kiểm tra sưng tấy,1,2022-10-10 01:20:20
TSK107870,ASN26981,Kiểm tra tuần hoàn,0,
TSK107871,ASN26981,Kiểm tra sưng tấy,1,2023-10-14 16:23:35
TSK107872,ASN26981,Đánh giá mức độ đau,1,2021-03-26 03:27:51
TSK107873,ASN26981,Vệ sinh vết mổ,0,
TSK107874,ASN26981,Kiểm tra nhịp thở,1,2022-07-07 15:53:20
TSK107875,ASN26982,Kiểm tra đi vệ sinh,1,2024-09-15 15:53:55
TSK107876,ASN26982,Kiểm tra sưng tấy,1,2022-10-22 14:32:03
TSK107877,ASN26982,Kiểm tra tuần hoàn,1,2024-06-29 12:36:23
TSK107878,ASN26983,Kiểm tra nhịp thở,1,2022-08-30 08:49:45
TSK107879,ASN26983,Vệ sinh vết mổ,1,2022-10-01 13:36:40
TSK107880,ASN26983,Đo nhiệt độ cơ thể,1,2022-03-12 21:27:45
TSK107881,ASN26983,Kiểm tra rỉ dịch,1,2022-07-02 00:29:18
TSK107882,ASN26984,Kiểm tra nhịp thở,0,
TSK107883,ASN26984,Kiểm tra ăn uống,1,2021-09-24 14:01:49
TSK107884,ASN26984,Kiểm tra đi vệ sinh,1,2021-04-04 23:24:06
TSK107885,ASN26984,Đánh giá mức độ đau,1,2024-01-23 17:03:44
TSK107886,ASN26985,Kiểm tra sưng tấy,1,2024-02-19 08:10:57
TSK107887,ASN26985,Kiểm tra rỉ dịch,0,
TSK107888,ASN26985,Vệ sinh vết mổ,1,2023-09-06 17:51:11
TSK107889,ASN26985,Theo dõi sốt,1,2022-09-24 21:54:19
TSK107890,ASN26985,Kiểm tra độ liền da,0,
TSK107891,ASN26986,Kiểm tra độ liền da,1,2022-08-31 08:32:14
TSK107892,ASN26986,Đánh giá mức độ đau,0,
TSK107893,ASN26986,Kiểm tra phản xạ tỉnh táo,1,2022-04-29 01:40:30
TSK107894,ASN26987,Kiểm tra sưng tấy,0,
TSK107895,ASN26987,Kiểm tra tuần hoàn,1,2021-01-30 08:33:52
TSK107896,ASN26987,Kiểm tra đi vệ sinh,1,2024-08-01 09:22:28
TSK107897,ASN26987,Vệ sinh vết mổ,1,2024-01-03 03:21:47
TSK107898,ASN26988,Vệ sinh vết mổ,1,2023-06-04 12:11:24
TSK107899,ASN26988,Đánh giá mức độ đau,1,2024-10-25 08:59:44
TSK107900,ASN26988,Kiểm tra sưng tấy,0,
TSK107901,ASN26988,Kiểm tra đi vệ sinh,1,2023-10-03 04:34:55
TSK107902,ASN26988,Kiểm tra độ liền da,1,2021-03-05 21:34:40
TSK107903,ASN26989,Kiểm tra ăn uống,1,2023-12-11 21:05:09
TSK107904,ASN26989,Kiểm tra tuần hoàn,1,2022-07-08 01:34:44
TSK107905,ASN26989,Đánh giá mức độ đau,0,
TSK107906,ASN26989,Kiểm tra nhịp thở,1,2021-05-04 23:23:57
TSK107907,ASN26990,Kiểm tra độ liền da,1,2022-05-16 09:28:38
TSK107908,ASN26990,Kiểm tra đi vệ sinh,1,2024-08-01 15:46:01
TSK107909,ASN26990,Kiểm tra phản xạ tỉnh táo,1,2021-05-04 16:07:28
TSK107910,ASN26991,Kiểm tra tuần hoàn,0,
TSK107911,ASN26991,Vệ sinh vết mổ,1,2022-04-22 12:51:08
TSK107912,ASN26991,Kiểm tra đi vệ sinh,1,2022-02-01 00:12:15
TSK107913,ASN26992,Kiểm tra phản xạ tỉnh táo,0,
TSK107914,ASN26992,Đo nhiệt độ cơ thể,1,2022-12-28 21:22:04
TSK107915,ASN26992,Kiểm tra ăn uống,1,2022-03-26 05:22:01
TSK107916,ASN26993,Đo nhiệt độ cơ thể,1,2022-12-09 12:09:11
TSK107917,ASN26993,Đánh giá mức độ đau,1,2024-01-08 16:06:22
TSK107918,ASN26993,Kiểm tra nhịp thở,1,2021-10-07 06:02:23
TSK107919,ASN26994,Kiểm tra tuần hoàn,1,2021-07-03 01:21:08
TSK107920,ASN26994,Đánh giá mức độ đau,1,2023-08-13 20:56:51
TSK107921,ASN26994,Kiểm tra phản xạ tỉnh táo,1,2021-08-29 05:52:30
TSK107922,ASN26995,Vệ sinh vết mổ,1,2024-05-04 23:44:26
TSK107923,ASN26995,Kiểm tra nhịp thở,1,2022-04-13 03:20:44
TSK107924,ASN26995,Kiểm tra độ liền da,1,2022-09-05 14:49:20
TSK107925,ASN26995,Kiểm tra ăn uống,1,2021-11-25 10:39:32
TSK107926,ASN26996,Kiểm tra độ liền da,1,2021-01-20 06:35:10
TSK107927,ASN26996,Kiểm tra đi vệ sinh,0,
TSK107928,ASN26996,Theo dõi sốt,0,
TSK107929,ASN26996,Kiểm tra phản xạ tỉnh táo,1,2023-09-29 07:06:29
TSK107930,ASN26996,Kiểm tra sưng tấy,1,2022-01-18 00:18:50
TSK107931,ASN26997,Kiểm tra ăn uống,1,2022-01-07 01:11:36
TSK107932,ASN26997,Vệ sinh vết mổ,0,
TSK107933,ASN26997,Kiểm tra phản xạ tỉnh táo,1,2022-10-11 09:34:43
TSK107934,ASN26998,Kiểm tra rỉ dịch,1,2024-12-22 09:37:25
TSK107935,ASN26998,Kiểm tra phản xạ tỉnh táo,1,2024-05-02 13:57:12
TSK107936,ASN26998,Kiểm tra nhịp thở,1,2021-01-07 12:26:01
TSK107937,ASN26999,Kiểm tra rỉ dịch,1,2024-12-11 01:01:34
TSK107938,ASN26999,Đánh giá mức độ đau,1,2022-05-01 16:00:31
TSK107939,ASN26999,Kiểm tra độ liền da,0,
TSK107940,ASN26999,Kiểm tra tuần hoàn,1,2021-03-05 23:25:38
TSK107941,ASN26999,Kiểm tra sưng tấy,1,2024-02-29 22:17:00
TSK107942,ASN27000,Đo nhiệt độ cơ thể,1,2021-10-12 11:16:31
TSK107943,ASN27000,Kiểm tra độ liền da,1,2024-12-02 08:14:32
TSK107944,ASN27000,Kiểm tra ăn uống,1,2021-12-09 05:20:49
TSK107945,ASN27001,Kiểm tra tuần hoàn,1,2024-10-15 07:50:25
TSK107946,ASN27001,Kiểm tra ăn uống,1,2022-03-01 03:23:18
TSK107947,ASN27001,Kiểm tra độ liền da,1,2021-06-29 13:53:58
TSK107948,ASN27002,Kiểm tra rỉ dịch,1,2024-08-01 16:00:45
TSK107949,ASN27002,Vệ sinh vết mổ,0,
TSK107950,ASN27002,Kiểm tra ăn uống,1,2022-05-11 08:01:55
TSK107951,ASN27002,Đánh giá mức độ đau,1,2023-03-23 19:21:29
TSK107952,ASN27002,Kiểm tra phản xạ tỉnh táo,1,2021-07-04 07:42:13
TSK107953,ASN27003,Đánh giá mức độ đau,1,2022-01-02 15:13:39
TSK107954,ASN27003,Kiểm tra đi vệ sinh,1,2023-02-25 17:30:32
TSK107955,ASN27003,Kiểm tra sưng tấy,1,2023-08-10 05:37:49
TSK107956,ASN27003,Kiểm tra nhịp thở,1,2021-06-12 06:48:41
TSK107957,ASN27004,Kiểm tra độ liền da,1,2022-08-07 23:29:58
TSK107958,ASN27004,Vệ sinh vết mổ,0,
TSK107959,ASN27004,Kiểm tra đi vệ sinh,1,2022-01-11 02:04:01
TSK107960,ASN27005,Kiểm tra ăn uống,1,2022-01-12 21:00:15
TSK107961,ASN27005,Theo dõi sốt,0,
TSK107962,ASN27005,Kiểm tra sưng tấy,0,
TSK107963,ASN27006,Kiểm tra đi vệ sinh,1,2023-08-11 09:33:07
TSK107964,ASN27006,Đánh giá mức độ đau,1,2023-11-12 20:32:12
TSK107965,ASN27006,Đo nhiệt độ cơ thể,1,2021-09-14 16:43:50
TSK107966,ASN27006,Kiểm tra ăn uống,0,
TSK107967,ASN27007,Vệ sinh vết mổ,1,2023-11-15 15:18:12
TSK107968,ASN27007,Kiểm tra độ liền da,1,2021-12-08 20:05:51
TSK107969,ASN27007,Theo dõi sốt,0,
TSK107970,ASN27008,Kiểm tra sưng tấy,1,2024-02-03 11:59:48
TSK107971,ASN27008,Theo dõi sốt,0,
TSK107972,ASN27008,Kiểm tra phản xạ tỉnh táo,1,2023-11-30 09:17:33
TSK107973,ASN27009,Kiểm tra nhịp thở,1,2022-12-01 17:17:56
TSK107974,ASN27009,Kiểm tra đi vệ sinh,1,2022-07-26 01:30:55
TSK107975,ASN27009,Kiểm tra rỉ dịch,0,
TSK107976,ASN27010,Kiểm tra tuần hoàn,1,2022-03-22 17:52:28
TSK107977,ASN27010,Đánh giá mức độ đau,1,2024-12-20 09:41:40
TSK107978,ASN27010,Vệ sinh vết mổ,0,
TSK107979,ASN27010,Kiểm tra phản xạ tỉnh táo,0,
TSK107980,ASN27011,Đo nhiệt độ cơ thể,1,2022-11-17 06:46:31
TSK107981,ASN27011,Kiểm tra độ liền da,1,2024-06-30 07:51:53
TSK107982,ASN27011,Kiểm tra đi vệ sinh,1,2023-01-29 16:43:20
TSK107983,ASN27011,Kiểm tra rỉ dịch,1,2023-04-02 20:38:38
TSK107984,ASN27012,Đánh giá mức độ đau,1,2023-12-06 22:30:49
TSK107985,ASN27012,Theo dõi sốt,1,2022-08-07 10:50:48
TSK107986,ASN27012,Kiểm tra rỉ dịch,1,2024-08-05 21:22:38
TSK107987,ASN27012,Đo nhiệt độ cơ thể,0,
TSK107988,ASN27012,Kiểm tra sưng tấy,0,
TSK107989,ASN27013,Kiểm tra rỉ dịch,1,2023-03-29 09:10:19
TSK107990,ASN27013,Đo nhiệt độ cơ thể,1,2023-02-18 20:28:07
TSK107991,ASN27013,Kiểm tra phản xạ tỉnh táo,1,2024-06-18 22:20:23
TSK107992,ASN27013,Kiểm tra đi vệ sinh,0,
TSK107993,ASN27014,Kiểm tra rỉ dịch,1,2021-08-09 18:08:46
TSK107994,ASN27014,Kiểm tra độ liền da,0,
TSK107995,ASN27014,Kiểm tra phản xạ tỉnh táo,1,2021-01-27 02:22:25
TSK107996,ASN27014,Đo nhiệt độ cơ thể,0,
TSK107997,ASN27014,Kiểm tra sưng tấy,0,
TSK107998,ASN27015,Theo dõi sốt,0,
TSK107999,ASN27015,Vệ sinh vết mổ,1,2023-01-08 09:19:32
TSK108000,ASN27015,Kiểm tra rỉ dịch,0,
TSK108001,ASN27015,Kiểm tra tuần hoàn,0,
TSK108002,ASN27016,Kiểm tra ăn uống,1,2024-10-15 16:12:39
TSK108003,ASN27016,Kiểm tra rỉ dịch,0,
TSK108004,ASN27016,Đo nhiệt độ cơ thể,1,2022-01-31 23:33:58
TSK108005,ASN27017,Kiểm tra rỉ dịch,1,2024-10-30 07:31:36
TSK108006,ASN27017,Kiểm tra ăn uống,1,2022-07-14 04:03:31
TSK108007,ASN27017,Kiểm tra đi vệ sinh,0,
TSK108008,ASN27018,Kiểm tra sưng tấy,1,2022-12-24 14:35:08
TSK108009,ASN27018,Kiểm tra nhịp thở,0,
TSK108010,ASN27018,Kiểm tra phản xạ tỉnh táo,1,2023-03-10 18:17:13
TSK108011,ASN27019,Kiểm tra sưng tấy,1,2021-06-18 03:08:53
TSK108012,ASN27019,Kiểm tra rỉ dịch,1,2022-12-06 19:31:08
TSK108013,ASN27019,Kiểm tra ăn uống,0,
TSK108014,ASN27019,Vệ sinh vết mổ,0,
TSK108015,ASN27020,Đánh giá mức độ đau,0,
TSK108016,ASN27020,Vệ sinh vết mổ,1,2023-06-28 11:08:11
TSK108017,ASN27020,Kiểm tra độ liền da,0,
TSK108018,ASN27020,Kiểm tra phản xạ tỉnh táo,1,2022-04-05 21:01:46
TSK108019,ASN27021,Kiểm tra sưng tấy,1,2022-09-01 11:22:08
TSK108020,ASN27021,Đo nhiệt độ cơ thể,1,2021-07-01 10:15:20
TSK108021,ASN27021,Kiểm tra ăn uống,1,2023-08-27 06:16:58
TSK108022,ASN27021,Kiểm tra nhịp thở,1,2023-10-18 19:45:52
TSK108023,ASN27022,Kiểm tra tuần hoàn,1,2021-03-03 02:21:48
TSK108024,ASN27022,Đo nhiệt độ cơ thể,1,2024-01-26 08:31:38
TSK108025,ASN27022,Kiểm tra phản xạ tỉnh táo,0,
TSK108026,ASN27022,Kiểm tra rỉ dịch,1,2024-06-30 03:25:36
TSK108027,ASN27022,Kiểm tra độ liền da,1,2021-11-28 02:57:46
TSK108028,ASN27023,Đánh giá mức độ đau,1,2024-12-24 12:20:23
TSK108029,ASN27023,Đo nhiệt độ cơ thể,0,
TSK108030,ASN27023,Vệ sinh vết mổ,0,
TSK108031,ASN27023,Kiểm tra sưng tấy,1,2024-05-04 02:54:06
TSK108032,ASN27024,Kiểm tra tuần hoàn,1,2023-02-28 07:33:10
TSK108033,ASN27024,Đo nhiệt độ cơ thể,1,2024-06-17 18:48:38
TSK108034,ASN27024,Kiểm tra nhịp thở,1,2021-07-07 01:12:08
TSK108035,ASN27025,Kiểm tra tuần hoàn,0,
TSK108036,ASN27025,Kiểm tra rỉ dịch,1,2022-05-05 01:13:53
TSK108037,ASN27025,Kiểm tra độ liền da,1,2021-11-03 13:11:09
TSK108038,ASN27025,Kiểm tra phản xạ tỉnh táo,1,2021-04-08 07:10:40
TSK108039,ASN27025,Kiểm tra đi vệ sinh,1,2024-08-19 00:24:56
TSK108040,ASN27026,Kiểm tra đi vệ sinh,1,2021-08-10 09:34:10
TSK108041,ASN27026,Kiểm tra ăn uống,1,2023-12-22 13:58:44
TSK108042,ASN27026,Kiểm tra rỉ dịch,0,
TSK108043,ASN27026,Theo dõi sốt,1,2022-08-02 17:48:16
TSK108044,ASN27026,Đo nhiệt độ cơ thể,1,2021-10-01 07:49:16
TSK108045,ASN27027,Kiểm tra đi vệ sinh,1,2022-06-11 10:31:16
TSK108046,ASN27027,Kiểm tra tuần hoàn,0,
TSK108047,ASN27027,Kiểm tra phản xạ tỉnh táo,0,
TSK108048,ASN27027,Kiểm tra sưng tấy,1,2021-11-26 00:33:20
TSK108049,ASN27028,Kiểm tra độ liền da,1,2023-11-07 15:40:25
TSK108050,ASN27028,Kiểm tra rỉ dịch,1,2022-06-20 18:24:54
TSK108051,ASN27028,Kiểm tra ăn uống,1,2021-05-04 14:53:42
TSK108052,ASN27029,Kiểm tra sưng tấy,1,2024-03-02 13:42:43
TSK108053,ASN27029,Kiểm tra đi vệ sinh,1,2022-05-09 14:03:34
TSK108054,ASN27029,Kiểm tra tuần hoàn,1,2024-01-08 05:08:27
TSK108055,ASN27029,Đánh giá mức độ đau,0,
TSK108056,ASN27029,Kiểm tra phản xạ tỉnh táo,1,2021-03-07 14:28:06
TSK108057,ASN27030,Theo dõi sốt,1,2022-02-17 17:33:56
TSK108058,ASN27030,Kiểm tra ăn uống,1,2021-01-16 07:07:09
TSK108059,ASN27030,Vệ sinh vết mổ,1,2024-09-12 09:30:22
TSK108060,ASN27030,Kiểm tra đi vệ sinh,0,
TSK108061,ASN27031,Vệ sinh vết mổ,0,
TSK108062,ASN27031,Kiểm tra ăn uống,1,2024-05-10 16:09:59
TSK108063,ASN27031,Đánh giá mức độ đau,0,
TSK108064,ASN27031,Kiểm tra rỉ dịch,1,2021-12-12 22:57:06
TSK108065,ASN27032,Kiểm tra nhịp thở,1,2024-04-13 05:15:52
TSK108066,ASN27032,Kiểm tra đi vệ sinh,1,2023-09-05 08:05:07
TSK108067,ASN27032,Kiểm tra sưng tấy,1,2024-03-22 21:07:27
TSK108068,ASN27032,Đánh giá mức độ đau,1,2021-04-24 08:22:59
TSK108069,ASN27032,Kiểm tra tuần hoàn,0,
TSK108070,ASN27033,Kiểm tra tuần hoàn,1,2021-11-02 03:39:18
TSK108071,ASN27033,Đánh giá mức độ đau,1,2023-07-03 15:07:53
TSK108072,ASN27033,Vệ sinh vết mổ,1,2023-04-15 16:49:04
TSK108073,ASN27033,Kiểm tra độ liền da,1,2024-04-17 10:54:32
TSK108074,ASN27034,Kiểm tra đi vệ sinh,0,
TSK108075,ASN27034,Kiểm tra nhịp thở,1,2021-10-22 11:11:05
TSK108076,ASN27034,Đánh giá mức độ đau,1,2024-07-26 11:03:52
TSK108077,ASN27035,Vệ sinh vết mổ,1,2023-07-20 00:41:18
TSK108078,ASN27035,Kiểm tra ăn uống,0,
TSK108079,ASN27035,Theo dõi sốt,1,2024-10-15 14:22:32
TSK108080,ASN27035,Đo nhiệt độ cơ thể,1,2024-02-14 08:36:07
TSK108081,ASN27035,Kiểm tra đi vệ sinh,1,2021-05-14 01:20:51
TSK108082,ASN27036,Đo nhiệt độ cơ thể,1,2021-03-08 14:28:10
TSK108083,ASN27036,Kiểm tra nhịp thở,1,2021-03-11 02:13:13
TSK108084,ASN27036,Theo dõi sốt,1,2022-01-05 21:29:45
TSK108085,ASN27036,Kiểm tra rỉ dịch,1,2021-03-25 15:17:13
TSK108086,ASN27037,Theo dõi sốt,1,2021-05-02 17:43:03
TSK108087,ASN27037,Kiểm tra sưng tấy,1,2021-09-21 17:42:23
TSK108088,ASN27037,Kiểm tra tuần hoàn,0,
TSK108089,ASN27037,Kiểm tra phản xạ tỉnh táo,1,2023-02-24 15:56:30
TSK108090,ASN27038,Kiểm tra tuần hoàn,1,2024-11-19 23:50:12
TSK108091,ASN27038,Đo nhiệt độ cơ thể,1,2023-12-29 08:35:24
TSK108092,ASN27038,Kiểm tra sưng tấy,1,2024-04-08 12:33:48
TSK108093,ASN27038,Đánh giá mức độ đau,1,2021-01-31 22:56:15
TSK108094,ASN27038,Kiểm tra rỉ dịch,0,
TSK108095,ASN27039,Kiểm tra đi vệ sinh,1,2024-03-30 09:20:04
TSK108096,ASN27039,Kiểm tra tuần hoàn,1,2021-07-12 14:53:08
TSK108097,ASN27039,Vệ sinh vết mổ,1,2022-03-27 21:06:00
TSK108098,ASN27039,Theo dõi sốt,1,2021-07-18 17:47:32
