AssignmentID,SurgeryID,NurseID,AssignedDate,Note
ASN20505,SRV106133,E0165,2021-11-19,Theo dõi bình thường
ASN20506,SRV106133,E0166,2024-12-01,Ca khó - chú ý nhé
ASN20507,SRV151800,E0146,2022-09-29,Theo dõi nhịp tim và hô hấp
ASN20508,SRV151800,E0165,2021-03-02,Theo dõi sát 24h đầu
ASN20509,SRV82296,E0189,2024-10-16,Theo dõi bình thường
ASN20510,SRV82296,E0127,2023-10-02,Chú ý dấu hiệu nhiễm trùng
ASN20511,SRV151951,E0135,2023-06-08,Ca khó - chú ý nhé
ASN20512,SRV147162,E0143,2021-11-29,Theo dõi sát 24h đầu
ASN20513,SRV143031,E0144,2024-04-13,Bệnh nhân VIP - chăm sóc kỹ
ASN20514,SRV143031,E0205,2023-01-11,Theo dõi hậu phẫu thường quy
ASN20515,SRV192089,E0199,2021-09-12,Theo dõi sát 24h đầu
ASN20516,SRV192089,E0232,2023-01-13,Theo dõi sát 24h đầu
ASN20517,SRV42702,E0236,2021-06-16,Cần theo dõi đặc biệt
ASN20518,SRV42702,E0169,2021-12-02,Theo dõi sát 24h đầu
ASN20519,SRV86518,E0267,2021-03-18,Theo dõi nhịp tim và hô hấp
ASN20520,SRV86518,E0193,2022-09-07,Chú ý dấu hiệu nhiễm trùng
ASN20521,SRV159916,E0168,2024-10-17,Bệnh nhân VIP - chăm sóc kỹ
ASN20522,SRV159916,E0127,2022-05-25,Bệnh nhân VIP - chăm sóc kỹ
ASN20523,SRV163681,E0270,2024-08-25,Theo dõi nhịp tim và hô hấp
ASN20524,SRV163681,E0154,2024-02-11,Chú ý dấu hiệu nhiễm trùng
ASN20525,SRV12734,E0162,2023-11-12,Cần theo dõi đặc biệt
ASN20526,SRV12734,E0147,2023-12-16,Theo dõi nhịp tim và hô hấp
ASN20527,SRV191358,E0157,2021-04-05,Theo dõi nhịp tim và hô hấp
ASN20528,SRV114219,E0164,2024-06-19,Theo dõi hậu phẫu thường quy
ASN20529,SRV114219,E0127,2024-09-27,Ca khó - chú ý nhé
ASN20530,SRV191696,E0141,2023-08-08,Cần theo dõi đặc biệt
ASN20531,SRV191696,E0250,2022-05-20,Theo dõi bình thường
ASN20532,SRV197693,E0183,2022-06-27,Bệnh nhân VIP - chăm sóc kỹ
ASN20533,SRV23296,E0240,2023-09-14,Theo dõi bình thường
ASN20534,SRV192526,E0141,2023-01-01,Ca khó - chú ý nhé
ASN20535,SRV171713,E0188,2023-06-17,Bệnh nhân VIP - chăm sóc kỹ
ASN20536,SRV171713,E0134,2021-12-22,Theo dõi hậu phẫu thường quy
ASN20537,SRV158826,E0158,2024-06-27,Chú ý dấu hiệu nhiễm trùng
ASN20538,SRV135448,E0136,2022-01-15,Theo dõi sát 24h đầu
ASN20539,SRV92404,E0187,2024-07-27,Bệnh nhân VIP - chăm sóc kỹ
ASN20540,SRV133774,E0246,2022-05-27,Chú ý dấu hiệu nhiễm trùng
ASN20541,SRV115548,E0132,2023-12-05,Cần theo dõi đặc biệt
ASN20542,SRV41321,E0127,2021-08-15,Cần theo dõi đặc biệt
ASN20543,SRV41321,E0182,2021-11-17,Cần theo dõi đặc biệt
ASN20544,SRV177540,E0255,2021-12-29,Bệnh nhân VIP - chăm sóc kỹ
ASN20545,SRV177540,E0227,2023-05-01,Theo dõi sát 24h đầu
ASN20546,SRV82197,E0124,2023-12-25,Bệnh nhân VIP - chăm sóc kỹ
ASN20547,SRV82197,E0174,2021-04-30,Chú ý dấu hiệu nhiễm trùng
ASN20548,SRV170760,E0263,2021-08-31,Theo dõi hậu phẫu thường quy
ASN20549,SRV154973,E0249,2022-09-02,Theo dõi bình thường
ASN20550,SRV192109,E0127,2022-09-23,Theo dõi sát 24h đầu
ASN20551,SRV88371,E0198,2024-04-25,Bệnh nhân VIP - chăm sóc kỹ
ASN20552,SRV67109,E0180,2022-05-19,Theo dõi hậu phẫu thường quy
ASN20553,SRV67109,E0200,2021-11-17,Bệnh nhân VIP - chăm sóc kỹ
ASN20554,SRV48090,E0197,2024-02-07,Ca khó - chú ý nhé
ASN20555,SRV48090,E0226,2022-10-10,Ca khó - chú ý nhé
ASN20556,SRV166125,E0265,2023-06-28,Theo dõi nhịp tim và hô hấp
ASN20557,SRV109944,E0175,2022-10-24,Chú ý dấu hiệu nhiễm trùng
ASN20558,SRV109944,E0270,2022-06-21,Theo dõi bình thường
ASN20559,SRV88274,E0259,2021-04-04,Theo dõi hậu phẫu thường quy
ASN20560,SRV88274,E0188,2022-06-27,Bệnh nhân VIP - chăm sóc kỹ
ASN20561,SRV119263,E0146,2022-06-21,Theo dõi bình thường
ASN20562,SRV170198,E0189,2021-12-30,Theo dõi hậu phẫu thường quy
ASN20563,SRV186748,E0199,2021-01-18,Cần theo dõi đặc biệt
ASN20564,SRV111382,E0267,2022-05-13,Chú ý dấu hiệu nhiễm trùng
ASN20565,SRV111382,E0251,2024-02-24,Theo dõi sát 24h đầu
ASN20566,SRV151660,E0253,2022-06-14,Theo dõi bình thường
ASN20567,SRV151660,E0236,2024-10-06,Theo dõi nhịp tim và hô hấp
ASN20568,SRV52378,E0188,2023-06-04,Theo dõi bình thường
ASN20569,SRV130701,E0232,2023-04-29,Chú ý dấu hiệu nhiễm trùng
ASN20570,SRV185191,E0123,2021-10-17,Theo dõi bình thường
ASN20571,SRV48500,E0148,2023-08-08,Bệnh nhân VIP - chăm sóc kỹ
ASN20572,SRV48500,E0230,2022-07-11,Ca khó - chú ý nhé
ASN20573,SRV11005,E0173,2024-03-28,Theo dõi sát 24h đầu
ASN20574,SRV11005,E0261,2021-02-14,Cần theo dõi đặc biệt
ASN20575,SRV70457,E0143,2022-09-02,Theo dõi hậu phẫu thường quy
ASN20576,SRV29172,E0200,2023-09-14,Cần theo dõi đặc biệt
ASN20577,SRV29172,E0199,2023-02-22,Chú ý dấu hiệu nhiễm trùng
ASN20578,SRV131615,E0269,2021-07-03,Theo dõi hậu phẫu thường quy
ASN20579,SRV131615,E0260,2024-06-03,Theo dõi sát 24h đầu
ASN20580,SRV1194,E0161,2021-01-20,Theo dõi bình thường
ASN20581,SRV68363,E0161,2023-11-11,Theo dõi hậu phẫu thường quy
ASN20582,SRV91152,E0195,2024-06-27,Theo dõi hậu phẫu thường quy
ASN20583,SRV57946,E0136,2024-11-10,Theo dõi hậu phẫu thường quy
ASN20584,SRV57946,E0130,2021-12-25,Theo dõi hậu phẫu thường quy
ASN20585,SRV44628,E0212,2021-10-28,Ca khó - chú ý nhé
ASN20586,SRV72342,E0191,2021-01-06,Chú ý dấu hiệu nhiễm trùng
ASN20587,SRV72342,E0168,2021-07-26,Bệnh nhân VIP - chăm sóc kỹ
ASN20588,SRV82198,E0215,2022-05-22,Chú ý dấu hiệu nhiễm trùng
ASN20589,SRV82198,E0270,2023-07-31,Theo dõi sát 24h đầu
ASN20590,SRV9413,E0246,2023-05-31,Ca khó - chú ý nhé
ASN20591,SRV116153,E0235,2023-12-17,Cần theo dõi đặc biệt
ASN20592,SRV116153,E0183,2022-03-17,Chú ý dấu hiệu nhiễm trùng
ASN20593,SRV14405,E0265,2022-02-27,Chú ý dấu hiệu nhiễm trùng
ASN20594,SRV140205,E0164,2021-10-29,Chú ý dấu hiệu nhiễm trùng
ASN20595,SRV137383,E0155,2021-10-01,Theo dõi nhịp tim và hô hấp
ASN20596,SRV128841,E0176,2024-07-21,Theo dõi sát 24h đầu
ASN20597,SRV173655,E0126,2022-02-17,Ca khó - chú ý nhé
ASN20598,SRV173655,E0227,2022-11-04,Bệnh nhân VIP - chăm sóc kỹ
ASN20599,SRV174525,E0219,2022-05-19,Theo dõi nhịp tim và hô hấp
ASN20600,SRV13988,E0163,2023-11-16,Theo dõi nhịp tim và hô hấp
ASN20601,SRV13988,E0125,2022-12-02,Theo dõi hậu phẫu thường quy
ASN20602,SRV125353,E0180,2024-04-12,Chú ý dấu hiệu nhiễm trùng
ASN20603,SRV182913,E0177,2024-09-21,Cần theo dõi đặc biệt
ASN20604,SRV182913,E0203,2021-12-03,Ca khó - chú ý nhé
ASN20605,SRV55329,E0156,2022-06-26,Bệnh nhân VIP - chăm sóc kỹ
ASN20606,SRV55329,E0259,2022-11-02,Bệnh nhân VIP - chăm sóc kỹ
ASN20607,SRV102923,E0206,2023-02-05,Chú ý dấu hiệu nhiễm trùng
ASN20608,SRV91139,E0255,2023-07-10,Theo dõi sát 24h đầu
ASN20609,SRV74802,E0191,2023-01-01,Theo dõi hậu phẫu thường quy
ASN20610,SRV74802,E0250,2022-11-23,Theo dõi sát 24h đầu
ASN20611,SRV182566,E0149,2022-06-29,Cần theo dõi đặc biệt
ASN20612,SRV182566,E0211,2021-12-18,Theo dõi hậu phẫu thường quy
ASN20613,SRV138321,E0244,2024-10-27,Cần theo dõi đặc biệt
ASN20614,SRV138321,E0136,2023-12-21,Cần theo dõi đặc biệt
ASN20615,SRV139482,E0232,2022-10-21,Theo dõi bình thường
ASN20616,SRV26162,E0258,2023-08-02,Chú ý dấu hiệu nhiễm trùng
ASN20617,SRV159008,E0144,2023-07-12,Ca khó - chú ý nhé
ASN20618,SRV159008,E0234,2021-01-21,Theo dõi nhịp tim và hô hấp
ASN20619,SRV94659,E0153,2024-03-28,Theo dõi hậu phẫu thường quy
ASN20620,SRV94659,E0157,2023-03-28,Bệnh nhân VIP - chăm sóc kỹ
ASN20621,SRV193055,E0142,2022-11-12,Theo dõi sát 24h đầu
ASN20622,SRV195154,E0184,2022-10-27,Theo dõi bình thường
ASN20623,SRV133140,E0227,2022-11-16,Theo dõi bình thường
ASN20624,SRV13452,E0131,2023-04-10,Cần theo dõi đặc biệt
ASN20625,SRV13452,E0175,2023-08-06,Chú ý dấu hiệu nhiễm trùng
ASN20626,SRV133194,E0125,2024-07-24,Theo dõi hậu phẫu thường quy
ASN20627,SRV109732,E0141,2024-01-24,Bệnh nhân VIP - chăm sóc kỹ
ASN20628,SRV97143,E0258,2023-02-09,Ca khó - chú ý nhé
ASN20629,SRV97143,E0130,2021-07-31,Theo dõi nhịp tim và hô hấp
ASN20630,SRV141279,E0126,2022-08-23,Theo dõi hậu phẫu thường quy
ASN20631,SRV141279,E0166,2021-03-16,Cần theo dõi đặc biệt
ASN20632,SRV109716,E0243,2022-11-11,Theo dõi sát 24h đầu
ASN20633,SRV159685,E0264,2021-01-24,Theo dõi nhịp tim và hô hấp
ASN20634,SRV159685,E0139,2023-06-29,Bệnh nhân VIP - chăm sóc kỹ
ASN20635,SRV33370,E0133,2021-11-22,Theo dõi sát 24h đầu
ASN20636,SRV19566,E0260,2022-11-09,Chú ý dấu hiệu nhiễm trùng
ASN20637,SRV19566,E0133,2023-10-30,Theo dõi hậu phẫu thường quy
ASN20638,SRV108149,E0236,2021-04-23,Theo dõi hậu phẫu thường quy
ASN20639,SRV108149,E0201,2023-04-13,Cần theo dõi đặc biệt
ASN20640,SRV163155,E0239,2021-03-03,Chú ý dấu hiệu nhiễm trùng
ASN20641,SRV156802,E0149,2022-09-03,Theo dõi sát 24h đầu
ASN20642,SRV10680,E0163,2021-07-04,Chú ý dấu hiệu nhiễm trùng
ASN20643,SRV10680,E0235,2021-01-19,Cần theo dõi đặc biệt
ASN20644,SRV43555,E0132,2022-12-04,Ca khó - chú ý nhé
ASN20645,SRV43555,E0214,2023-05-29,Theo dõi hậu phẫu thường quy
ASN20646,SRV48107,E0244,2022-06-02,Chú ý dấu hiệu nhiễm trùng
ASN20647,SRV65244,E0200,2021-11-09,Theo dõi hậu phẫu thường quy
ASN20648,SRV65244,E0178,2024-06-24,Cần theo dõi đặc biệt
ASN20649,SRV9966,E0217,2021-07-03,Theo dõi nhịp tim và hô hấp
ASN20650,SRV147475,E0192,2022-04-14,Theo dõi hậu phẫu thường quy
ASN20651,SRV147475,E0190,2024-01-21,Theo dõi hậu phẫu thường quy
ASN20652,SRV194014,E0210,2024-07-10,Ca khó - chú ý nhé
ASN20653,SRV194014,E0219,2022-08-30,Bệnh nhân VIP - chăm sóc kỹ
ASN20654,SRV57280,E0166,2024-04-07,Theo dõi bình thường
ASN20655,SRV57280,E0260,2021-07-13,Theo dõi bình thường
ASN20656,SRV179962,E0128,2021-11-07,Bệnh nhân VIP - chăm sóc kỹ
ASN20657,SRV179962,E0241,2024-12-23,Cần theo dõi đặc biệt
ASN20658,SRV48971,E0249,2021-09-19,Theo dõi nhịp tim và hô hấp
ASN20659,SRV37870,E0134,2022-08-01,Cần theo dõi đặc biệt
ASN20660,SRV121166,E0238,2021-11-23,Theo dõi hậu phẫu thường quy
ASN20661,SRV121166,E0204,2021-08-02,Ca khó - chú ý nhé
ASN20662,SRV11412,E0184,2023-11-01,Theo dõi sát 24h đầu
ASN20663,SRV22846,E0206,2021-08-02,Theo dõi sát 24h đầu
ASN20664,SRV22846,E0222,2023-10-18,Theo dõi nhịp tim và hô hấp
ASN20665,SRV156545,E0121,2023-02-10,Theo dõi bình thường
ASN20666,SRV171584,E0221,2022-04-09,Bệnh nhân VIP - chăm sóc kỹ
ASN20667,SRV131744,E0181,2021-11-27,Theo dõi sát 24h đầu
ASN20668,SRV131744,E0167,2021-04-28,Ca khó - chú ý nhé
ASN20669,SRV39068,E0131,2021-02-22,Theo dõi bình thường
ASN20670,SRV39068,E0264,2021-09-22,Bệnh nhân VIP - chăm sóc kỹ
ASN20671,SRV106123,E0233,2023-11-05,Theo dõi hậu phẫu thường quy
ASN20672,SRV106123,E0194,2022-11-02,Theo dõi hậu phẫu thường quy
ASN20673,SRV70265,E0224,2023-03-20,Chú ý dấu hiệu nhiễm trùng
ASN20674,SRV25907,E0176,2023-09-14,Chú ý dấu hiệu nhiễm trùng
ASN20675,SRV137349,E0184,2021-10-25,Ca khó - chú ý nhé
ASN20676,SRV137349,E0193,2024-12-13,Cần theo dõi đặc biệt
ASN20677,SRV103998,E0236,2022-12-08,Theo dõi sát 24h đầu
ASN20678,SRV83507,E0167,2023-07-21,Theo dõi bình thường
ASN20679,SRV83507,E0160,2024-04-17,Cần theo dõi đặc biệt
ASN20680,SRV93762,E0207,2022-05-25,Theo dõi bình thường
ASN20681,SRV93762,E0213,2023-01-01,Theo dõi hậu phẫu thường quy
ASN20682,SRV123476,E0151,2021-12-11,Bệnh nhân VIP - chăm sóc kỹ
ASN20683,SRV123476,E0171,2022-04-19,Cần theo dõi đặc biệt
ASN20684,SRV49418,E0195,2022-10-14,Theo dõi nhịp tim và hô hấp
ASN20685,SRV49418,E0210,2023-12-05,Chú ý dấu hiệu nhiễm trùng
ASN20686,SRV82531,E0142,2023-11-26,Theo dõi bình thường
ASN20687,SRV82531,E0227,2021-07-25,Chú ý dấu hiệu nhiễm trùng
ASN20688,SRV50660,E0185,2023-09-16,Ca khó - chú ý nhé
ASN20689,SRV44555,E0130,2022-04-27,Chú ý dấu hiệu nhiễm trùng
ASN20690,SRV44555,E0155,2023-02-07,Theo dõi nhịp tim và hô hấp
ASN20691,SRV88133,E0140,2021-10-30,Cần theo dõi đặc biệt
ASN20692,SRV143956,E0245,2021-02-09,Cần theo dõi đặc biệt
ASN20693,SRV143956,E0132,2022-02-27,Ca khó - chú ý nhé
ASN20694,SRV137550,E0265,2023-05-16,Ca khó - chú ý nhé
ASN20695,SRV61810,E0162,2023-04-12,Ca khó - chú ý nhé
ASN20696,SRV61810,E0216,2024-09-17,Ca khó - chú ý nhé
ASN20697,SRV97020,E0232,2024-08-10,Theo dõi sát 24h đầu
ASN20698,SRV97020,E0136,2024-07-10,Bệnh nhân VIP - chăm sóc kỹ
ASN20699,SRV135605,E0270,2024-10-30,Bệnh nhân VIP - chăm sóc kỹ
ASN20700,SRV135605,E0178,2021-01-09,Bệnh nhân VIP - chăm sóc kỹ
ASN20701,SRV16885,E0196,2023-06-27,Theo dõi hậu phẫu thường quy
ASN20702,SRV16885,E0129,2022-05-02,Theo dõi nhịp tim và hô hấp
ASN20703,SRV29795,E0185,2023-01-04,Theo dõi bình thường
ASN20704,SRV134027,E0148,2024-06-07,Theo dõi nhịp tim và hô hấp
ASN20705,SRV134027,E0244,2024-01-28,Theo dõi bình thường
ASN20706,SRV39437,E0254,2023-09-22,Theo dõi nhịp tim và hô hấp
ASN20707,SRV31629,E0237,2022-01-17,Theo dõi sát 24h đầu
ASN20708,SRV50434,E0182,2022-06-12,Theo dõi sát 24h đầu
ASN20709,SRV173246,E0232,2024-12-28,Bệnh nhân VIP - chăm sóc kỹ
ASN20710,SRV158556,E0167,2022-02-16,Chú ý dấu hiệu nhiễm trùng
ASN20711,SRV106958,E0145,2023-11-04,Bệnh nhân VIP - chăm sóc kỹ
ASN20712,SRV106958,E0220,2022-12-31,Theo dõi nhịp tim và hô hấp
ASN20713,SRV126318,E0182,2021-10-30,Theo dõi nhịp tim và hô hấp
ASN20714,SRV126318,E0235,2023-08-13,Chú ý dấu hiệu nhiễm trùng
ASN20715,SRV109164,E0202,2024-07-23,Bệnh nhân VIP - chăm sóc kỹ
ASN20716,SRV116666,E0206,2023-11-13,Bệnh nhân VIP - chăm sóc kỹ
ASN20717,SRV116666,E0173,2021-08-07,Ca khó - chú ý nhé
ASN20718,SRV59307,E0151,2022-07-06,Ca khó - chú ý nhé
ASN20719,SRV59307,E0223,2024-07-27,Theo dõi nhịp tim và hô hấp
ASN20720,SRV137055,E0178,2024-03-07,Bệnh nhân VIP - chăm sóc kỹ
ASN20721,SRV137055,E0227,2024-05-14,Bệnh nhân VIP - chăm sóc kỹ
ASN20722,SRV98293,E0186,2021-08-25,Bệnh nhân VIP - chăm sóc kỹ
ASN20723,SRV124308,E0188,2022-12-31,Chú ý dấu hiệu nhiễm trùng
ASN20724,SRV166292,E0168,2021-08-18,Bệnh nhân VIP - chăm sóc kỹ
ASN20725,SRV51306,E0180,2024-06-08,Theo dõi nhịp tim và hô hấp
ASN20726,SRV52455,E0124,2022-10-22,Theo dõi bình thường
ASN20727,SRV86464,E0244,2024-08-17,Bệnh nhân VIP - chăm sóc kỹ
ASN20728,SRV86464,E0251,2024-04-04,Theo dõi bình thường
ASN20729,SRV157955,E0235,2021-12-09,Theo dõi hậu phẫu thường quy
ASN20730,SRV182440,E0264,2023-05-29,Theo dõi bình thường
ASN20731,SRV182440,E0210,2023-12-05,Chú ý dấu hiệu nhiễm trùng
ASN20732,SRV173441,E0156,2024-06-19,Bệnh nhân VIP - chăm sóc kỹ
ASN20733,SRV114117,E0149,2022-04-22,Ca khó - chú ý nhé
ASN20734,SRV114117,E0129,2023-12-14,Theo dõi nhịp tim và hô hấp
ASN20735,SRV167449,E0131,2024-02-10,Ca khó - chú ý nhé
ASN20736,SRV78978,E0253,2021-02-03,Ca khó - chú ý nhé
ASN20737,SRV74870,E0122,2023-02-09,Cần theo dõi đặc biệt
ASN20738,SRV74870,E0249,2023-10-16,Theo dõi bình thường
ASN20739,SRV6105,E0244,2024-10-14,Bệnh nhân VIP - chăm sóc kỹ
ASN20740,SRV103811,E0136,2023-12-22,Theo dõi hậu phẫu thường quy
ASN20741,SRV103811,E0248,2021-08-25,Cần theo dõi đặc biệt
ASN20742,SRV19337,E0203,2022-02-15,Theo dõi sát 24h đầu
ASN20743,SRV79975,E0156,2022-10-15,Ca khó - chú ý nhé
ASN20744,SRV79975,E0262,2021-11-04,Theo dõi nhịp tim và hô hấp
ASN20745,SRV72479,E0247,2023-02-02,Chú ý dấu hiệu nhiễm trùng
ASN20746,SRV169891,E0178,2021-08-24,Theo dõi sát 24h đầu
ASN20747,SRV169891,E0192,2022-05-16,Ca khó - chú ý nhé
ASN20748,SRV122904,E0218,2022-02-18,Theo dõi nhịp tim và hô hấp
ASN20749,SRV122904,E0199,2022-05-30,Theo dõi sát 24h đầu
ASN20750,SRV3311,E0159,2021-08-21,Bệnh nhân VIP - chăm sóc kỹ
ASN20751,SRV3311,E0169,2023-07-31,Theo dõi nhịp tim và hô hấp
ASN20752,SRV168706,E0206,2024-07-17,Theo dõi hậu phẫu thường quy
ASN20753,SRV128534,E0217,2022-10-05,Theo dõi nhịp tim và hô hấp
ASN20754,SRV128534,E0144,2023-01-05,Bệnh nhân VIP - chăm sóc kỹ
ASN20755,SRV132883,E0222,2021-12-09,Cần theo dõi đặc biệt
ASN20756,SRV149407,E0252,2023-09-29,Chú ý dấu hiệu nhiễm trùng
ASN20757,SRV149407,E0255,2024-06-28,Theo dõi nhịp tim và hô hấp
ASN20758,SRV180521,E0180,2023-03-29,Cần theo dõi đặc biệt
ASN20759,SRV180521,E0185,2021-06-10,Cần theo dõi đặc biệt
ASN20760,SRV171643,E0240,2022-06-23,Theo dõi bình thường
ASN20761,SRV43773,E0259,2023-09-18,Theo dõi bình thường
ASN20762,SRV43773,E0128,2023-11-10,Ca khó - chú ý nhé
ASN20763,SRV171983,E0205,2024-12-03,Theo dõi hậu phẫu thường quy
ASN20764,SRV89340,E0232,2024-01-16,Theo dõi hậu phẫu thường quy
ASN20765,SRV89340,E0236,2023-01-27,Theo dõi hậu phẫu thường quy
ASN20766,SRV178369,E0129,2022-06-01,Theo dõi nhịp tim và hô hấp
ASN20767,SRV178369,E0167,2021-12-31,Ca khó - chú ý nhé
ASN20768,SRV89441,E0216,2024-02-08,Theo dõi bình thường
ASN20769,SRV180344,E0211,2022-01-19,Ca khó - chú ý nhé
ASN20770,SRV122558,E0131,2022-06-19,Theo dõi nhịp tim và hô hấp
ASN20771,SRV122558,E0162,2021-08-23,Chú ý dấu hiệu nhiễm trùng
ASN20772,SRV177092,E0260,2021-08-02,Theo dõi bình thường
ASN20773,SRV83054,E0168,2024-01-24,Chú ý dấu hiệu nhiễm trùng
ASN20774,SRV83054,E0174,2021-03-09,Ca khó - chú ý nhé
ASN20775,SRV47543,E0221,2022-01-08,Ca khó - chú ý nhé
ASN20776,SRV194798,E0195,2023-07-18,Bệnh nhân VIP - chăm sóc kỹ
ASN20777,SRV194798,E0168,2021-11-17,Theo dõi nhịp tim và hô hấp
ASN20778,SRV50679,E0137,2022-11-25,Theo dõi sát 24h đầu
ASN20779,SRV50679,E0169,2022-08-13,Theo dõi nhịp tim và hô hấp
ASN20780,SRV176405,E0181,2022-09-13,Cần theo dõi đặc biệt
ASN20781,SRV176405,E0255,2022-12-03,Cần theo dõi đặc biệt
ASN20782,SRV76579,E0238,2023-04-20,Chú ý dấu hiệu nhiễm trùng
ASN20783,SRV76579,E0124,2021-10-02,Theo dõi bình thường
ASN20784,SRV162077,E0126,2024-04-26,Theo dõi sát 24h đầu
ASN20785,SRV162077,E0174,2023-03-07,Theo dõi hậu phẫu thường quy
ASN20786,SRV55978,E0149,2022-04-06,Theo dõi sát 24h đầu
ASN20787,SRV103686,E0188,2023-09-11,Theo dõi nhịp tim và hô hấp
ASN20788,SRV131270,E0225,2023-04-05,Theo dõi hậu phẫu thường quy
ASN20789,SRV131270,E0190,2022-07-17,Theo dõi hậu phẫu thường quy
ASN20790,SRV95240,E0135,2023-12-22,Theo dõi hậu phẫu thường quy
ASN20791,SRV95240,E0192,2023-11-17,Bệnh nhân VIP - chăm sóc kỹ
ASN20792,SRV106261,E0183,2022-10-15,Chú ý dấu hiệu nhiễm trùng
ASN20793,SRV74311,E0195,2024-10-06,Theo dõi nhịp tim và hô hấp
ASN20794,SRV74311,E0259,2024-05-05,Chú ý dấu hiệu nhiễm trùng
ASN20795,SRV67737,E0243,2021-11-03,Cần theo dõi đặc biệt
ASN20796,SRV67737,E0197,2024-03-21,Bệnh nhân VIP - chăm sóc kỹ
ASN20797,SRV166445,E0177,2024-05-22,Ca khó - chú ý nhé
ASN20798,SRV166445,E0188,2023-10-17,Theo dõi sát 24h đầu
ASN20799,SRV190734,E0163,2024-09-26,Bệnh nhân VIP - chăm sóc kỹ
ASN20800,SRV89554,E0231,2024-01-30,Chú ý dấu hiệu nhiễm trùng
ASN20801,SRV89554,E0201,2021-03-07,Chú ý dấu hiệu nhiễm trùng
ASN20802,SRV31883,E0122,2024-02-02,Chú ý dấu hiệu nhiễm trùng
ASN20803,SRV19198,E0162,2023-05-17,Theo dõi bình thường
ASN20804,SRV48846,E0250,2023-08-27,Theo dõi hậu phẫu thường quy
ASN20805,SRV48846,E0270,2024-03-12,Theo dõi hậu phẫu thường quy
ASN20806,SRV7282,E0205,2023-10-09,Bệnh nhân VIP - chăm sóc kỹ
ASN20807,SRV179347,E0183,2021-11-27,Theo dõi bình thường
ASN20808,SRV115115,E0195,2024-12-27,Theo dõi sát 24h đầu
ASN20809,SRV115115,E0215,2023-09-18,Cần theo dõi đặc biệt
ASN20810,SRV29921,E0132,2023-10-17,Theo dõi nhịp tim và hô hấp
ASN20811,SRV182096,E0254,2021-07-30,Theo dõi hậu phẫu thường quy
ASN20812,SRV182096,E0216,2023-10-24,Theo dõi nhịp tim và hô hấp
ASN20813,SRV106612,E0256,2022-07-25,Bệnh nhân VIP - chăm sóc kỹ
ASN20814,SRV176254,E0261,2021-04-04,Theo dõi hậu phẫu thường quy
ASN20815,SRV176254,E0183,2022-10-29,Cần theo dõi đặc biệt
ASN20816,SRV37514,E0164,2021-06-27,Bệnh nhân VIP - chăm sóc kỹ
ASN20817,SRV196170,E0166,2022-05-04,Theo dõi bình thường
ASN20818,SRV196170,E0270,2021-09-15,Theo dõi hậu phẫu thường quy
ASN20819,SRV131103,E0256,2022-12-01,Theo dõi sát 24h đầu
ASN20820,SRV131103,E0234,2022-02-05,Theo dõi nhịp tim và hô hấp
ASN20821,SRV163293,E0137,2023-05-25,Cần theo dõi đặc biệt
ASN20822,SRV163293,E0245,2022-05-10,Bệnh nhân VIP - chăm sóc kỹ
ASN20823,SRV6164,E0133,2022-05-07,Cần theo dõi đặc biệt
ASN20824,SRV6164,E0131,2024-08-13,Chú ý dấu hiệu nhiễm trùng
ASN20825,SRV188934,E0220,2021-05-25,Ca khó - chú ý nhé
ASN20826,SRV141042,E0171,2023-04-27,Theo dõi sát 24h đầu
ASN20827,SRV141042,E0243,2021-03-22,Theo dõi nhịp tim và hô hấp
ASN20828,SRV18793,E0220,2024-11-04,Theo dõi bình thường
ASN20829,SRV29434,E0207,2022-05-07,Theo dõi bình thường
ASN20830,SRV27932,E0226,2022-11-30,Cần theo dõi đặc biệt
ASN20831,SRV27932,E0175,2024-11-08,Ca khó - chú ý nhé
ASN20832,SRV175236,E0129,2023-10-17,Theo dõi hậu phẫu thường quy
ASN20833,SRV142452,E0167,2022-12-08,Theo dõi nhịp tim và hô hấp
ASN20834,SRV127310,E0191,2021-10-12,Theo dõi sát 24h đầu
ASN20835,SRV105562,E0212,2021-10-15,Theo dõi sát 24h đầu
ASN20836,SRV105562,E0132,2021-01-26,Theo dõi nhịp tim và hô hấp
ASN20837,SRV86015,E0138,2021-10-12,Bệnh nhân VIP - chăm sóc kỹ
ASN20838,SRV86015,E0205,2024-06-22,Theo dõi hậu phẫu thường quy
ASN20839,SRV144536,E0221,2024-07-08,Chú ý dấu hiệu nhiễm trùng
ASN20840,SRV144536,E0140,2023-04-28,Theo dõi hậu phẫu thường quy
ASN20841,SRV194676,E0241,2022-01-08,Theo dõi nhịp tim và hô hấp
ASN20842,SRV194676,E0158,2024-07-14,Ca khó - chú ý nhé
ASN20843,SRV141502,E0124,2024-02-09,Ca khó - chú ý nhé
ASN20844,SRV38619,E0150,2022-11-04,Theo dõi sát 24h đầu
ASN20845,SRV133627,E0192,2024-04-13,Theo dõi hậu phẫu thường quy
ASN20846,SRV194674,E0224,2024-02-26,Theo dõi bình thường
ASN20847,SRV194674,E0244,2024-07-17,Chú ý dấu hiệu nhiễm trùng
ASN20848,SRV92441,E0193,2022-08-03,Theo dõi nhịp tim và hô hấp
ASN20849,SRV92441,E0250,2021-01-02,Ca khó - chú ý nhé
ASN20850,SRV186882,E0149,2022-01-13,Theo dõi sát 24h đầu
