InvoiceID,CustomerID,CID,CardID,CreatedDate,CreatedTime,TotalPrice,PaymentMoney,PaymentTypeID
INV138886,CUS79227,E0137,CARD03508,2023-11-26,11:00:00,155863,155863,PM01
INV138887,CUS72673,E0377,CARD49439,2022-04-15,08:00:00,2169043,2169043,PM01
INV138888,CUS55520,E0453,CARD21935,2023-09-10,08:00:00,2834215,2834215,PM02
INV138889,CUS53966,E0229,CARD49561,2022-06-02,08:00:00,1255991,1255991,PM03
INV138890,CUS69610,E0257,CARD46914,2023-12-28,08:00:00,1413691,1413691,PM02
INV138891,CUS31756,E0284,CARD20658,2022-02-26,11:00:00,1810687,1810687,PM03
INV138892,CUS31292,E0039,CARD43934,2023-03-31,11:00:00,2756836,2756836,PM03
INV138893,CUS37510,E0100,CARD36726,2022-03-25,14:00:00,1958923,1958923,PM03
INV138894,CUS25364,E0484,CARD43427,2023-11-03,11:00:00,1265520,1265520,PM04
INV138895,CUS53124,E0134,CARD27402,2024-03-18,18:00:00,1043370,1043370,PM04
INV138896,CUS17594,E0058,CARD47467,2022-02-24,11:00:00,343471,343471,PM02
INV138897,CUS04647,E0148,CARD01986,2023-09-28,14:00:00,1290638,1290638,PM04
INV138898,CUS27469,E0219,CARD40973,2024-02-12,08:00:00,2286629,2286629,PM02
INV138899,CUS78604,E0281,CARD43856,2022-05-09,18:00:00,1016815,1016815,PM01
INV138900,CUS11993,E0363,CARD10498,2024-05-29,08:00:00,1105347,1105347,PM04
INV138901,CUS39541,E0438,CARD00677,2022-12-20,11:00:00,532247,532247,PM01
INV138902,CUS26527,E0070,CARD40815,2023-07-13,08:00:00,814461,814461,PM02
INV138903,CUS31129,E0442,CARD23264,2023-10-15,18:00:00,1654721,1654721,PM03
INV138904,CUS00328,E0400,CARD26531,2023-04-05,11:00:00,2182110,2182110,PM03
INV138905,CUS56533,E0343,CARD44786,2023-05-07,14:00:00,2738062,2738062,PM02
INV138906,CUS55236,E0360,CARD12927,2022-05-09,18:00:00,1201786,1201786,PM01
INV138907,CUS12720,E0113,CARD40869,2023-12-10,11:00:00,137719,137719,PM01
INV138908,CUS70884,E0200,CARD06383,2022-07-01,14:00:00,2015384,2015384,PM04
INV138909,CUS49990,E0413,CARD16534,2022-10-23,14:00:00,2643911,2643911,PM04
INV138910,CUS28189,E0167,CARD43638,2024-11-10,11:00:00,396817,396817,PM03
INV138911,CUS12492,E0054,CARD41320,2023-01-31,18:00:00,1194414,1194414,PM01
INV138912,CUS43417,E0304,CARD07971,2023-02-10,14:00:00,2513024,2513024,PM01
INV138913,CUS08639,E0120,CARD28876,2022-12-23,11:00:00,2408214,2408214,PM02
INV138914,CUS75043,E0451,CARD36884,2024-08-06,18:00:00,600308,600308,PM01
INV138915,CUS24214,E0247,CARD01955,2022-11-19,11:00:00,1309674,1309674,PM01
INV138916,CUS53792,E0434,CARD33152,2022-10-23,08:00:00,54219,54219,PM04
INV138917,CUS10186,E0067,CARD38471,2024-05-28,11:00:00,1683002,1683002,PM02
INV138918,CUS25217,E0423,CARD33585,2022-12-14,18:00:00,2683142,2683142,PM03
INV138919,CUS52039,E0470,CARD15271,2023-12-02,08:00:00,1402340,1402340,PM01
INV138920,CUS48724,E0017,CARD21981,2023-12-11,11:00:00,175680,175680,PM03
INV138921,CUS34960,E0106,CARD25813,2024-07-05,18:00:00,1985227,1985227,PM01
INV138922,CUS60048,E0059,CARD47158,2022-03-11,08:00:00,177559,177559,PM02
INV138923,CUS38006,E0009,CARD07766,2022-08-06,08:00:00,1890780,1890780,PM03
INV138924,CUS31025,E0341,CARD17494,2022-05-25,11:00:00,1237967,1237967,PM03
INV138925,CUS06848,E0496,CARD00704,2022-01-25,18:00:00,833317,833317,PM02
INV138926,CUS06875,E0496,CARD42633,2022-06-08,14:00:00,282872,282872,PM03
INV138927,CUS62684,E0328,CARD30279,2022-02-17,14:00:00,1469531,1469531,PM01
INV138928,CUS17206,E0314,CARD21248,2024-01-01,18:00:00,1053051,1053051,PM04
INV138929,CUS12427,E0148,CARD42190,2023-03-24,18:00:00,2931481,2931481,PM01
INV138930,CUS38256,E0396,CARD20574,2023-08-21,14:00:00,736983,736983,PM04
INV138931,CUS42859,E0347,CARD35772,2022-02-26,14:00:00,1374212,1374212,PM04
INV138932,CUS58054,E0063,CARD38888,2024-12-30,14:00:00,995203,995203,PM02
INV138933,CUS68716,E0288,CARD28656,2024-06-12,08:00:00,2708296,2708296,PM04
INV138934,CUS76993,E0004,CARD08380,2022-12-28,08:00:00,2257027,2257027,PM03
INV138935,CUS44245,E0150,CARD18533,2023-08-24,08:00:00,605717,605717,PM02
INV138936,CUS41861,E0385,CARD48090,2023-06-02,11:00:00,2465658,2465658,PM02
INV138937,CUS30119,E0115,CARD07570,2023-03-19,14:00:00,1558617,1558617,PM02
INV138938,CUS36972,E0145,CARD17396,2023-04-10,18:00:00,1950694,1950694,PM01
INV138939,CUS24201,E0129,CARD38103,2022-12-11,08:00:00,1220945,1220945,PM01
INV138940,CUS62471,E0011,CARD07717,2022-06-07,18:00:00,1343533,1343533,PM01
INV138941,CUS32696,E0292,CARD29367,2023-04-12,14:00:00,748471,748471,PM02
INV138942,CUS31604,E0426,CARD18120,2024-08-31,18:00:00,989494,989494,PM03
INV138943,CUS19819,E0415,CARD21526,2024-03-07,11:00:00,427265,427265,PM04
INV138944,CUS67585,E0099,CARD17305,2024-08-13,11:00:00,1528821,1528821,PM02
INV138945,CUS09669,E0081,CARD28235,2024-04-14,14:00:00,1493935,1493935,PM02
INV138946,CUS27612,E0417,CARD06520,2024-04-19,11:00:00,1204623,1204623,PM01
INV138947,CUS34519,E0249,CARD41459,2024-07-10,18:00:00,316320,316320,PM04
INV138948,CUS05148,E0273,CARD04679,2023-09-25,14:00:00,1353196,1353196,PM02
INV138949,CUS77044,E0021,CARD38485,2023-03-19,14:00:00,2266348,2266348,PM02
INV138950,CUS19743,E0232,CARD06828,2024-05-09,11:00:00,1347828,1347828,PM01
INV138951,CUS11861,E0323,CARD17054,2022-01-24,08:00:00,2763365,2763365,PM01
INV138952,CUS05056,E0239,CARD11513,2022-08-29,11:00:00,2555846,2555846,PM04
INV138953,CUS05882,E0414,CARD04960,2023-07-18,08:00:00,2944549,2944549,PM03
INV138954,CUS12780,E0014,CARD21978,2024-10-18,11:00:00,2600156,2600156,PM01
INV138955,CUS07400,E0439,CARD34022,2024-03-24,18:00:00,822185,822185,PM03
INV138956,CUS28499,E0395,CARD33703,2022-09-13,11:00:00,2567367,2567367,PM02
INV138957,CUS40154,E0153,CARD16029,2024-01-15,11:00:00,2339362,2339362,PM02
INV138958,CUS62985,E0172,CARD25135,2022-08-26,14:00:00,2205241,2205241,PM01
INV138959,CUS71777,E0443,CARD23385,2023-11-25,11:00:00,2632423,2632423,PM01
INV138960,CUS19389,E0445,CARD14841,2024-03-31,18:00:00,108770,108770,PM01
INV138961,CUS52540,E0453,CARD33463,2023-09-15,14:00:00,1831978,1831978,PM01
INV138962,CUS37416,E0052,CARD15300,2022-10-28,14:00:00,179188,179188,PM02
INV138963,CUS41427,E0403,CARD42223,2022-06-14,18:00:00,2275933,2275933,PM04
INV138964,CUS75229,E0119,CARD02971,2023-06-30,08:00:00,460683,460683,PM04
INV138965,CUS38568,E0119,CARD04096,2022-05-12,18:00:00,2193439,2193439,PM03
INV138966,CUS41420,E0287,CARD03271,2022-12-15,18:00:00,999835,999835,PM02
INV138967,CUS75148,E0154,CARD45082,2024-09-10,08:00:00,1143598,1143598,PM02
INV138968,CUS30163,E0231,CARD21987,2024-08-20,11:00:00,2740216,2740216,PM01
INV138969,CUS03371,E0036,CARD32746,2022-11-16,14:00:00,2914314,2914314,PM02
INV138970,CUS73093,E0362,CARD15198,2023-09-27,08:00:00,61476,61476,PM03
INV138971,CUS19608,E0299,CARD06839,2022-12-27,11:00:00,875587,875587,PM01
INV138972,CUS04715,E0321,CARD01385,2024-09-01,18:00:00,318430,318430,PM02
INV138973,CUS67257,E0180,CARD41257,2023-03-21,08:00:00,2456501,2456501,PM01
INV138974,CUS53668,E0127,CARD27724,2022-09-13,08:00:00,155903,155903,PM01
INV138975,CUS07402,E0393,CARD05406,2024-01-07,08:00:00,2802881,2802881,PM01
INV138976,CUS55009,E0457,CARD05525,2023-07-11,08:00:00,490415,490415,PM03
INV138977,CUS02472,E0386,CARD01484,2024-11-12,18:00:00,1009632,1009632,PM01
INV138978,CUS56720,E0200,CARD46852,2022-03-14,11:00:00,2993946,2993946,PM03
INV138979,CUS12869,E0468,CARD45434,2024-03-28,18:00:00,425646,425646,PM04
INV138980,CUS44366,E0344,CARD49248,2022-10-22,14:00:00,2612832,2612832,PM01
INV138981,CUS61706,E0024,CARD02047,2024-04-21,11:00:00,355546,355546,PM03
INV138982,CUS46322,E0195,CARD47218,2022-03-05,18:00:00,2299471,2299471,PM01
INV138983,CUS08575,E0371,CARD48649,2022-10-04,14:00:00,1500814,1500814,PM02
INV138984,CUS09092,E0210,CARD21674,2024-01-12,11:00:00,2410771,2410771,PM03
INV138985,CUS27079,E0067,CARD30693,2023-01-31,11:00:00,1063418,1063418,PM03
INV138986,CUS69453,E0300,CARD12639,2023-08-01,08:00:00,2147735,2147735,PM01
INV138987,CUS32045,E0125,CARD24956,2024-05-22,11:00:00,682517,682517,PM03
INV138988,CUS74235,E0281,CARD05454,2023-03-20,18:00:00,1610480,1610480,PM03
INV138989,CUS52855,E0284,CARD21428,2023-03-15,08:00:00,2134019,2134019,PM04
INV138990,CUS54624,E0128,CARD48664,2022-12-13,11:00:00,945054,945054,PM01
INV138991,CUS07179,E0104,CARD13957,2023-03-22,18:00:00,1749304,1749304,PM04
INV138992,CUS31159,E0267,CARD34206,2024-08-21,14:00:00,1882252,1882252,PM02
INV138993,CUS76226,E0456,CARD21658,2024-08-31,11:00:00,1190160,1190160,PM02
INV138994,CUS72458,E0033,CARD27549,2022-05-09,18:00:00,969210,969210,PM01
INV138995,CUS42067,E0296,CARD08429,2022-04-18,08:00:00,2095756,2095756,PM01
INV138996,CUS31011,E0017,CARD48557,2023-08-05,11:00:00,2490087,2490087,PM04
INV138997,CUS28300,E0037,CARD22600,2022-02-06,18:00:00,1339973,1339973,PM02
INV138998,CUS11351,E0149,CARD12301,2024-04-28,08:00:00,2248122,2248122,PM04
INV138999,CUS03797,E0142,CARD24147,2023-08-18,08:00:00,2956942,2956942,PM01
INV139000,CUS63002,E0457,CARD11019,2023-01-26,14:00:00,1414150,1414150,PM04
INV139001,CUS60555,E0369,CARD13708,2022-01-19,11:00:00,2844916,2844916,PM04
INV139002,CUS36371,E0228,CARD18474,2024-04-30,14:00:00,281115,281115,PM02
INV139003,CUS71395,E0415,CARD39946,2024-10-17,14:00:00,96392,96392,PM02
INV139004,CUS40585,E0416,CARD38126,2023-11-14,08:00:00,2788049,2788049,PM01
INV139005,CUS76316,E0386,CARD00363,2024-05-25,11:00:00,882725,882725,PM03
INV139006,CUS68937,E0446,CARD14417,2022-05-29,18:00:00,1667331,1667331,PM03
INV139007,CUS42030,E0203,CARD42267,2022-11-11,14:00:00,2965941,2965941,PM03
INV139008,CUS11201,E0293,CARD21433,2024-07-10,18:00:00,2154799,2154799,PM02
INV139009,CUS47697,E0263,CARD17514,2024-12-08,08:00:00,1105662,1105662,PM01
INV139010,CUS60031,E0220,CARD42515,2024-12-08,08:00:00,2450878,2450878,PM04
INV139011,CUS49107,E0199,CARD12236,2022-02-09,11:00:00,234970,234970,PM03
INV139012,CUS54301,E0115,CARD48153,2024-06-25,08:00:00,447984,447984,PM04
INV139013,CUS42457,E0142,CARD01160,2022-08-09,14:00:00,830353,830353,PM04
INV139014,CUS48714,E0365,CARD48728,2024-08-23,18:00:00,224681,224681,PM03
INV139015,CUS02222,E0240,CARD02818,2022-03-20,14:00:00,1315475,1315475,PM04
INV139016,CUS70546,E0472,CARD19651,2023-05-21,11:00:00,1350025,1350025,PM04
INV139017,CUS72651,E0422,CARD16124,2022-05-07,11:00:00,657253,657253,PM01
INV139018,CUS56346,E0206,CARD18283,2023-06-23,18:00:00,1493940,1493940,PM03
INV139019,CUS49457,E0248,CARD29545,2022-10-10,11:00:00,2753253,2753253,PM01
INV139020,CUS54696,E0343,CARD27779,2024-07-02,08:00:00,2511679,2511679,PM01
INV139021,CUS79097,E0365,CARD20131,2022-08-25,08:00:00,867816,867816,PM04
INV139022,CUS26297,E0123,CARD29794,2024-10-24,14:00:00,969413,969413,PM01
INV139023,CUS45582,E0230,CARD20986,2024-07-03,11:00:00,1621517,1621517,PM01
INV139024,CUS02382,E0298,CARD22505,2024-02-27,14:00:00,2556164,2556164,PM03
INV139025,CUS02635,E0033,CARD15023,2023-02-26,14:00:00,2453472,2453472,PM03
INV139026,CUS76206,E0117,CARD49386,2022-07-05,11:00:00,459011,459011,PM02
INV139027,CUS34490,E0436,CARD40252,2023-07-14,08:00:00,2305671,2305671,PM02
INV139028,CUS61724,E0266,CARD29363,2022-11-23,11:00:00,1870361,1870361,PM04
INV139029,CUS00364,E0265,CARD34941,2024-09-21,11:00:00,2878346,2878346,PM02
INV139030,CUS13897,E0135,CARD30525,2022-03-06,18:00:00,483258,483258,PM03
INV139031,CUS25092,E0256,CARD21371,2024-03-21,08:00:00,210692,210692,PM01
INV139032,CUS10807,E0479,CARD23437,2023-08-22,11:00:00,1503871,1503871,PM03
INV139033,CUS39554,E0072,CARD43508,2023-04-03,08:00:00,805917,805917,PM01
INV139034,CUS48379,E0299,CARD05323,2024-12-07,18:00:00,1640801,1640801,PM04
INV139035,CUS11511,E0106,CARD37111,2024-07-24,08:00:00,1409007,1409007,PM03
INV139036,CUS47518,E0302,CARD35252,2023-12-01,11:00:00,385107,385107,PM04
INV139037,CUS45486,E0320,CARD21865,2024-02-03,11:00:00,2239099,2239099,PM03
INV139038,CUS73986,E0251,CARD19283,2024-05-07,18:00:00,2165117,2165117,PM04
INV139039,CUS11529,E0026,CARD21520,2023-06-09,14:00:00,2791582,2791582,PM03
INV139040,CUS43352,E0272,CARD46531,2022-05-02,18:00:00,1514484,1514484,PM04
INV139041,CUS63295,E0280,CARD01794,2024-11-14,14:00:00,494774,494774,PM04
INV139042,CUS08767,E0354,CARD24312,2022-01-21,14:00:00,789581,789581,PM03
INV139043,CUS49347,E0409,CARD31365,2023-07-09,14:00:00,2182034,2182034,PM03
INV139044,CUS55282,E0340,CARD13543,2024-04-02,08:00:00,1515897,1515897,PM02
INV139045,CUS13035,E0090,CARD32220,2024-09-01,14:00:00,498793,498793,PM02
INV139046,CUS09416,E0264,CARD47425,2022-03-03,18:00:00,2024670,2024670,PM01
INV139047,CUS54238,E0289,CARD05839,2024-04-12,11:00:00,2914210,2914210,PM01
INV139048,CUS30886,E0242,CARD02924,2024-05-18,11:00:00,793000,793000,PM03
INV139049,CUS60115,E0370,CARD30617,2022-12-15,08:00:00,65581,65581,PM04
INV139050,CUS24294,E0147,CARD38205,2024-02-10,14:00:00,2580330,2580330,PM03
INV139051,CUS17028,E0052,CARD01168,2022-08-02,18:00:00,2763889,2763889,PM02
INV139052,CUS79463,E0319,CARD08061,2022-02-05,11:00:00,2203053,2203053,PM03
INV139053,CUS47517,E0325,CARD05119,2023-07-11,08:00:00,2127195,2127195,PM02
INV139054,CUS43238,E0252,CARD30508,2023-08-28,14:00:00,2778990,2778990,PM02
INV139055,CUS31315,E0406,CARD39508,2022-06-04,14:00:00,1641189,1641189,PM04
INV139056,CUS23257,E0284,CARD05904,2023-10-23,08:00:00,238827,238827,PM04
INV139057,CUS41769,E0465,CARD30967,2023-04-02,08:00:00,877546,877546,PM01
INV139058,CUS50159,E0413,CARD29556,2022-01-13,18:00:00,2126592,2126592,PM02
INV139059,CUS60426,E0499,CARD30961,2024-05-26,18:00:00,2308019,2308019,PM02
INV139060,CUS50993,E0281,CARD33832,2023-10-13,18:00:00,93636,93636,PM04
INV139061,CUS73514,E0196,CARD49075,2022-10-18,11:00:00,1873761,1873761,PM02
INV139062,CUS13895,E0369,CARD30169,2024-12-23,14:00:00,867879,867879,PM04
INV139063,CUS67739,E0436,CARD02797,2022-05-26,11:00:00,1710748,1710748,PM02
INV139064,CUS73775,E0334,CARD31209,2024-03-20,11:00:00,2389799,2389799,PM04
INV139065,CUS54783,E0160,CARD15631,2024-08-12,18:00:00,175205,175205,PM01
INV139066,CUS19776,E0280,CARD08703,2023-05-09,11:00:00,2747750,2747750,PM01
INV139067,CUS31904,E0475,CARD38579,2024-11-06,14:00:00,2539602,2539602,PM03
INV139068,CUS37255,E0236,CARD02957,2023-11-15,11:00:00,1427707,1427707,PM03
INV139069,CUS34751,E0397,CARD46555,2024-09-11,11:00:00,2321463,2321463,PM02
INV139070,CUS54799,E0312,CARD39896,2024-05-24,14:00:00,2561931,2561931,PM01
INV139071,CUS31847,E0153,CARD49165,2024-12-20,11:00:00,1983231,1983231,PM03
INV139072,CUS05748,E0068,CARD41922,2023-12-23,08:00:00,2552452,2552452,PM02
INV139073,CUS58103,E0346,CARD20851,2022-04-26,08:00:00,2851105,2851105,PM04
INV139074,CUS57015,E0080,CARD08125,2022-01-16,08:00:00,2304631,2304631,PM04
INV139075,CUS01558,E0305,CARD22968,2024-12-09,08:00:00,2383566,2383566,PM01
INV139076,CUS45204,E0074,CARD03614,2024-12-23,08:00:00,2677540,2677540,PM01
INV139077,CUS01289,E0383,CARD17188,2022-09-15,18:00:00,601956,601956,PM04
INV139078,CUS12205,E0188,CARD29401,2022-02-07,18:00:00,1568125,1568125,PM03
INV139079,CUS78951,E0121,CARD29981,2022-01-07,08:00:00,2017592,2017592,PM04
INV139080,CUS79839,E0404,CARD39110,2023-01-09,08:00:00,2874615,2874615,PM02
INV139081,CUS15867,E0145,CARD11953,2022-01-23,11:00:00,61272,61272,PM03
INV139082,CUS61501,E0373,CARD42411,2022-07-09,08:00:00,1541476,1541476,PM02
INV139083,CUS29549,E0441,CARD19579,2023-11-01,11:00:00,1661953,1661953,PM02
INV139084,CUS04884,E0098,CARD33231,2022-12-13,11:00:00,472359,472359,PM02
INV139085,CUS54601,E0102,CARD34919,2022-03-26,18:00:00,885424,885424,PM01
INV139086,CUS67026,E0050,CARD44593,2022-11-17,18:00:00,2441368,2441368,PM03
INV139087,CUS62710,E0165,CARD45556,2022-02-13,14:00:00,2651017,2651017,PM04
INV139088,CUS67071,E0411,CARD33890,2024-07-30,08:00:00,2754854,2754854,PM03
INV139089,CUS69363,E0085,CARD16338,2023-03-04,08:00:00,947833,947833,PM02
INV139090,CUS17505,E0266,CARD14293,2023-10-28,18:00:00,2214141,2214141,PM03
INV139091,CUS48175,E0239,CARD26329,2022-11-23,08:00:00,2597174,2597174,PM03
INV139092,CUS79776,E0066,CARD16159,2023-07-27,11:00:00,2152640,2152640,PM02
INV139093,CUS46453,E0140,CARD07171,2024-01-10,18:00:00,1760014,1760014,PM02
INV139094,CUS09385,E0432,CARD01683,2022-10-14,08:00:00,1208457,1208457,PM01
INV139095,CUS40528,E0279,CARD38582,2024-07-19,14:00:00,493854,493854,PM02
INV139096,CUS07498,E0380,CARD16624,2023-12-23,08:00:00,596791,596791,PM04
INV139097,CUS67242,E0311,CARD17929,2023-08-18,18:00:00,216815,216815,PM04
INV139098,CUS13842,E0164,CARD02494,2024-09-12,08:00:00,1322303,1322303,PM03
INV139099,CUS02163,E0062,CARD36326,2022-01-13,11:00:00,564940,564940,PM04
INV139100,CUS26632,E0353,CARD20679,2022-10-05,14:00:00,2842020,2842020,PM03
INV139101,CUS39478,E0023,CARD12168,2024-01-20,14:00:00,118131,118131,PM04
INV139102,CUS39023,E0389,CARD04180,2022-10-21,08:00:00,1163450,1163450,PM01
INV139103,CUS19186,E0078,CARD27926,2023-03-25,11:00:00,1566154,1566154,PM02
INV139104,CUS23415,E0332,CARD16646,2022-01-10,18:00:00,1821029,1821029,PM04
INV139105,CUS33934,E0152,CARD05116,2023-10-12,18:00:00,329065,329065,PM01
INV139106,CUS55903,E0354,CARD22760,2024-08-11,08:00:00,2533613,2533613,PM01
INV139107,CUS39710,E0474,CARD43163,2023-04-17,08:00:00,1820366,1820366,PM04
INV139108,CUS18086,E0497,CARD44696,2023-05-18,11:00:00,61064,61064,PM04
INV139109,CUS51399,E0072,CARD41143,2023-03-11,14:00:00,2082455,2082455,PM03
INV139110,CUS27065,E0245,CARD39184,2024-12-23,18:00:00,1908314,1908314,PM04
INV139111,CUS01077,E0196,CARD01943,2024-09-20,14:00:00,1354572,1354572,PM04
INV139112,CUS79128,E0290,CARD48412,2022-01-20,08:00:00,758107,758107,PM02
INV139113,CUS29850,E0406,CARD06122,2022-08-29,11:00:00,2563180,2563180,PM02
INV139114,CUS56798,E0475,CARD17166,2024-01-24,14:00:00,995782,995782,PM01
INV139115,CUS55342,E0091,CARD19672,2024-05-02,14:00:00,1592205,1592205,PM03
INV139116,CUS33937,E0335,CARD29615,2022-10-28,14:00:00,2601024,2601024,PM04
INV139117,CUS33446,E0006,CARD42888,2023-11-20,08:00:00,1557414,1557414,PM01
INV139118,CUS72861,E0093,CARD08963,2024-10-22,18:00:00,256006,256006,PM02
INV139119,CUS59290,E0014,CARD14750,2023-10-15,14:00:00,607464,607464,PM04
INV139120,CUS17415,E0333,CARD36637,2024-06-13,18:00:00,436221,436221,PM01
INV139121,CUS47780,E0007,CARD47762,2023-02-13,11:00:00,426287,426287,PM02
INV139122,CUS40204,E0142,CARD31001,2023-04-22,11:00:00,2557962,2557962,PM02
INV139123,CUS45475,E0107,CARD26423,2022-07-29,14:00:00,2383024,2383024,PM04
INV139124,CUS08736,E0369,CARD12011,2022-03-07,14:00:00,2970188,2970188,PM02
INV139125,CUS06821,E0118,CARD17575,2024-03-07,08:00:00,875364,875364,PM01
INV139126,CUS01939,E0481,CARD23067,2023-12-31,11:00:00,2735975,2735975,PM01
INV139127,CUS02831,E0403,CARD04648,2023-06-11,11:00:00,782748,782748,PM02
INV139128,CUS66105,E0187,CARD10038,2023-12-19,08:00:00,90139,90139,PM02
INV139129,CUS35285,E0085,CARD41933,2023-09-06,14:00:00,2958503,2958503,PM02
INV139130,CUS10758,E0499,CARD00105,2023-07-26,11:00:00,1464911,1464911,PM02
INV139131,CUS22068,E0474,CARD20676,2024-03-31,14:00:00,2258477,2258477,PM01
INV139132,CUS79569,E0209,CARD12528,2023-02-13,18:00:00,1505452,1505452,PM02
INV139133,CUS21871,E0488,CARD25808,2022-03-02,08:00:00,2117006,2117006,PM01
INV139134,CUS09075,E0008,CARD06595,2024-03-22,18:00:00,111663,111663,PM04
INV139135,CUS18132,E0198,CARD44574,2024-04-09,08:00:00,947596,947596,PM01
INV139136,CUS11238,E0383,CARD18672,2022-07-21,08:00:00,1239814,1239814,PM01
INV139137,CUS65878,E0144,CARD05047,2022-04-26,14:00:00,1423397,1423397,PM01
INV139138,CUS54579,E0160,CARD27980,2022-09-05,14:00:00,826022,826022,PM04
INV139139,CUS36285,E0048,CARD20542,2022-10-25,08:00:00,83313,83313,PM01
INV139140,CUS02482,E0277,CARD32304,2022-09-10,08:00:00,2352717,2352717,PM04
INV139141,CUS79397,E0123,CARD35643,2022-04-15,08:00:00,411741,411741,PM03
INV139142,CUS19469,E0006,CARD34513,2024-11-25,08:00:00,1564473,1564473,PM01
INV139143,CUS31211,E0326,CARD37051,2024-02-29,14:00:00,1768064,1768064,PM03
INV139144,CUS71970,E0223,CARD34893,2023-05-24,08:00:00,645420,645420,PM03
INV139145,CUS57359,E0103,CARD09170,2024-03-22,08:00:00,438934,438934,PM03
INV139146,CUS01474,E0285,CARD02517,2024-08-04,11:00:00,2613435,2613435,PM04
INV139147,CUS58072,E0185,CARD35978,2023-03-25,11:00:00,2668906,2668906,PM04
INV139148,CUS20943,E0347,CARD09117,2023-02-12,08:00:00,865225,865225,PM01
INV139149,CUS30444,E0212,CARD41939,2024-06-19,18:00:00,319852,319852,PM02
INV139150,CUS05611,E0376,CARD32062,2023-08-06,08:00:00,2636355,2636355,PM04
INV139151,CUS27272,E0025,CARD11816,2024-01-05,14:00:00,2254534,2254534,PM01
INV139152,CUS63845,E0114,CARD14251,2022-08-01,08:00:00,996867,996867,PM04
INV139153,CUS15342,E0150,CARD48146,2022-08-26,08:00:00,1236545,1236545,PM03
INV139154,CUS75650,E0223,CARD32496,2024-12-13,14:00:00,2982831,2982831,PM01
INV139155,CUS65677,E0004,CARD10750,2023-08-07,08:00:00,2078731,2078731,PM03
INV139156,CUS64464,E0496,CARD35023,2022-05-08,18:00:00,662908,662908,PM02
INV139157,CUS72747,E0265,CARD16943,2022-02-19,18:00:00,1987773,1987773,PM02
INV139158,CUS66357,E0291,CARD17918,2022-02-23,11:00:00,618761,618761,PM04
INV139159,CUS13578,E0216,CARD27382,2022-09-14,11:00:00,1841076,1841076,PM04
INV139160,CUS30236,E0480,CARD27061,2022-03-26,08:00:00,1996591,1996591,PM04
INV139161,CUS41909,E0490,CARD04796,2024-04-23,14:00:00,122834,122834,PM04
INV139162,CUS48166,E0065,CARD04511,2023-12-28,18:00:00,2915733,2915733,PM04
INV139163,CUS58202,E0176,CARD49380,2023-02-26,08:00:00,137789,137789,PM04
INV139164,CUS74616,E0331,CARD02686,2024-03-19,11:00:00,2264285,2264285,PM01
INV139165,CUS10489,E0284,CARD14430,2023-11-30,18:00:00,1359128,1359128,PM04
INV139166,CUS27355,E0401,CARD42036,2024-07-25,11:00:00,785631,785631,PM03
INV139167,CUS41962,E0025,CARD39602,2023-08-02,14:00:00,2326897,2326897,PM01
INV139168,CUS40829,E0108,CARD21684,2022-08-27,08:00:00,2182644,2182644,PM01
INV139169,CUS73638,E0212,CARD25062,2023-11-12,14:00:00,677111,677111,PM04
INV139170,CUS55618,E0319,CARD09475,2024-04-05,08:00:00,1624354,1624354,PM01
INV139171,CUS15731,E0200,CARD39455,2024-11-14,11:00:00,2691972,2691972,PM04
INV139172,CUS59307,E0146,CARD37026,2023-10-02,08:00:00,2458342,2458342,PM01
INV139173,CUS17998,E0285,CARD31639,2023-02-03,11:00:00,195853,195853,PM03
INV139174,CUS28958,E0397,CARD31338,2024-09-13,18:00:00,1289389,1289389,PM04
INV139175,CUS19053,E0022,CARD47302,2023-07-22,08:00:00,682588,682588,PM01
INV139176,CUS76027,E0055,CARD03378,2024-06-19,08:00:00,720742,720742,PM01
INV139177,CUS37476,E0483,CARD45982,2023-10-20,14:00:00,2918916,2918916,PM02
INV139178,CUS51303,E0238,CARD11607,2022-08-01,08:00:00,1308586,1308586,PM02
INV139179,CUS36783,E0458,CARD39403,2022-01-05,11:00:00,2166541,2166541,PM04
INV139180,CUS24379,E0310,CARD04373,2023-05-10,08:00:00,2536075,2536075,PM01
INV139181,CUS67398,E0464,CARD06970,2022-10-20,14:00:00,142927,142927,PM01
INV139182,CUS56866,E0292,CARD21511,2022-12-15,18:00:00,1436999,1436999,PM04
INV139183,CUS47531,E0036,CARD10804,2023-08-19,14:00:00,100422,100422,PM03
INV139184,CUS65812,E0101,CARD18955,2022-11-22,08:00:00,1290168,1290168,PM04
INV139185,CUS07044,E0321,CARD46837,2023-02-01,08:00:00,1746339,1746339,PM03
INV139186,CUS28272,E0291,CARD12409,2022-09-03,18:00:00,1812725,1812725,PM04
INV139187,CUS07023,E0398,CARD08794,2024-08-23,18:00:00,328305,328305,PM04
INV139188,CUS26218,E0388,CARD26777,2022-01-29,11:00:00,2126355,2126355,PM01
INV139189,CUS53351,E0027,CARD22494,2022-05-27,11:00:00,1105457,1105457,PM04
INV139190,CUS06522,E0087,CARD47597,2024-10-31,14:00:00,360393,360393,PM02
INV139191,CUS67823,E0064,CARD30346,2024-09-09,08:00:00,2119324,2119324,PM03
INV139192,CUS41951,E0187,CARD39842,2024-09-18,08:00:00,1032770,1032770,PM04
