EmployeeID,WorkDate,WorkTime,Shift,MID
E0086,2024-12-06,7,Ca sáng,E0348
E0119,2024-03-31,13,Ca chiều,E0348
E0472,2024-10-15,7,Ca sáng,E0348
E0154,2024-10-05,13,Ca chiều,E0467
E0163,2024-02-25,13,Ca chiều,E0285
E0242,2024-01-26,18,Ca tối,E0306
E0325,2024-05-03,7,Ca sáng,E0424
E0409,2024-01-06,18,Ca tối,E0467
E0269,2024-02-01,13,Ca chiều,E0348
E0318,2024-12-13,13,Ca chiều,E0424
E0063,2024-05-14,18,Ca tối,E0348
E0186,2024-12-16,18,Ca tối,E0372
E0268,2024-01-31,7,Ca sáng,E0348
E0375,2024-06-26,7,Ca sáng,E0424
E0034,2024-11-12,18,Ca tối,E0372
E0198,2024-01-26,18,Ca tối,E0372
E0094,2024-11-28,18,Ca tối,E0323
E0003,2024-08-23,13,Ca chiều,E0285
E0326,2024-11-02,7,Ca sáng,E0285
E0062,2024-11-17,7,Ca sáng,E0285
E0366,2024-01-05,13,Ca chiều,E0272
E0061,2024-04-14,18,Ca tối,E0325
E0016,2024-11-05,13,Ca chiều,E0424
E0137,2024-07-04,13,Ca chiều,E0424
E0219,2024-11-14,18,Ca tối,E0323
E0051,2024-01-03,7,Ca sáng,E0424
E0127,2024-12-04,18,Ca tối,E0325
E0325,2024-01-04,13,Ca chiều,E0323
E0184,2024-11-23,13,Ca chiều,E0424
E0180,2024-10-05,7,Ca sáng,E0467
E0075,2024-11-21,13,Ca chiều,E0348
E0268,2024-04-08,7,Ca sáng,E0323
E0036,2024-11-11,18,Ca tối,E0327
E0283,2024-02-14,13,Ca chiều,E0272
E0251,2024-04-01,18,Ca tối,E0323
E0001,2024-01-23,18,Ca tối,E0348
E0482,2024-07-11,7,Ca sáng,E0285
E0498,2024-07-04,18,Ca tối,E0306
E0308,2024-09-26,13,Ca chiều,E0424
E0399,2024-11-29,18,Ca tối,E0272
E0337,2024-10-18,18,Ca tối,E0467
E0300,2024-02-04,18,Ca tối,E0424
E0491,2024-06-13,18,Ca tối,E0327
E0081,2024-07-21,18,Ca tối,E0467
E0283,2024-12-10,7,Ca sáng,E0272
E0065,2024-05-17,13,Ca chiều,E0306
E0473,2024-04-15,7,Ca sáng,E0272
E0147,2024-08-26,7,Ca sáng,E0306
E0382,2024-02-12,13,Ca chiều,E0306
E0045,2024-12-11,7,Ca sáng,E0285
E0383,2024-11-27,18,Ca tối,E0306
E0279,2024-06-27,7,Ca sáng,E0325
E0359,2024-12-03,18,Ca tối,E0327
E0332,2024-09-02,7,Ca sáng,E0272
E0381,2024-05-13,18,Ca tối,E0272
E0333,2024-07-30,18,Ca tối,E0306
E0260,2024-07-20,7,Ca sáng,E0424
E0164,2024-07-20,13,Ca chiều,E0325
E0154,2024-08-13,13,Ca chiều,E0467
E0141,2024-07-31,13,Ca chiều,E0372
E0068,2024-04-05,18,Ca tối,E0372
E0151,2024-10-09,13,Ca chiều,E0285
E0457,2024-08-14,13,Ca chiều,E0424
E0097,2024-05-03,13,Ca chiều,E0348
E0300,2024-05-05,7,Ca sáng,E0424
E0004,2024-08-03,7,Ca sáng,E0372
E0048,2024-10-26,13,Ca chiều,E0327
E0068,2024-11-14,7,Ca sáng,E0325
E0081,2024-06-29,7,Ca sáng,E0272
E0053,2024-06-08,18,Ca tối,E0327
E0130,2024-03-23,18,Ca tối,E0327
E0305,2024-09-29,18,Ca tối,E0372
E0489,2024-06-12,7,Ca sáng,E0285
E0069,2024-05-20,18,Ca tối,E0325
E0256,2024-07-09,13,Ca chiều,E0272
E0015,2024-12-09,7,Ca sáng,E0285
E0105,2024-08-23,18,Ca tối,E0306
E0248,2024-05-06,7,Ca sáng,E0372
E0158,2024-04-20,7,Ca sáng,E0348
E0427,2024-12-27,7,Ca sáng,E0323
E0349,2024-09-02,13,Ca chiều,E0323
E0165,2024-10-07,7,Ca sáng,E0306
E0477,2024-11-06,18,Ca tối,E0327
E0306,2024-01-23,18,Ca tối,E0272
E0051,2024-10-27,13,Ca chiều,E0327
E0144,2024-07-29,7,Ca sáng,E0272
E0482,2024-07-29,18,Ca tối,E0372
E0145,2024-07-16,18,Ca tối,E0348
E0022,2024-10-14,7,Ca sáng,E0424
E0115,2024-09-16,18,Ca tối,E0372
E0405,2024-09-20,13,Ca chiều,E0424
E0280,2024-12-21,13,Ca chiều,E0372
E0260,2024-10-02,13,Ca chiều,E0285
E0168,2024-03-19,13,Ca chiều,E0424
E0362,2024-07-15,18,Ca tối,E0348
E0004,2024-06-27,7,Ca sáng,E0306
E0330,2024-04-21,7,Ca sáng,E0372
E0300,2024-07-19,18,Ca tối,E0348
E0199,2024-12-24,18,Ca tối,E0272
E0406,2024-11-04,7,Ca sáng,E0285
E0429,2024-07-31,7,Ca sáng,E0323
E0444,2024-10-15,18,Ca tối,E0467
E0352,2024-12-18,13,Ca chiều,E0323
E0249,2024-05-13,18,Ca tối,E0325
E0333,2024-04-28,7,Ca sáng,E0285
E0090,2024-10-25,13,Ca chiều,E0323
E0199,2024-12-02,13,Ca chiều,E0327
E0260,2024-12-31,13,Ca chiều,E0285
E0178,2024-12-19,18,Ca tối,E0327
E0406,2024-12-20,7,Ca sáng,E0325
E0301,2024-12-10,7,Ca sáng,E0325
E0382,2024-09-05,13,Ca chiều,E0306
E0045,2024-05-10,7,Ca sáng,E0306
E0351,2024-08-09,7,Ca sáng,E0306
E0281,2024-07-16,13,Ca chiều,E0306
E0130,2024-09-08,13,Ca chiều,E0327
E0246,2024-12-22,18,Ca tối,E0325
E0125,2024-11-13,7,Ca sáng,E0327
E0004,2024-01-01,13,Ca chiều,E0272
E0184,2024-05-17,13,Ca chiều,E0467
E0233,2024-09-22,18,Ca tối,E0272
E0137,2024-04-12,13,Ca chiều,E0285
E0365,2024-04-22,13,Ca chiều,E0306
E0382,2024-08-22,7,Ca sáng,E0327
E0258,2024-07-01,13,Ca chiều,E0424
E0214,2024-11-27,13,Ca chiều,E0327
E0061,2024-10-16,13,Ca chiều,E0325
E0303,2024-11-30,13,Ca chiều,E0272
E0142,2024-10-14,7,Ca sáng,E0348
E0149,2024-09-22,13,Ca chiều,E0323
E0243,2024-09-12,18,Ca tối,E0285
E0335,2024-05-11,13,Ca chiều,E0325
E0060,2024-02-03,18,Ca tối,E0348
E0472,2024-07-19,7,Ca sáng,E0372
E0312,2024-05-05,13,Ca chiều,E0306
E0006,2024-05-08,7,Ca sáng,E0285
E0053,2024-09-29,18,Ca tối,E0306
E0246,2024-06-05,18,Ca tối,E0348
E0246,2024-12-02,18,Ca tối,E0372
E0391,2024-08-01,18,Ca tối,E0323
E0497,2024-07-19,7,Ca sáng,E0327
E0434,2024-09-26,18,Ca tối,E0348
E0096,2024-01-19,18,Ca tối,E0323
E0217,2024-01-08,7,Ca sáng,E0467
E0279,2024-05-03,7,Ca sáng,E0272
E0334,2024-08-06,7,Ca sáng,E0285
E0054,2024-02-10,13,Ca chiều,E0272
E0212,2024-04-25,18,Ca tối,E0306
E0292,2024-07-06,13,Ca chiều,E0285
E0388,2024-04-12,7,Ca sáng,E0348
E0483,2024-03-12,7,Ca sáng,E0323
E0175,2024-06-27,13,Ca chiều,E0272
E0147,2024-04-18,7,Ca sáng,E0272
E0006,2024-09-03,18,Ca tối,E0348
E0091,2024-07-08,13,Ca chiều,E0372
E0419,2024-02-10,18,Ca tối,E0424
E0398,2024-03-27,13,Ca chiều,E0323
E0240,2024-08-07,13,Ca chiều,E0424
E0059,2024-05-23,18,Ca tối,E0327
E0052,2024-08-18,13,Ca chiều,E0325
E0343,2024-06-06,13,Ca chiều,E0285
E0189,2024-09-03,7,Ca sáng,E0285
E0068,2024-01-20,13,Ca chiều,E0327
E0249,2024-03-14,7,Ca sáng,E0327
E0171,2024-09-20,18,Ca tối,E0372
E0307,2024-05-14,7,Ca sáng,E0323
E0252,2024-06-15,7,Ca sáng,E0272
E0075,2024-06-01,13,Ca chiều,E0327
E0177,2024-07-24,7,Ca sáng,E0306
E0356,2024-10-03,7,Ca sáng,E0272
E0222,2024-07-31,18,Ca tối,E0327
E0334,2024-04-03,7,Ca sáng,E0306
E0329,2024-04-29,13,Ca chiều,E0372
E0261,2024-10-26,7,Ca sáng,E0306
E0335,2024-06-21,13,Ca chiều,E0327
E0264,2024-04-13,18,Ca tối,E0323
E0004,2024-11-18,7,Ca sáng,E0285
E0490,2024-06-13,18,Ca tối,E0306
E0179,2024-04-23,13,Ca chiều,E0348
E0333,2024-11-26,13,Ca chiều,E0467
E0135,2024-11-19,7,Ca sáng,E0424
E0032,2024-04-22,13,Ca chiều,E0285
E0368,2024-02-07,7,Ca sáng,E0325
E0186,2024-09-09,18,Ca tối,E0372
E0427,2024-01-01,13,Ca chiều,E0285
E0095,2024-11-04,18,Ca tối,E0327
E0291,2024-11-21,7,Ca sáng,E0348
E0442,2024-10-12,13,Ca chiều,E0467
E0305,2024-11-13,13,Ca chiều,E0323
E0488,2024-04-17,7,Ca sáng,E0348
E0440,2024-05-25,18,Ca tối,E0323
E0223,2024-06-25,7,Ca sáng,E0306
E0474,2024-06-07,18,Ca tối,E0272
E0285,2024-04-14,13,Ca chiều,E0327
E0207,2024-08-09,7,Ca sáng,E0348
E0159,2024-12-27,7,Ca sáng,E0272
E0145,2024-06-15,13,Ca chiều,E0325
E0444,2024-05-27,13,Ca chiều,E0372
E0182,2024-08-07,7,Ca sáng,E0306
E0313,2024-01-18,13,Ca chiều,E0467
E0082,2024-01-13,7,Ca sáng,E0327
E0273,2024-06-17,13,Ca chiều,E0327
E0111,2024-02-03,7,Ca sáng,E0323
E0281,2024-03-08,7,Ca sáng,E0306
E0319,2024-12-27,7,Ca sáng,E0467
E0103,2024-12-24,13,Ca chiều,E0372
E0351,2024-09-22,7,Ca sáng,E0424
E0477,2024-06-08,7,Ca sáng,E0306
E0448,2024-07-10,7,Ca sáng,E0325
E0325,2024-11-24,18,Ca tối,E0372
E0059,2024-04-28,13,Ca chiều,E0272
E0127,2024-05-01,18,Ca tối,E0285
E0108,2024-06-22,18,Ca tối,E0424
E0170,2024-08-19,18,Ca tối,E0323
E0221,2024-02-08,13,Ca chiều,E0424
E0264,2024-06-27,18,Ca tối,E0372
E0052,2024-09-03,7,Ca sáng,E0327
E0485,2024-04-25,18,Ca tối,E0306
E0392,2024-12-27,7,Ca sáng,E0272
E0293,2024-10-06,13,Ca chiều,E0285
E0169,2024-08-30,7,Ca sáng,E0467
E0278,2024-09-01,7,Ca sáng,E0325
E0390,2024-10-29,7,Ca sáng,E0323
E0202,2024-09-29,7,Ca sáng,E0424
E0348,2024-07-23,13,Ca chiều,E0325
E0079,2024-07-23,13,Ca chiều,E0306
E0140,2024-03-06,13,Ca chiều,E0272
E0499,2024-10-27,7,Ca sáng,E0424
E0481,2024-08-20,13,Ca chiều,E0348
E0005,2024-01-13,18,Ca tối,E0306
E0122,2024-03-01,13,Ca chiều,E0372
E0111,2024-06-15,7,Ca sáng,E0467
E0262,2024-06-18,18,Ca tối,E0348
E0137,2024-09-20,13,Ca chiều,E0323
E0172,2024-09-12,7,Ca sáng,E0323
E0157,2024-02-16,7,Ca sáng,E0372
E0258,2024-03-15,13,Ca chiều,E0467
E0316,2024-09-20,7,Ca sáng,E0372
E0204,2024-04-14,13,Ca chiều,E0327
E0473,2024-03-28,18,Ca tối,E0285
E0242,2024-03-17,18,Ca tối,E0467
E0246,2024-03-21,13,Ca chiều,E0323
E0069,2024-11-30,13,Ca chiều,E0467
E0063,2024-05-04,18,Ca tối,E0285
E0176,2024-06-24,7,Ca sáng,E0424
E0184,2024-07-25,7,Ca sáng,E0424
E0432,2024-04-23,7,Ca sáng,E0272
E0364,2024-03-22,13,Ca chiều,E0306
E0002,2024-07-17,18,Ca tối,E0306
E0126,2024-08-30,13,Ca chiều,E0323
E0231,2024-09-06,13,Ca chiều,E0372
E0093,2024-10-06,13,Ca chiều,E0372
E0105,2024-09-24,18,Ca tối,E0306
E0083,2024-06-06,7,Ca sáng,E0467
E0393,2024-01-22,7,Ca sáng,E0372
E0084,2024-10-07,7,Ca sáng,E0327
E0266,2024-02-23,7,Ca sáng,E0348
E0440,2024-11-22,7,Ca sáng,E0285
E0018,2024-08-31,7,Ca sáng,E0327
E0472,2024-08-07,7,Ca sáng,E0424
E0157,2024-05-07,7,Ca sáng,E0323
E0439,2024-05-07,13,Ca chiều,E0325
E0413,2024-10-25,7,Ca sáng,E0285
E0244,2024-12-04,7,Ca sáng,E0306
E0259,2024-08-31,13,Ca chiều,E0272
E0300,2024-12-03,13,Ca chiều,E0306
E0136,2024-09-08,13,Ca chiều,E0306
E0253,2024-08-11,13,Ca chiều,E0348
E0376,2024-03-23,7,Ca sáng,E0424
E0213,2024-06-29,18,Ca tối,E0467
E0272,2024-03-21,7,Ca sáng,E0327
E0069,2024-12-19,18,Ca tối,E0327
E0386,2024-07-03,13,Ca chiều,E0306
E0275,2024-08-05,13,Ca chiều,E0327
E0037,2024-03-31,7,Ca sáng,E0467
E0210,2024-09-04,18,Ca tối,E0306
E0455,2024-02-02,18,Ca tối,E0306
E0116,2024-05-23,13,Ca chiều,E0272
E0267,2024-10-17,7,Ca sáng,E0325
E0418,2024-10-02,13,Ca chiều,E0323
E0352,2024-07-19,13,Ca chiều,E0306
E0040,2024-07-17,7,Ca sáng,E0372
E0051,2024-11-13,13,Ca chiều,E0327
E0020,2024-08-29,7,Ca sáng,E0348
E0468,2024-04-25,18,Ca tối,E0467
E0296,2024-10-18,18,Ca tối,E0323
E0232,2024-08-06,7,Ca sáng,E0323
E0406,2024-10-05,18,Ca tối,E0327
E0186,2024-10-12,7,Ca sáng,E0327
E0353,2024-09-06,18,Ca tối,E0467
E0085,2024-03-11,13,Ca chiều,E0323
E0297,2024-03-12,7,Ca sáng,E0348
E0453,2024-03-09,13,Ca chiều,E0272
E0316,2024-11-19,18,Ca tối,E0272
E0339,2024-10-14,13,Ca chiều,E0323
E0146,2024-12-23,7,Ca sáng,E0272
E0452,2024-12-13,13,Ca chiều,E0467
E0084,2024-04-25,18,Ca tối,E0327
E0231,2024-09-01,7,Ca sáng,E0348
E0227,2024-03-18,18,Ca tối,E0285
E0278,2024-10-17,13,Ca chiều,E0424
E0256,2024-04-14,7,Ca sáng,E0348
E0449,2024-04-16,7,Ca sáng,E0372
E0154,2024-02-20,13,Ca chiều,E0272
E0173,2024-04-01,7,Ca sáng,E0372
E0133,2024-11-03,18,Ca tối,E0327
E0488,2024-07-18,13,Ca chiều,E0306
E0413,2024-06-17,7,Ca sáng,E0323
E0224,2024-08-24,18,Ca tối,E0323
E0423,2024-04-17,18,Ca tối,E0348
E0251,2024-09-22,13,Ca chiều,E0306
E0147,2024-03-27,7,Ca sáng,E0272
E0088,2024-06-08,18,Ca tối,E0327
E0457,2024-01-27,13,Ca chiều,E0306
E0293,2024-09-07,7,Ca sáng,E0325
E0366,2024-09-17,18,Ca tối,E0467
E0474,2024-07-28,18,Ca tối,E0323
E0235,2024-08-21,13,Ca chiều,E0325
E0304,2024-12-23,13,Ca chiều,E0424
E0419,2024-03-15,13,Ca chiều,E0272
E0412,2024-12-22,7,Ca sáng,E0372
E0236,2024-12-05,7,Ca sáng,E0424
E0103,2024-06-09,18,Ca tối,E0306
E0083,2024-07-19,18,Ca tối,E0424
E0125,2024-04-07,18,Ca tối,E0467
E0234,2024-04-26,13,Ca chiều,E0327
E0345,2024-06-22,13,Ca chiều,E0467
E0072,2024-09-24,7,Ca sáng,E0348
E0411,2024-11-06,13,Ca chiều,E0306
E0110,2024-01-07,13,Ca chiều,E0467
E0380,2024-06-30,7,Ca sáng,E0372
E0254,2024-03-31,13,Ca chiều,E0327
E0356,2024-10-18,7,Ca sáng,E0424
E0098,2024-01-23,13,Ca chiều,E0424
E0428,2024-09-22,7,Ca sáng,E0327
E0432,2024-05-20,18,Ca tối,E0323
E0062,2024-12-15,7,Ca sáng,E0348
E0371,2024-09-04,7,Ca sáng,E0348
E0047,2024-04-15,18,Ca tối,E0372
E0154,2024-03-29,13,Ca chiều,E0285
E0006,2024-11-12,13,Ca chiều,E0306
E0476,2024-11-18,13,Ca chiều,E0348
E0359,2024-12-05,13,Ca chiều,E0348
E0337,2024-01-28,18,Ca tối,E0467
E0315,2024-12-27,7,Ca sáng,E0327
E0431,2024-07-21,13,Ca chiều,E0285
E0379,2024-11-21,13,Ca chiều,E0372
E0390,2024-02-07,13,Ca chiều,E0372
E0435,2024-07-21,13,Ca chiều,E0467
E0271,2024-10-12,13,Ca chiều,E0467
E0103,2024-06-02,13,Ca chiều,E0285
E0003,2024-09-07,13,Ca chiều,E0306
E0461,2024-06-20,18,Ca tối,E0272
E0142,2024-09-11,18,Ca tối,E0467
E0115,2024-11-06,13,Ca chiều,E0467
E0310,2024-03-06,7,Ca sáng,E0285
E0420,2024-11-08,7,Ca sáng,E0467
E0192,2024-07-20,18,Ca tối,E0424
E0453,2024-01-31,18,Ca tối,E0272
E0131,2024-10-12,18,Ca tối,E0285
E0285,2024-11-29,13,Ca chiều,E0467
E0469,2024-11-21,18,Ca tối,E0285
E0163,2024-03-18,7,Ca sáng,E0327
E0272,2024-09-15,13,Ca chiều,E0327
E0235,2024-02-14,18,Ca tối,E0272
E0272,2024-11-13,13,Ca chiều,E0467
E0313,2024-02-21,7,Ca sáng,E0327
E0227,2024-06-12,18,Ca tối,E0372
E0168,2024-07-20,18,Ca tối,E0306
E0045,2024-04-19,18,Ca tối,E0348
E0309,2024-12-07,18,Ca tối,E0306
E0342,2024-06-12,7,Ca sáng,E0372
E0083,2024-06-08,7,Ca sáng,E0323
E0468,2024-09-26,13,Ca chiều,E0325
E0361,2024-10-08,7,Ca sáng,E0325
E0442,2024-10-20,7,Ca sáng,E0285
E0020,2024-03-10,18,Ca tối,E0424
E0008,2024-06-25,18,Ca tối,E0325
E0444,2024-10-30,13,Ca chiều,E0424
E0059,2024-03-04,18,Ca tối,E0327
E0022,2024-07-29,18,Ca tối,E0272
E0272,2024-07-02,13,Ca chiều,E0285
E0488,2024-03-11,18,Ca tối,E0306
E0265,2024-01-09,7,Ca sáng,E0372
E0246,2024-04-16,18,Ca tối,E0327
E0353,2024-07-18,7,Ca sáng,E0467
E0104,2024-03-03,18,Ca tối,E0272
E0221,2024-07-10,18,Ca tối,E0272
E0266,2024-10-27,7,Ca sáng,E0272
E0367,2024-02-07,13,Ca chiều,E0348
E0185,2024-04-27,13,Ca chiều,E0424
E0196,2024-04-13,13,Ca chiều,E0348
E0378,2024-11-06,18,Ca tối,E0348
E0049,2024-02-20,13,Ca chiều,E0325
E0452,2024-12-19,7,Ca sáng,E0285
E0234,2024-10-21,18,Ca tối,E0424
E0425,2024-12-14,13,Ca chiều,E0325
E0272,2024-01-29,7,Ca sáng,E0285
E0478,2024-03-21,13,Ca chiều,E0306
E0256,2024-11-15,7,Ca sáng,E0327
E0280,2024-12-12,18,Ca tối,E0424
E0274,2024-05-17,7,Ca sáng,E0327
E0233,2024-09-06,18,Ca tối,E0306
E0304,2024-07-14,7,Ca sáng,E0372
E0407,2024-02-27,7,Ca sáng,E0306
E0020,2024-01-01,18,Ca tối,E0424
E0270,2024-06-25,13,Ca chiều,E0306
E0477,2024-12-07,18,Ca tối,E0323
E0290,2024-07-01,18,Ca tối,E0467
E0367,2024-02-03,18,Ca tối,E0306
E0248,2024-05-04,7,Ca sáng,E0327
E0033,2024-03-03,18,Ca tối,E0306
E0080,2024-11-14,13,Ca chiều,E0424
E0016,2024-12-09,13,Ca chiều,E0372
E0025,2024-04-06,18,Ca tối,E0327
E0183,2024-12-23,18,Ca tối,E0272
E0083,2024-07-30,18,Ca tối,E0348
E0044,2024-07-08,13,Ca chiều,E0272
E0215,2024-04-04,18,Ca tối,E0348
E0104,2024-03-29,18,Ca tối,E0306
E0117,2024-01-21,13,Ca chiều,E0467
E0005,2024-12-01,13,Ca chiều,E0272
E0381,2024-01-08,13,Ca chiều,E0424
E0405,2024-01-23,13,Ca chiều,E0372
E0122,2024-01-09,18,Ca tối,E0306
E0026,2024-02-13,13,Ca chiều,E0306
E0334,2024-02-13,13,Ca chiều,E0424
E0047,2024-04-27,13,Ca chiều,E0467
E0411,2024-01-20,7,Ca sáng,E0424
E0454,2024-04-06,18,Ca tối,E0306
E0265,2024-12-08,13,Ca chiều,E0323
E0463,2024-07-11,18,Ca tối,E0272
E0145,2024-07-30,18,Ca tối,E0323
E0013,2024-01-30,7,Ca sáng,E0272
E0378,2024-11-01,18,Ca tối,E0348
E0341,2024-12-04,7,Ca sáng,E0372
E0372,2024-12-12,18,Ca tối,E0372
E0463,2024-10-09,13,Ca chiều,E0327
E0050,2024-09-18,18,Ca tối,E0467
E0285,2024-01-20,7,Ca sáng,E0325
E0012,2024-08-11,13,Ca chiều,E0272
E0237,2024-12-13,18,Ca tối,E0467
E0166,2024-10-07,18,Ca tối,E0325
E0111,2024-04-24,7,Ca sáng,E0285
E0392,2024-03-08,7,Ca sáng,E0272
E0385,2024-01-21,18,Ca tối,E0372
E0046,2024-04-26,7,Ca sáng,E0348
E0217,2024-09-13,13,Ca chiều,E0372
E0089,2024-03-03,18,Ca tối,E0372
E0419,2024-11-12,18,Ca tối,E0372
E0064,2024-06-03,13,Ca chiều,E0325
E0066,2024-10-07,7,Ca sáng,E0372
E0311,2024-09-07,13,Ca chiều,E0272
E0267,2024-07-20,13,Ca chiều,E0285
E0437,2024-05-30,18,Ca tối,E0272
E0099,2024-07-14,13,Ca chiều,E0348
E0414,2024-02-20,7,Ca sáng,E0372
E0231,2024-05-28,18,Ca tối,E0285
E0438,2024-02-25,7,Ca sáng,E0306
E0105,2024-08-09,7,Ca sáng,E0467
E0125,2024-06-02,13,Ca chiều,E0424
E0168,2024-07-06,18,Ca tối,E0348
E0325,2024-03-18,7,Ca sáng,E0285
E0161,2024-01-22,13,Ca chiều,E0272
E0335,2024-09-25,13,Ca chiều,E0348
E0468,2024-08-05,7,Ca sáng,E0467
E0119,2024-02-22,13,Ca chiều,E0467
E0202,2024-01-03,7,Ca sáng,E0327
E0391,2024-04-27,18,Ca tối,E0348
E0123,2024-11-04,7,Ca sáng,E0424
E0274,2024-03-22,18,Ca tối,E0372
E0274,2024-11-08,7,Ca sáng,E0424
E0303,2024-02-01,7,Ca sáng,E0325
E0330,2024-09-28,13,Ca chiều,E0306
E0075,2024-01-06,7,Ca sáng,E0424
E0376,2024-07-26,13,Ca chiều,E0272
E0091,2024-12-30,18,Ca tối,E0325
E0369,2024-01-07,13,Ca chiều,E0323
E0323,2024-03-10,13,Ca chiều,E0372
E0483,2024-08-31,18,Ca tối,E0348
E0235,2024-11-29,7,Ca sáng,E0327
E0350,2024-07-19,18,Ca tối,E0424
E0085,2024-11-09,18,Ca tối,E0348
E0365,2024-09-04,18,Ca tối,E0372
E0478,2024-03-30,18,Ca tối,E0272
E0289,2024-07-24,18,Ca tối,E0306
E0067,2024-07-17,7,Ca sáng,E0325
E0112,2024-04-07,13,Ca chiều,E0467
E0480,2024-02-25,18,Ca tối,E0348
E0495,2024-07-29,7,Ca sáng,E0323
E0043,2024-11-30,18,Ca tối,E0467
E0198,2024-08-01,18,Ca tối,E0327
E0182,2024-02-22,7,Ca sáng,E0272
E0133,2024-07-26,7,Ca sáng,E0306
E0012,2024-02-27,7,Ca sáng,E0348
E0362,2024-06-04,7,Ca sáng,E0372
E0415,2024-11-16,18,Ca tối,E0323
E0110,2024-01-16,18,Ca tối,E0323
E0212,2024-02-01,18,Ca tối,E0372
E0168,2024-06-08,7,Ca sáng,E0372
E0496,2024-10-28,7,Ca sáng,E0372
E0090,2024-08-09,7,Ca sáng,E0467
E0141,2024-11-20,18,Ca tối,E0327
E0003,2024-12-10,13,Ca chiều,E0327
E0385,2024-11-16,7,Ca sáng,E0272
E0456,2024-03-24,7,Ca sáng,E0372
E0042,2024-01-24,13,Ca chiều,E0327
E0327,2024-08-17,7,Ca sáng,E0325
E0370,2024-11-15,13,Ca chiều,E0467
E0178,2024-01-01,18,Ca tối,E0325
E0249,2024-03-20,18,Ca tối,E0348
E0391,2024-07-31,18,Ca tối,E0285
E0295,2024-12-20,18,Ca tối,E0372
E0270,2024-07-12,13,Ca chiều,E0348
E0033,2024-10-09,18,Ca tối,E0272
E0048,2024-10-24,13,Ca chiều,E0424
E0458,2024-02-26,13,Ca chiều,E0285
E0388,2024-07-04,7,Ca sáng,E0424
E0340,2024-08-04,18,Ca tối,E0323
E0471,2024-05-25,13,Ca chiều,E0372
E0165,2024-06-13,18,Ca tối,E0325
E0031,2024-03-07,7,Ca sáng,E0348
E0351,2024-01-05,13,Ca chiều,E0306
E0034,2024-08-08,7,Ca sáng,E0467
E0007,2024-11-09,13,Ca chiều,E0424
E0175,2024-06-29,7,Ca sáng,E0323
E0363,2024-07-07,18,Ca tối,E0372
E0104,2024-07-20,13,Ca chiều,E0323
E0436,2024-11-03,13,Ca chiều,E0348
E0140,2024-05-13,13,Ca chiều,E0467
E0238,2024-02-26,13,Ca chiều,E0327
E0332,2024-06-22,7,Ca sáng,E0348
E0167,2024-02-01,13,Ca chiều,E0424
E0392,2024-03-17,13,Ca chiều,E0306
E0169,2024-06-18,18,Ca tối,E0285
E0444,2024-08-04,7,Ca sáng,E0372
E0361,2024-05-08,13,Ca chiều,E0306
E0081,2024-07-23,13,Ca chiều,E0467
E0232,2024-09-26,18,Ca tối,E0424
E0472,2024-09-30,7,Ca sáng,E0372
E0216,2024-09-22,7,Ca sáng,E0467
E0491,2024-01-22,7,Ca sáng,E0467
E0074,2024-07-28,13,Ca chiều,E0348
E0189,2024-04-17,18,Ca tối,E0348
E0231,2024-10-27,18,Ca tối,E0327
E0326,2024-07-16,7,Ca sáng,E0424
E0378,2024-04-12,13,Ca chiều,E0323
E0398,2024-12-16,18,Ca tối,E0348
E0062,2024-06-26,13,Ca chiều,E0348
E0283,2024-01-21,7,Ca sáng,E0467
E0452,2024-03-27,7,Ca sáng,E0424
E0284,2024-10-22,18,Ca tối,E0424
E0087,2024-07-31,13,Ca chiều,E0424
E0374,2024-03-26,7,Ca sáng,E0325
E0040,2024-07-16,18,Ca tối,E0272
E0393,2024-08-29,7,Ca sáng,E0306
E0359,2024-02-12,13,Ca chiều,E0327
E0062,2024-11-16,18,Ca tối,E0372
E0235,2024-06-16,13,Ca chiều,E0306
E0174,2024-11-10,7,Ca sáng,E0467
E0147,2024-11-12,7,Ca sáng,E0327
E0117,2024-04-12,7,Ca sáng,E0467
E0056,2024-01-09,13,Ca chiều,E0327
E0006,2024-01-17,18,Ca tối,E0325
E0081,2024-10-01,18,Ca tối,E0306
E0203,2024-08-06,18,Ca tối,E0323
E0434,2024-11-02,18,Ca tối,E0306
E0262,2024-02-20,18,Ca tối,E0372
E0199,2024-04-17,13,Ca chiều,E0285
E0253,2024-06-27,13,Ca chiều,E0348
E0022,2024-01-22,7,Ca sáng,E0467
E0235,2024-11-19,7,Ca sáng,E0327
E0408,2024-03-23,18,Ca tối,E0348
E0437,2024-07-01,7,Ca sáng,E0348
E0125,2024-09-20,18,Ca tối,E0285
E0303,2024-04-01,13,Ca chiều,E0467
E0006,2024-09-21,7,Ca sáng,E0272
E0273,2024-05-20,7,Ca sáng,E0323
E0356,2024-01-03,13,Ca chiều,E0327
E0423,2024-10-01,7,Ca sáng,E0323
E0013,2024-09-09,7,Ca sáng,E0285
E0491,2024-05-01,7,Ca sáng,E0372
E0352,2024-10-08,7,Ca sáng,E0467
E0063,2024-09-22,18,Ca tối,E0327
E0282,2024-09-02,7,Ca sáng,E0285
E0346,2024-07-23,18,Ca tối,E0327
E0390,2024-04-26,18,Ca tối,E0285
E0451,2024-12-14,13,Ca chiều,E0467
E0217,2024-07-29,18,Ca tối,E0467
E0382,2024-03-26,18,Ca tối,E0424
